targets,interception_touchdowns,draft_season,forced_fumbles,missed_tackles,catch_rate,team_name,tackles,jersey_number,snap_counts_offball,snap_counts_box,sacks,snap_counts_pass_rush,player_game_count,eligible_season,snap_counts_dl,grades_tackle,yards,receptions,grades_coverage_defense,hurries,interceptions,snap_counts_coverage,snap_counts_dl_over_t,snap_counts_dl_a_gap,fumble_recoveries,grades_run_defense,snap_counts_corner,hits,penalties,batted_passes,team,stops,declined_penalties,total_pressures,position,fumble_recovery_touchdowns,longest,snap_counts_slot,missed_tackle_rate,grades_defense,yards_per_reception,grades_defense_penalty,safeties,player,franchise_id,snap_counts_defense,yards_after_catch,snap_counts_dl_b_gap,pass_break_ups,qb_rating_against,snap_counts_run_defense,tackles_for_loss,assists,grades_pass_rush_defense,player_id,snap_counts_fs,touchdowns,snap_counts_dl_outside_t
87,0,2012,1,9,66.7,MIN,49,02,897,106,0,1,16,2012,7,60.5,581,58,59.2,0,1,611,0,0,0,72.6,738,0,5,0,MIN,18,0,0,CB,0,27,48,13.2,62.2,10,88,0,Stephon Gilmore,18,904,250,0,9,99.8,292,1,10,58.8,7016,5,5,7
45,0,2012,1,9,68.9,WAS,108,54,1234,1169,4,115,20,2012,24,86.3,353,31,63.8,18,0,610,0,0,3,91.2,2,6,2,0,WAS,56,0,28,LB,0,32,59,5.7,88.3,11.4,70.8,0,Bobby Wagner,32,1258,215,0,3,99.6,533,10,42,90.9,7050,4,1,24
92,0,2012,3,22,84.8,TB,94,54,1069,958,7,148,18,2012,80,47.6,737,78,56.9,21,1,621,0,0,1,77.6,8,2,2,1,TB,57,0,30,LB,0,49,101,15.5,67.9,9.4,86.2,0,Lavonte David,30,1149,425,0,4,106.4,380,4,26,65.4,7060,2,3,80
49,0,2012,0,16,77.6,NO,89,56,1045,996,2,64,16,2012,45,63.6,387,38,63.4,6,1,596,0,0,0,80.2,3,1,2,0,NO,48,0,9,LB,0,23,44,11,73.2,10.2,68,0,Demario Davis,20,1090,247,0,4,91.1,430,5,40,66,7079,2,0,45
30,0,2012,0,6,60,CLV,28,12,541,229,0,13,17,2012,24,56,131,18,47.2,0,0,304,0,0,1,61.4,3,0,0,0,CLV,10,0,0,S,1,17,133,15,50.9,7.3,82.7,0,Rodney McLeod,8,565,75,0,6,103.6,248,2,6,49.7,7271,176,3,24
1,0,2012,0,0,0,SF,6,43,55,11,0,0,5,2012,2,84.5,0,0,60.3,0,0,32,0,0,0,75.8,2,0,1,0,SF,2,0,0,S,0,,9,0,63.1,,0,0,Tashaun Gipson Sr.,28,57,0,0,1,39.6,25,0,1,,7288,33,0,2
53,0,2012,0,10,69.8,MIN,67,22,928,269,1,54,17,2012,134,70.7,434,37,65.3,9,3,636,0,0,1,75.9,10,1,2,2,MIN,22,0,11,S,0,42,87,10.5,67.7,11.7,53.1,0,Harrison Smith,18,1062,204,0,5,89.7,372,2,18,60.3,7641,562,3,134
87,0,2013,1,6,51.7,PHI,57,02,940,79,0,0,18,2013,6,70.7,553,45,75.5,0,1,625,0,0,1,58.1,856,0,6,0,PHI,14,3,0,CB,0,51,5,8.5,73.3,12.3,65,0,Darius Slay,24,946,157,0,16,82.2,321,3,8,,7817,0,4,6
0,0,2013,0,0,,HST,0,02,1,0,0,0,1,2013,0,,0,0,60.7,0,0,1,0,0,0,,0,0,1,0,HST,0,0,0,WR,0,,0,,70.2,,60,0,Robert Woods,13,1,0,0,0,0,0,0,0,,7822,0,0,0
0,0,2013,0,5,,SEA,21,97,0,0,1,166,17,2013,389,29.2,0,0,64.2,6,1,1,0,121,0,36.2,0,1,4,0,SEA,16,1,8,DI,0,,0,15.2,35.9,,20.6,0,Johnathan Hankins,29,389,0,268,0,0,222,3,7,55.3,7830,0,0,0
23,0,2013,2,15,69.6,NO,54,32,999,263,0,9,17,2013,16,46.9,359,16,57.8,3,3,617,0,0,1,65,0,0,1,0,NO,9,0,3,S,0,50,55,19.5,60.5,22.4,87.7,0,Tyrann Mathieu,20,1015,140,0,2,72.6,389,1,8,51.2,7850,681,0,16
0,0,2013,0,6,,LV,31,95,0,0,2,270,17,2013,606,46.7,0,0,60.6,7,0,1,4,307,0,49.9,0,2,0,2,LV,23,0,11,DI,0,,0,11.3,53.1,,87.6,0,John Jenkins,23,606,0,295,0,0,335,3,16,57.5,7863,0,0,0
0,0,2013,0,1,,TB,7,92,0,0,1,104,18,2013,205,59,0,0,66.8,6,0,0,64,3,0,58.7,0,2,1,0,TB,5,0,9,DI,0,,0,8.3,65.7,,53.5,0,William Gholston,30,205,0,104,0,0,101,0,4,65.9,7908,0,0,34
34,0,2013,0,10,73.5,MIA,70,21,931,290,0,16,16,2013,33,73.3,301,25,61.4,1,0,600,0,0,0,69.4,7,1,3,0,MIA,16,0,2,S,0,33,79,9,62.5,12,23.3,0,Jordan Poyer,17,964,129,0,3,129.7,348,0,31,58.8,8000,555,3,33
9,0,2013,1,3,88.9,LAC,24,23,259,60,0,1,7,2013,2,75.6,24,8,71.2,1,0,147,0,0,1,74.2,0,0,1,0,LAC,10,0,1,S,0,8,26,9.1,89.9,3,79.3,0,Tony Jefferson,27,261,19,0,0,116.2,113,3,6,99.9,8361,173,1,2
2,0,2014,0,9,100,CAR,28,07,4,2,6,346,14,2014,646,45.3,30,2,65.2,33,0,49,1,0,0,63.4,0,5,4,4,CAR,24,2,44,ED,0,15,2,17.6,70.8,15,47.2,0,Jadeveon Clowney,5,650,19,0,0,118.8,255,4,14,73.2,8636,0,0,645
1,0,2014,2,8,100,LAC,27,52,1,1,9,419,17,2014,667,47.2,11,1,80.3,35,0,17,3,0,1,87.7,0,8,1,6,LAC,26,0,52,ED,0,11,0,20.5,90.2,11,80.3,0,Khalil Mack,27,668,6,0,0,112.5,232,1,4,78.9,8640,0,0,664
4,0,2014,0,3,100,NYJ,13,57,108,108,0,3,4,2014,2,57,35,4,61,1,0,44,0,0,0,81.6,0,0,0,0,NYJ,6,0,1,LB,0,15,0,15.8,74.7,8.8,78.7,0,C.J. Mosley,22,110,14,0,0,103.1,63,0,3,38.7,8652,0,0,2
42,1,2014,0,3,71.4,HST,35,20,454,119,0,6,10,2014,7,83.3,370,30,73.9,0,2,296,0,0,0,75.6,6,0,1,0,HST,12,0,0,S,0,63,185,5.5,76.1,12.3,83.2,0,Jimmie Ward,13,461,188,0,1,102.3,159,5,17,47.2,8665,144,3,7
0,0,2014,1,6,,DAL,8,90,1,1,3,89,4,2014,166,27.9,0,0,60.3,4,0,3,16,0,0,62.4,0,2,1,0,DAL,7,0,9,ED,0,,0,33.3,56.8,,53.1,0,DeMarcus Lawrence,9,167,0,4,0,0,75,1,4,53.9,8669,0,0,146
8,0,2014,2,5,100,BLT,25,53,33,31,14,451,18,2014,663,64,104,8,65.3,32,0,62,0,0,1,68.4,0,10,3,2,BLT,31,0,56,ED,0,26,2,12.8,75.8,13,55.4,0,Kyle Van Noy,3,696,48,0,0,118.8,183,2,9,74.7,8675,0,0,663
0,0,2014,0,0,,CAR,0,81,1,0,0,0,1,2014,0,,0,0,,0,0,0,0,0,0,60,0,0,0,0,CAR,0,0,0,TE,0,,0,,60,,60,0,Jordan Matthews,5,1,0,0,0,0,1,0,0,,8677,0,0,0
0,0,2014,0,8,,BUF,17,92,1,1,3,362,19,2014,628,26.7,0,0,67.2,19,0,0,26,70,0,53.4,0,4,2,1,BUF,14,0,26,DI,0,,0,24.2,65.3,,65.5,0,DaQuan Jones,4,629,0,530,0,0,267,3,8,71.5,8747,0,0,2
0,0,2014,0,1,,BLT,15,97,0,0,0,105,15,2014,209,65,0,0,57.1,4,0,3,46,1,0,56.4,0,0,0,2,BLT,11,0,4,DI,0,,0,5,53.5,,83.7,0,Brent Urban,3,209,0,125,0,0,101,0,4,53.5,8769,0,0,37
1,0,2014,1,2,100,CLV,21,93,1,1,2,267,14,2014,526,62.4,12,1,60.5,17,0,6,144,7,0,67.9,0,2,1,1,CLV,20,0,21,DI,0,12,0,5.9,66.7,12,72.2,0,Shelby Harris,8,527,6,372,0,116.7,254,4,11,59.7,8869,0,0,3
0,0,2014,0,1,,HST,8,96,1,1,4,259,12,2014,350,56.1,0,0,56.4,16,0,4,132,1,1,54.1,0,4,2,2,HST,7,2,24,ED,0,,0,7.7,60.6,,51.3,0,Denico Autry,13,351,0,12,0,0,88,0,4,65.2,8982,0,0,205
1,0,2014,0,0,100,TB,2,56,0,0,0,9,2,2014,17,73.3,2,1,90.4,0,0,3,0,0,0,56.6,0,0,0,0,TB,2,0,0,ED,0,2,0,0,75.9,2,74.4,0,Shaquil Barrett,30,17,1,0,0,79.2,5,0,1,52.9,9000,0,0,17
0,0,2014,0,0,,DAL,0,29,5,0,0,1,2,2014,0,,0,0,60.2,0,0,1,0,0,0,60,4,0,0,0,DAL,0,0,0,CB,0,,0,,61.4,,99.9,0,C.J. Goodwin,9,5,0,0,0,0,3,0,0,60,9243,0,0,0
1,0,2014,1,0,100,KC,20,69,0,0,3,173,20,2014,387,77.2,21,1,55.1,5,0,6,2,51,0,62.4,0,0,1,0,KC,17,0,8,DI,0,21,0,0,59.4,21,68.5,0,Mike Pennel,16,387,21,334,0,118.8,208,1,11,58,9316,0,0,0
4,1,2015,2,11,100,WAS,26,06,1,1,11,387,20,2015,641,28.9,34,4,80.4,34,1,26,25,0,0,52.3,0,5,6,0,WAS,27,1,50,ED,0,9,0,25.6,60.5,8.5,37.1,0,Dante Fowler Jr.,32,642,31,5,0,62.5,229,6,6,63.6,9436,0,0,611
1,1,2015,0,7,0,SEA,39,99,3,3,11,473,16,2015,747,52.9,0,0,72.2,29,1,16,241,27,0,79.5,0,15,4,1,SEA,41,1,55,DI,0,,0,12.5,87.1,,49,0,Leonard Williams,29,750,0,349,0,0,261,6,10,72.3,9439,0,0,130
0,0,2015,0,5,,JAX,23,91,2,1,2,380,17,2015,567,45.6,0,0,63.8,29,0,2,153,13,0,62,0,5,4,1,JAX,19,2,36,ED,0,,1,16.7,68.7,,42.4,0,Arik Armstead,15,569,0,66,0,0,187,1,2,70,9450,0,0,335
2,0,2015,1,5,100,LAC,19,48,10,9,6,364,18,2015,560,40.2,15,2,63.1,16,1,20,0,0,0,48.5,0,5,3,1,LAC,18,1,27,ED,0,9,1,17.9,46.5,7.5,46.6,0,Bud Dupree,27,570,18,0,0,58.3,186,1,4,50.9,9455,0,0,560
15,0,2015,0,7,93.3,CAR,28,54,227,206,0,17,4,2015,18,51,91,14,62.9,1,0,116,0,0,0,73.2,2,1,1,0,CAR,16,0,2,LB,0,21,19,16.3,67.4,6.5,19.4,0,Shaq Thompson,5,245,66,0,0,114.2,112,3,8,52.7,9458,0,1,18
0,0,2015,0,5,,HST,17,97,1,1,6,347,15,2015,518,44.2,0,0,65.7,20,0,0,80,14,2,45.7,0,7,4,1,HST,15,0,33,DI,0,,0,16.1,57.5,,32.1,0,Mario Edwards Jr.,13,519,0,414,0,0,172,0,9,69.2,9468,0,0,10
5,0,2015,0,2,80,PIT,15,91,1,0,5,261,17,2015,468,76,39,4,69.3,12,0,26,34,0,1,64.3,0,1,2,0,PIT,14,0,18,ED,0,20,1,7.4,64.2,9.8,61.6,0,Preston Smith,25,469,23,8,0,99.2,182,1,10,59.3,9471,0,0,426
0,0,2015,0,6,,ATL,8,99,2,2,1,149,17,2015,328,26.1,0,0,,7,0,0,0,263,0,47.5,0,2,2,0,ATL,6,0,10,DI,0,,0,25,49.3,,48.2,0,Eddie Goldman,2,330,0,65,0,0,181,0,10,61.5,9472,0,0,0
37,0,2015,3,17,64.9,DAL,88,50,896,844,3,57,15,2015,22,65.7,326,24,62.7,2,2,477,0,0,1,78.3,4,1,0,0,DAL,48,0,6,LB,0,57,45,11.7,75.2,13.6,87.5,0,Eric Kendricks,9,918,258,0,0,88.3,384,2,40,78.5,9478,3,2,22
20,0,2015,0,14,95,LAC,43,06,341,316,1,19,12,2015,2,29.8,151,19,61.9,3,0,170,0,0,0,54.1,1,2,0,0,LAC,25,0,6,LB,0,23,24,20.6,62.3,7.9,81.7,0,Denzel Perryman,27,343,95,0,0,98.1,154,1,11,83.9,9481,0,0,2
62,0,2015,0,5,71,JAX,41,25,649,68,0,1,13,2015,10,68.6,605,44,61,0,0,410,0,0,0,60.9,563,0,3,0,JAX,9,1,0,CB,0,80,18,10,61.7,13.8,85.6,0,Ronald Darby,15,659,214,0,4,128.8,248,3,4,60,9483,0,5,10
0,0,2015,0,1,,BUF,7,97,0,0,1,110,12,2015,185,55.1,0,0,62.8,5,1,0,52,2,0,28.4,0,2,1,0,BUF,5,0,8,DI,0,,0,10,34.9,,49.7,0,Jordan Phillips,4,185,0,130,0,0,75,0,2,61,9485,0,0,1
0,0,2015,0,0,,SF,1,18,2,0,0,0,2,2015,0,68.4,0,0,,0,0,0,0,0,0,62.4,0,0,1,0,SF,0,0,0,WR,0,,0,0,62.8,,64.6,0,Chris Conley,28,2,0,0,0,0,2,0,0,,9509,0,0,0
30,0,2015,0,10,76.7,CLV,53,58,584,546,2,44,12,2015,18,64.6,265,23,70,6,0,306,0,0,0,77.7,4,4,1,0,CLV,29,0,12,LB,0,32,27,12.2,77.4,11.5,52.6,0,Jordan Hicks,8,602,158,1,3,102.8,252,3,19,72.4,9517,7,0,17
0,0,2015,2,5,,HST,32,55,7,6,12,560,19,2015,852,75.5,0,0,71.1,47,0,7,13,0,0,73.2,0,15,6,1,HST,39,2,74,ED,0,,1,11.4,84.6,,47.2,0,Danielle Hunter,13,859,0,6,0,0,292,4,7,81.1,9521,0,0,833
0,0,2015,0,0,,WAS,6,91,0,0,0,41,4,2015,89,72.9,0,0,60,1,0,0,5,32,0,60.3,0,0,0,0,WAS,4,0,1,DI,0,,0,0,65,,80.3,0,Carl Davis Jr.,32,89,0,52,0,0,48,0,3,65.6,9523,0,0,0
0,0,2015,0,0,,ARZ,1,90,0,0,0,10,1,2015,23,68.1,0,0,,1,0,0,16,0,0,61.5,0,0,0,0,ARZ,1,0,1,DI,0,,0,0,66.5,,74.1,0,Angelo Blackson,1,23,0,7,0,0,13,0,0,66.7,9533,0,0,0
2,0,2015,0,13,100,DET,20,99,26,25,10,445,18,2015,629,28.3,25,2,56.4,50,0,17,58,0,0,54.9,0,7,4,1,DET,18,1,67,ED,0,13,0,34.2,71.7,12.5,57.5,0,Za'Darius Smith,11,655,30,22,0,118.8,193,2,5,76.6,9555,1,0,549
3,0,2015,1,2,100,DET,8,10,91,90,0,2,5,2015,3,61.1,57,3,45,0,0,32,0,0,1,90.6,0,1,1,0,DET,3,0,1,LB,0,33,1,12.5,74.3,19,0,0,Kwon Alexander,11,94,21,0,0,158.3,60,0,6,56.3,9557,0,1,3
0,0,2015,0,9,,ATL,35,97,0,0,4,463,17,2015,744,36,0,0,63.1,21,0,6,140,87,0,61.5,0,9,3,0,ATL,28,1,34,DI,0,,0,15.8,62.1,,57.9,0,Grady Jarrett,2,744,0,496,0,0,275,6,13,60.6,9570,0,0,21
1,0,2015,0,0,100,MIN,2,28,35,5,0,3,2,2015,5,80.6,12,1,46.1,0,0,28,0,0,0,65.9,0,0,0,0,MIN,0,0,0,S,0,12,9,0,47.6,12,78,0,Bobby McCain,18,40,1,0,0,116.7,9,0,2,55.6,9578,21,0,5
0,0,2015,0,0,,DEN,0,20,2,0,0,2,2,2015,0,,0,0,,0,0,0,0,0,0,,0,0,0,0,DEN,0,0,0,FB,0,,0,,60,,60.1,0,Michael Burton,10,2,0,0,0,0,0,0,0,60,9601,0,0,0
14,0,2015,0,2,78.6,TEN,37,28,413,75,0,2,8,2015,6,87.2,107,11,70.6,1,0,237,0,0,0,70,3,0,0,0,TEN,13,0,1,S,0,30,23,4.7,73.2,9.7,90.3,0,Quandre Diggs,31,419,61,0,0,138.1,180,0,4,55.4,9633,312,2,6
0,0,2015,0,4,,NYG,26,93,0,0,3,305,15,2015,608,56.7,0,0,52.7,7,0,1,172,32,0,50.2,0,3,2,2,NYG,19,0,13,DI,0,,0,7.3,46.8,,63.4,0,Rakeem Nunez-Roches,21,608,0,359,0,0,302,1,25,53.1,9650,0,0,45
14,0,2015,1,9,78.6,HST,33,43,349,328,0,12,14,2015,2,50.9,65,11,76.8,0,1,195,0,0,0,61.7,4,1,1,0,HST,18,0,1,LB,0,12,15,15,71.9,5.9,33.1,0,Neville Hewitt,13,351,39,0,1,80.1,144,0,18,61,9836,0,1,2
16,0,2015,0,4,87.5,TB,27,25,231,28,0,9,6,2015,5,65.6,116,14,70.6,0,0,141,0,0,0,49,1,0,1,0,TB,10,0,0,CB,0,29,202,11.1,63.2,8.3,15,0,Troy Hill,30,236,74,0,1,96.9,86,1,5,50.2,9881,0,0,5
0,0,2015,0,2,,CAR,15,75,1,0,1,223,12,2015,337,43.9,0,0,62.1,12,0,3,75,24,0,41.3,0,3,0,0,CAR,12,0,16,DI,0,,0,10,47.9,,85.5,0,DeShawn Williams,5,338,0,190,0,0,112,1,3,53.8,9891,0,0,48
11,0,2015,0,7,81.8,DEN,18,49,189,173,0,21,3,2015,1,44.2,87,9,53.5,0,1,88,0,0,0,73.5,3,1,0,0,DEN,11,0,1,LB,0,30,13,19.4,62.9,9.7,81.1,0,Alex Singleton,10,190,64,0,0,92,81,0,11,54.3,9994,0,1,1
0,0,2015,0,0,,CLV,2,63,0,0,0,13,2,2015,23,69.8,0,0,60,0,0,0,0,0,0,57.5,0,1,0,0,CLV,0,0,1,DI,0,,0,0,70.5,,75.6,0,T.Y. McGill,8,23,0,23,0,0,10,0,1,75.7,10156,0,0,0
0,0,2015,0,0,,WAS,3,97,0,0,0,36,6,2015,84,73.6,0,0,,1,0,0,7,0,0,56.4,0,0,0,0,WAS,2,0,1,ED,0,,0,0,54.1,,82.8,0,Efe Obada,32,84,0,8,0,0,48,0,1,51.7,10235,0,0,69
0,0,2016,2,4,,LAC,14,97,0,0,6,347,15,2016,503,35.1,0,0,60.5,23,0,5,11,0,0,67.4,0,10,8,0,LAC,18,1,39,ED,0,,0,15.4,61.1,,2.9,0,Joey Bosa,27,503,0,2,0,0,151,1,8,64.8,10637,0,0,490
65,0,2016,0,14,70.8,MIA,40,05,994,80,1,47,17,2016,33,43,546,46,71.9,8,2,607,0,0,0,85.7,728,3,5,4,MIA,14,0,12,CB,0,42,185,19.4,76.9,11.9,69,0,Jalen Ramsey,17,1027,264,0,5,93.5,373,4,18,76.5,10639,1,2,33
0,0,2016,0,10,,IND,33,99,8,8,7,332,12,2016,571,40.2,0,0,61.2,21,0,3,139,5,0,73.9,0,7,1,1,IND,33,0,35,DI,0,,0,15.9,81.9,,74.5,0,DeForest Buckner,14,579,0,413,0,0,244,1,20,77.1,10641,0,0,14
1,0,2016,1,6,100,SF,23,56,5,5,11,373,17,2016,599,56.6,5,1,75.4,26,0,7,3,0,0,54.4,0,7,3,0,SF,25,2,44,ED,0,5,0,16.2,53.9,5,56.7,0,Leonard Floyd,28,604,2,6,0,87.5,224,1,8,54.5,10643,0,0,590
4,0,2016,0,0,50,LAC,2,41,47,0,0,0,3,2016,0,75.4,12,2,78.6,0,0,40,0,0,0,60.3,44,0,0,0,LAC,1,0,0,CB,0,8,3,0,78,6,77.6,0,Eli Apple,27,47,1,0,1,56.3,7,0,0,,10644,0,0,0
0,0,2016,0,3,,CIN,12,98,0,0,1,163,7,2016,287,32.9,0,0,71.2,3,0,0,48,16,0,46.2,0,0,0,0,CIN,6,0,4,DI,0,,0,15,55.3,,83.7,0,Sheldon Rankins,7,287,0,216,0,0,124,0,5,58.9,10646,0,0,7
0,0,2016,0,0,,CAR,0,46,0,0,0,7,1,2016,14,,0,0,,3,0,0,0,0,0,57.2,0,0,0,0,CAR,0,0,3,ED,0,,0,,57,,73.1,0,Shaq Lawson,5,14,0,0,0,0,7,0,0,59.3,10653,0,0,14
8,0,2016,0,1,50,SEA,3,23,48,7,0,3,2,2016,3,59.7,44,4,89.6,2,0,37,0,0,0,59.5,4,0,0,0,SEA,1,0,2,CB,0,18,37,20,88.6,11,76.1,0,Artie Burns,29,51,29,0,2,66.7,11,0,1,73.3,10659,0,0,3
0,0,2016,0,4,,GB,28,97,3,3,1,435,18,2016,722,51.8,0,0,64.4,29,0,6,198,41,2,58.4,0,4,5,0,GB,21,1,34,DI,0,,0,8.7,60,,36.3,0,Kenny Clark,12,725,0,476,0,0,284,4,14,62.7,10661,0,0,7
8,0,2016,1,8,62.5,MIA,29,91,2,1,6,414,16,2016,732,41,40,5,52.9,22,1,55,27,0,0,72.4,0,5,2,1,MIA,26,1,33,ED,0,15,0,16.3,59.7,8,74.5,0,Emmanuel Ogbah,17,734,16,8,0,35.4,265,6,12,51.2,10666,0,0,697
0,0,2016,0,1,,KC,24,95,0,0,7,641,18,2016,930,67.5,0,0,67.6,62,0,2,354,3,0,64,0,19,7,0,KC,26,2,88,DI,0,,0,2.7,90.2,,31.8,0,Chris Jones,16,930,0,395,0,0,287,4,12,91.5,10671,0,0,178
0,0,2016,0,4,,BUF,11,98,0,0,1,187,18,2016,353,44.8,0,0,67.2,6,2,0,19,20,0,51.3,0,1,0,0,BUF,10,0,8,DI,0,,0,13.3,57.5,,85.6,0,Austin Johnson,4,353,0,314,0,0,166,1,15,58.3,10677,0,0,0
3,0,2016,0,2,66.7,MIN,8,52,13,12,1,416,18,2016,492,54,27,2,70,16,0,7,151,58,1,42.1,0,14,3,1,MIN,7,0,31,DI,0,18,0,12.5,51.5,13.5,42.6,0,Jihad Ward,18,505,21,216,0,95.1,82,0,6,58,10678,0,0,67
0,0,2016,1,6,,CAR,50,94,2,1,5,367,16,2016,759,59.7,0,0,67.2,17,0,1,236,1,0,54.1,0,2,3,1,CAR,29,0,24,DI,0,,0,7.8,54.6,,56.7,0,A'Shawn Robinson,5,761,0,476,0,0,393,3,21,57.1,10680,0,0,46
0,0,2016,1,2,,SEA,27,90,1,1,4,397,17,2016,678,72.8,0,0,61.3,34,0,22,155,18,0,58.2,0,10,0,2,SEA,23,0,48,DI,0,,0,4.8,70.6,,87.8,0,Jarran Reed,29,679,0,479,0,0,260,1,13,73.7,10683,0,0,26
1,0,2016,0,0,0,TB,2,45,18,17,0,0,1,2016,0,74.2,0,0,71.1,0,0,14,0,0,0,63.4,0,0,0,0,TB,1,0,0,LB,0,,1,0,74,,70.8,0,Deion Jones,30,18,0,0,1,39.6,4,0,0,,10686,0,0,0
26,0,2016,1,7,76.9,CIN,31,24,663,335,0,21,17,2016,42,57.4,237,20,62.1,1,1,412,0,0,1,59.4,19,1,0,0,CIN,11,0,2,S,0,55,89,12.5,62.1,11.9,84.4,0,Vonn Bell,7,705,91,0,2,113.8,272,1,18,58.6,10695,220,2,42
0,0,2016,0,1,,IND,4,93,0,0,0,37,5,2016,71,46.9,0,0,63.4,1,0,0,4,0,0,70.5,0,2,1,0,IND,4,0,3,ED,0,,0,11.1,64.4,,20.7,0,Adam Gotsis,14,71,0,1,0,0,34,0,4,52.9,10697,0,0,66
45,0,2016,1,10,71.1,CHI,100,31,1035,365,2,10,17,2016,20,89.6,332,32,61.6,2,1,578,0,0,2,86,4,0,2,0,CHI,27,1,4,S,0,28,102,7,72.8,10.4,83.2,0,Kevin Byard,6,1055,190,0,5,90.2,467,3,32,83,10698,564,1,20
0,0,2016,0,7,,SF,20,99,0,0,6,435,17,2016,715,28.7,0,0,66.7,33,0,1,301,1,2,42.8,0,6,4,0,SF,16,0,45,DI,0,,0,22.6,57.9,,56.7,0,Maliek Collins,28,715,0,407,0,0,279,1,4,70,10701,0,0,6
0,0,2016,0,1,,NE,7,55,1,1,2,183,11,2016,238,57.8,0,0,61.8,6,0,6,0,0,0,70.2,0,2,1,0,NE,6,0,10,ED,0,,0,7.7,52.1,,64.1,0,Yannick Ngakoue,19,239,0,0,0,0,50,0,5,46.7,10703,0,0,238
0,0,2016,0,3,,MIN,27,90,0,0,1,286,18,2016,590,67.7,0,0,62.5,4,0,2,232,6,0,63.6,0,1,3,4,MIN,22,0,6,DI,0,,0,6.8,55.1,,52.1,0,Jonathan Bullard,18,590,0,245,0,0,302,4,14,47.1,10706,0,0,107
