targets,yards_per_coverage_snap,draft_season,missed_tackles,catch_rate,team_name,tackles,coverage_percent,jersey_number,dropped_ints,player_game_count,eligible_season,grades_tackle,yards,receptions,forced_incompletion_rate,grades_coverage_defense,interceptions,snap_counts_coverage,grades_run_defense,snap_counts_pass_play,penalties,forced_incompletes,team,coverage_snaps_per_target,stops,declined_penalties,position,longest,missed_tackle_rate,grades_defense,yards_per_reception,grades_defense_penalty,player,franchise_id,yards_after_catch,avg_depth_of_target,pass_break_ups,qb_rating_against,coverage_snaps_per_reception,assists,grades_pass_rush_defense,player_id,touchdowns
0,0,2008,4,,MIA,2,3.1,93,0,17,2008,28.2,0,0,,63.5,0,13,85.9,414,0,0,MIA,,6,0,DI,,57.1,82.3,,89.9,Calais Campbell,17,0,,0,0,,1,66.2,4364,0
1,0.3,2010,3,100,PHI,2,8.2,55,0,12,2010,30,5,1,0,52.6,0,16,79.9,194,1,0,PHI,16,6,0,ED,5,60,79.3,5,65,Brandon Graham,24,8,-3,0,87.5,16,0,72.7,5538,0
2,0.1,2010,0,50,BUF,2,93.5,27,0,1,2010,80,4,1,0,65.9,0,29,60,31,0,0,BUF,14,0,0,S,4,0,67.6,4,90.6,Kareem Jackson,4,0,8.5,0,56.3,28,1,57.1,5545,0
0,0,2010,0,,HST,1,5.4,52,0,7,2010,74.5,0,0,,60.9,0,3,55.3,56,0,0,HST,,0,0,ED,,0,51.3,,83.8,Jerry Hughes,13,0,,0,0,,0,48.9,5556,0
0,0,2011,2,,BUF,3,5,40,0,16,2011,53.3,0,0,,69.9,0,13,65.5,262,2,0,BUF,,7,0,ED,,33.3,85.5,,47.2,Von Miller,4,0,,0,0,,1,84.5,6154,0
0,0,2011,1,,NO,4,2.3,94,0,17,2011,44.6,0,0,,73.6,1,8,54.5,349,1,0,NO,,7,0,ED,,14.3,57.4,,78.1,Cameron Jordan,20,0,,0,0,,2,54.3,6176,0
2,-1,2011,0,100,WAS,1,80,57,0,4,2011,73.2,-4,2,0,79.8,0,4,63.2,5,0,0,WAS,2,1,0,LB,2,0,86.2,-2,68.6,Nick Bellore,32,3,-3.5,0,79.2,2,0,60,6515,0
87,1,2012,5,66.7,MIN,42,99.8,02,0,16,2012,60.5,581,58,10.3,59.2,1,611,72.6,612,5,9,MIN,6.7,16,0,CB,27,9.1,62.2,10,88,Stephon Gilmore,18,250,8,9,99.8,10,8,58.8,7016,5
45,0.6,2012,3,68.9,WAS,28,84.1,54,0,20,2012,86.3,353,31,6.7,63.8,0,610,91.2,725,2,3,WAS,12.6,15,0,LB,32,7.1,88.3,11.4,70.8,Bobby Wagner,32,215,6,3,99.6,18.3,11,90.9,7050,1
92,1.3,2012,13,84.8,TB,49,80.8,54,0,18,2012,47.6,737,78,5.4,56.9,1,621,77.6,769,2,5,TB,6.4,24,0,LB,49,17.8,67.9,9.4,86.2,Lavonte David,30,425,4.6,4,106.4,7.5,11,65.4,7060,3
49,0.7,2012,4,77.6,NO,34,90.3,56,1,16,2012,63.6,387,38,8.2,63.4,1,596,80.2,660,2,4,NO,11.5,13,0,LB,23,7.8,73.2,10.2,68,Demario Davis,20,247,4.6,4,91.1,14.8,13,66,7079,0
30,0.5,2012,4,60,CLV,17,95.9,12,0,17,2012,56,131,18,20,47.2,0,304,61.4,317,0,6,CLV,9.6,4,0,S,17,18.2,50.9,7.3,82.7,Rodney McLeod,8,75,8.4,6,103.6,15.9,1,49.7,7271,3
1,0,2012,0,0,SF,2,100,43,0,5,2012,84.5,0,0,100,60.3,0,32,75.8,32,1,1,SF,28,0,0,S,,0,63.1,,0,Tashaun Gipson Sr.,28,0,11,1,39.6,,0,,7288,0
53,0.7,2012,6,69.8,MIN,37,92.2,22,1,17,2012,70.7,434,37,9.4,65.3,3,636,75.9,690,2,5,MIN,11.4,9,0,S,42,10.5,67.7,11.7,53.1,Harrison Smith,18,204,10.5,5,89.7,16.3,14,60.3,7641,3
87,0.9,2013,3,51.7,PHI,49,100,02,1,18,2013,70.7,553,45,19.5,75.5,1,625,58.1,625,6,17,PHI,6.8,10,3,CB,51,5.5,73.3,12.3,65,Darius Slay,24,157,12.2,16,82.2,13.1,3,,7817,4
0,0,2013,0,,HST,0,100,02,0,1,2013,,0,0,,60.7,0,1,,1,1,0,HST,,0,0,WR,,,70.2,,60,Robert Woods,13,0,,0,0,,0,,7822,0
0,0,2013,0,,SEA,0,0.6,97,0,17,2013,29.2,0,0,,64.2,1,1,36.2,167,4,0,SEA,,1,1,DI,,,35.9,,20.6,Johnathan Hankins,29,0,,0,0,,0,55.3,7830,0
23,0.6,2013,7,69.6,NO,32,98.6,32,1,17,2013,46.9,359,16,13,57.8,3,617,65,626,1,3,NO,25.3,4,0,S,50,17.1,60.5,22.4,87.7,Tyrann Mathieu,20,140,15.1,2,72.6,36.4,2,51.2,7850,0
0,0,2013,1,,LV,1,0.4,95,0,17,2013,46.7,0,0,,60.6,0,1,49.9,271,0,0,LV,,2,0,DI,,50,53.1,,87.6,John Jenkins,23,0,,0,0,,0,57.5,7863,0
34,0.5,2013,6,73.5,MIA,36,97.4,21,1,16,2013,73.3,301,25,8.8,61.4,0,600,69.4,616,3,3,MIA,16.7,7,0,S,33,10,62.5,12,23.3,Jordan Poyer,17,129,9.1,3,129.7,22.8,18,58.8,8000,3
9,0.2,2013,1,88.9,LAC,13,99.3,23,0,7,2013,75.6,24,8,11.1,71.2,0,147,74.2,148,1,1,LAC,15.1,5,0,S,8,5.9,89.9,3,79.3,Tony Jefferson,27,19,2.4,0,116.2,17,3,99.9,8361,1
2,0.7,2014,6,100,CAR,6,12.4,07,0,14,2014,45.3,30,2,0,65.2,0,49,63.4,395,4,0,CAR,22.5,10,2,ED,15,46.2,70.8,15,47.2,Jadeveon Clowney,5,19,5.5,0,118.8,22.5,1,73.2,8636,0
1,0.7,2014,1,100,LAC,5,3.9,52,0,17,2014,47.2,11,1,0,80.3,0,17,87.7,436,1,0,LAC,15,10,0,ED,11,14.3,90.2,11,80.3,Khalil Mack,27,6,5,0,112.5,15,1,78.9,8640,0
4,0.9,2014,1,100,NYJ,5,93.6,57,0,4,2014,57,35,4,0,61,0,44,81.6,47,0,0,NYJ,10.3,1,0,LB,15,14.3,74.7,8.8,78.7,C.J. Mosley,22,14,5.3,0,103.1,10.3,1,38.7,8652,0
42,1.4,2014,1,71.4,HST,21,98,20,0,10,2014,83.3,370,30,4.8,73.9,2,296,75.6,302,1,2,HST,6.5,7,0,S,63,3,76.1,12.3,83.2,Jimmie Ward,13,188,6.1,1,102.3,9.1,11,47.2,8665,3
0,0,2014,3,,DAL,0,3.3,90,0,4,2014,27.9,0,0,,60.3,0,3,62.4,92,1,0,DAL,,3,0,ED,,100,56.8,,53.1,DeMarcus Lawrence,9,0,,0,0,,0,53.9,8669,0
8,1.8,2014,2,100,BLT,10,12.1,53,0,18,2014,64,104,8,0,65.3,0,62,68.4,513,3,0,BLT,7.4,20,0,ED,26,15.4,75.8,13,55.4,Kyle Van Noy,3,48,7,0,118.8,7.4,1,74.7,8675,0
0,0,2014,0,,BLT,0,2.8,97,0,14,2014,65,0,0,,57.1,0,3,56.4,108,0,0,BLT,,0,0,DI,,0,53.5,,83.7,Brent Urban,3,0,,0,0,,2,53.5,8769,0
1,2.4,2014,1,100,CLV,2,2.2,93,0,14,2014,62.4,12,1,0,60.5,0,6,67.9,273,1,0,CLV,5,3,0,DI,12,20,66.7,12,72.2,Shelby Harris,8,6,6,0,116.7,5,2,59.7,8869,0
0,0,2014,0,,HST,2,1.5,96,0,12,2014,56.1,0,0,,56.4,0,4,54.1,263,2,0,HST,,4,2,ED,,0,60.6,,51.3,Denico Autry,13,0,,0,0,,1,65.2,8982,0
1,0.7,2014,0,100,TB,2,25,56,0,2,2014,73.3,2,1,0,90.4,0,3,56.6,12,0,0,TB,3,2,0,ED,2,0,75.9,2,74.4,Shaquil Barrett,30,1,1,0,79.2,3,1,52.9,9000,0
0,0,2014,0,,DAL,0,50,29,0,2,2014,,0,0,,60.2,0,1,60,2,0,0,DAL,,0,0,CB,,,61.4,,99.9,C.J. Goodwin,9,0,,0,0,,0,60,9243,0
1,3.5,2014,0,100,KC,0,3.4,69,0,20,2014,77.2,21,1,0,55.1,0,6,62.4,179,1,0,KC,6,3,0,DI,21,0,59.4,21,68.5,Mike Pennel,16,21,0,0,118.8,6,1,58,9316,0
4,1.3,2015,4,100,WAS,5,6.3,06,0,20,2015,28.9,34,4,0,80.4,1,26,52.3,413,6,0,WAS,6.5,14,1,ED,9,36.4,60.5,8.5,37.1,Dante Fowler Jr.,32,31,0.8,0,62.5,6.5,2,63.6,9436,0
1,0,2015,3,0,SEA,7,3.3,99,0,16,2015,52.9,0,0,0,72.2,1,16,79.5,489,4,0,SEA,16,15,1,DI,,27.3,87.1,,49,Leonard Williams,29,0,3,0,0,,1,72.3,9439,0
0,0,2015,2,,JAX,7,0.5,91,0,17,2015,45.6,0,0,,63.8,0,2,62,382,4,0,JAX,,7,2,ED,,20,68.7,,42.4,Arik Armstead,15,0,,0,0,,1,70,9450,0
2,0.8,2015,3,100,LAC,5,5.2,48,0,18,2015,40.2,15,2,0,63.1,1,20,48.5,384,3,0,LAC,9.5,9,1,ED,9,37.5,46.5,7.5,46.6,Bud Dupree,27,18,-1.5,0,58.3,9.5,0,50.9,9455,0
15,0.9,2015,3,93.3,CAR,7,87.2,54,0,4,2015,51,91,14,0,62.9,0,116,73.2,133,1,0,CAR,7.1,3,0,LB,21,27.3,67.4,6.5,19.4,Shaq Thompson,5,66,2.3,0,114.2,7.6,1,52.7,9458,1
5,1.6,2015,1,80,PIT,5,9.1,91,0,17,2015,76,39,4,0,69.3,0,26,64.3,287,2,0,PIT,5,7,0,ED,20,16.7,64.2,9.8,61.6,Preston Smith,25,23,3.6,0,99.2,6.3,0,59.3,9471,0
37,0.7,2015,10,64.9,DAL,28,89.3,50,0,15,2015,65.7,326,24,0,62.7,2,477,78.3,534,0,0,DAL,11.9,12,0,LB,57,20,75.2,13.6,87.5,Eric Kendricks,9,258,3.3,0,88.3,18.4,12,78.5,9478,2
20,0.9,2015,4,95,LAC,21,89.9,06,0,12,2015,29.8,151,19,0,61.9,0,170,54.1,189,0,0,LAC,8,10,0,LB,23,14.8,62.3,7.9,81.7,Denzel Perryman,27,95,3.7,0,98.1,8.4,2,83.9,9481,0
62,1.6,2015,3,71,JAX,33,99.8,25,0,13,2015,68.6,605,44,12.9,61,0,410,60.9,411,3,8,JAX,6.1,6,1,CB,80,7.9,61.7,13.8,85.6,Ronald Darby,15,214,11.6,4,128.8,8.6,2,60,9483,5
30,0.9,2015,0,76.7,CLV,28,87.4,58,1,12,2015,64.6,265,23,10,70,0,306,77.7,350,1,3,CLV,9.6,11,0,LB,32,0,77.4,11.5,52.6,Jordan Hicks,8,158,5.3,3,102.8,12.5,3,72.4,9517,0
0,0,2015,4,,HST,3,1.2,55,0,19,2015,75.5,0,0,,71.1,0,7,73.2,567,6,0,HST,,15,2,ED,,44.4,84.6,,47.2,Danielle Hunter,13,0,,0,0,,2,81.1,9521,0
2,1.6,2015,10,100,DET,3,3.7,99,1,18,2015,28.3,25,2,0,56.4,0,17,54.9,462,4,0,DET,8,9,1,ED,13,71.4,71.7,12.5,57.5,Za'Darius Smith,11,30,-2.5,0,118.8,8,1,76.6,9555,0
3,2,2015,0,100,DET,2,94.1,10,0,5,2015,61.1,57,3,0,45,0,32,90.6,34,1,0,DET,9.3,0,0,LB,33,0,74.3,19,0,Kwon Alexander,11,21,12,0,158.3,9.3,1,56.3,9557,1
0,0,2015,4,,ATL,2,1.3,97,0,17,2015,36,0,0,,63.1,0,6,61.5,469,3,0,ATL,,4,1,DI,,36.4,62.1,,57.9,Grady Jarrett,2,0,,0,0,,5,60.6,9570,0
1,0.5,2015,0,100,MIN,2,90.3,28,0,2,2015,80.6,12,1,0,46.1,0,28,65.9,31,0,0,MIN,26,0,0,S,12,0,47.6,12,78,Bobby McCain,18,1,11,0,116.7,26,0,55.6,9578,0
14,0.5,2015,1,78.6,TEN,19,99.2,28,0,8,2015,87.2,107,11,0,70.6,0,237,70,239,0,0,TEN,15.9,8,0,S,30,4.8,73.2,9.7,90.3,Quandre Diggs,31,61,8.4,0,138.1,20.3,1,55.4,9633,2
0,0,2015,3,,NYG,2,0.3,93,0,15,2015,56.7,0,0,,52.7,0,1,50.2,306,2,0,NYG,,2,0,DI,,37.5,46.8,,63.4,Rakeem Nunez-Roches,21,0,,0,0,,3,53.1,9650,0
14,0.4,2015,4,78.6,HST,14,94.2,43,0,14,2015,50.9,65,11,14.3,76.8,1,195,61.7,207,1,2,HST,13.1,9,0,LB,12,18.2,71.9,5.9,33.1,Neville Hewitt,13,39,6.6,1,80.1,16.7,4,61,9836,1
16,0.9,2015,2,87.5,TB,14,94,25,0,6,2015,65.6,116,14,6.3,70.6,0,141,49,150,1,1,TB,8.2,7,0,CB,29,11.8,63.2,8.3,15,Troy Hill,30,74,4,1,96.9,9.4,1,50.2,9881,0
0,0,2015,0,,CAR,3,1.3,75,0,12,2015,43.9,0,0,,62.1,0,3,41.3,226,0,0,CAR,,2,0,DI,,0,47.9,,85.5,DeShawn Williams,5,0,,0,0,,2,53.8,9891,0
11,1.2,2015,3,81.8,DEN,4,80.7,49,0,3,2015,44.2,87,9,0,53.5,1,88,73.5,109,0,0,DEN,6.8,1,0,LB,30,30,62.9,9.7,81.1,Alex Singleton,10,64,5.8,0,92,8.3,3,54.3,9994,1
0,0,2016,1,,LAC,3,1.4,97,0,15,2016,35.1,0,0,,60.5,0,5,67.4,352,8,0,LAC,,9,1,ED,,20,61.1,,2.9,Joey Bosa,27,0,,0,0,,1,64.8,10637,0
65,1,2016,10,70.8,MIA,31,92.8,05,0,17,2016,43,546,46,10.8,71.9,2,607,85.7,654,5,7,MIA,8.8,9,0,CB,42,20.8,76.9,11.9,69,Jalen Ramsey,17,264,8,5,93.5,12.5,7,76.5,10639,2
0,0,2016,6,,IND,4,0.9,99,0,12,2016,40.2,0,0,,61.2,0,3,73.9,335,1,0,IND,,9,0,DI,,50,81.9,,74.5,DeForest Buckner,14,0,,0,0,,2,77.1,10641,0
1,0.7,2016,3,100,SF,4,1.8,56,0,17,2016,56.6,5,1,0,75.4,0,7,54.4,380,3,0,SF,7,10,2,ED,5,37.5,53.9,5,56.7,Leonard Floyd,28,2,3,0,87.5,7,1,54.5,10643,0
4,0.3,2016,0,50,LAC,2,100,41,0,3,2016,75.4,12,2,25,78.6,0,40,60.3,40,0,1,LAC,9.8,1,0,CB,8,0,78,6,77.6,Eli Apple,27,1,12.3,1,56.3,19.5,0,,10644,0
8,1.2,2016,1,50,SEA,3,92.5,23,0,2,2016,59.7,44,4,25,89.6,0,37,59.5,40,0,2,SEA,4.5,1,0,CB,18,25,88.6,11,76.1,Artie Burns,29,29,5.9,2,66.7,9,0,73.3,10659,0
0,0,2016,1,,GB,3,1.4,97,0,18,2016,51.8,0,0,,64.4,0,6,58.4,441,5,0,GB,,2,1,DI,,16.7,60,,36.3,Kenny Clark,12,0,,0,0,,2,62.7,10661,0
8,0.8,2016,6,62.5,MIA,7,11.7,91,0,16,2016,41,40,5,0,52.9,1,55,72.4,469,2,0,MIA,6.5,7,1,ED,15,42.9,59.7,8,74.5,Emmanuel Ogbah,17,16,5.4,0,35.4,10.4,1,51.2,10666,0
0,0,2016,1,,KC,2,0.3,95,0,18,2016,67.5,0,0,,67.6,0,2,64,643,7,0,KC,,8,2,DI,,33.3,90.2,,31.8,Chris Jones,16,0,,0,0,,0,91.5,10671,0
3,3.9,2016,2,66.7,MIN,1,1.7,52,0,18,2016,54,27,2,0,70,0,7,42.1,423,3,0,MIN,2.3,2,0,DI,18,40,51.5,13.5,42.6,Jihad Ward,18,21,4,0,95.1,3.5,2,58,10678,0
0,0,2016,2,,CAR,4,0.3,94,0,16,2016,59.7,0,0,,67.2,0,1,54.1,368,3,1,CAR,,7,0,DI,,28.6,54.6,,56.7,A'Shawn Robinson,5,0,,0,0,,1,57.1,10680,0
0,0,2016,1,,SEA,2,5.3,90,0,17,2016,72.8,0,0,,61.3,0,22,58.2,419,0,0,SEA,,5,0,DI,,25,70.6,,87.8,Jarran Reed,29,0,,0,0,,1,73.7,10683,0
1,0,2016,0,0,TB,1,100,45,1,1,2016,74.2,0,0,100,71.1,0,14,63.4,14,0,1,TB,12,0,0,LB,,0,74,,70.8,Deion Jones,30,0,3,1,39.6,,0,,10686,0
26,0.6,2016,1,76.9,CIN,14,95.2,24,0,17,2016,57.4,237,20,7.7,62.1,1,412,59.4,433,0,2,CIN,14.9,5,0,S,55,4.8,62.1,11.9,84.4,Vonn Bell,7,91,9.3,2,113.8,19.4,6,58.6,10695,2
45,0.6,2016,6,71.1,CHI,46,98.3,31,1,17,2016,89.6,332,32,13.3,61.6,1,578,86,588,2,6,CHI,12.2,9,1,S,28,10.3,72.8,10.4,83.2,Kevin Byard,6,190,9.8,5,90.2,17.2,6,83,10698,1
0,0,2016,4,,SF,2,0.2,99,0,17,2016,28.7,0,0,,66.7,0,1,42.8,436,4,0,SF,,5,0,DI,,50,57.9,,56.7,Maliek Collins,28,0,,0,0,,2,70,10701,0
0,0,2016,0,,NE,3,3.2,55,0,11,2016,57.8,0,0,,61.8,0,6,70.2,189,1,0,NE,,3,0,ED,,0,52.1,,64.1,Yannick Ngakoue,19,0,,0,0,,0,46.7,10703,0
0,0,2016,1,,MIN,2,0.7,90,0,18,2016,67.7,0,0,,62.5,0,2,63.6,288,3,0,MIN,,3,0,DI,,25,55.1,,52.1,Jonathan Bullard,18,0,,0,0,,1,47.1,10706,0
19,0.8,2016,3,84.2,TEN,19,97.1,35,0,8,2016,50.6,175,16,10.5,59.1,1,232,49.4,239,1,2,TEN,11.5,5,0,S,25,11.1,54.3,10.9,50.1,Daryl Worley,31,75,7.9,1,118.2,13.6,5,53.2,10711,2
43,1,2016,3,62.8,MIA,32,99.1,29,0,11,2016,73.2,316,27,11.6,62.4,0,342,75.1,345,1,5,MIA,7.5,8,1,CB,22,7.9,66.2,11.7,85.6,Kendall Fuller,17,63,10.6,5,92.8,11.9,3,72.1,10718,1
3,0.1,2016,0,66.7,DAL,5,84.2,41,0,5,2016,45.2,7,2,0,68.8,0,64,31.1,76,0,0,DAL,19.7,1,0,LB,4,0,48.3,3.5,82.3,Nick Vigil,9,11,6.7,0,70.1,29.5,3,43.6,10721,0
34,0.5,2016,6,64.7,ATL,34,97.5,31,0,16,2016,44.5,278,22,14.7,60.8,2,613,53.8,629,0,5,ATL,17.1,11,0,S,40,14.3,59.9,12.6,94.2,Justin Simmons,2,87,10.7,4,105.1,26.4,2,56.7,10732,5
0,0,2016,0,,WAS,1,0.6,64,0,15,2016,67,0,0,,59.5,0,1,56.2,174,0,0,WAS,,0,0,DI,,0,54.7,,85.2,Sheldon Day,32,0,,0,0,,1,52.4,10737,0
59,0.8,2016,8,66.1,HST,42,96.4,23,0,19,2016,51.7,462,39,15.3,64.8,2,585,67.2,607,5,9,HST,9.3,11,2,S,38,14.8,63.8,11.8,26.2,Eric Murray,13,183,11.3,8,98.3,14.1,4,50.9,10740,4
0,0,2016,0,,PIT,0,100,28,0,1,2016,72.8,0,0,,60,0,1,71.4,1,0,0,PIT,,0,0,S,,,75.5,,73.2,Miles Killebrew,25,0,,0,0,,0,,10745,0
53,1,2016,6,86.8,SF,26,94.7,59,0,13,2016,48.4,388,46,1.9,59.1,0,394,57.4,416,1,1,SF,7.1,9,0,LB,32,14,58.3,8.4,81.8,De'Vondre Campbell,28,308,2.1,1,103.5,8.2,11,52.6,10749,1
0,0,2016,3,,ATL,2,1.3,90,0,17,2016,61.8,0,0,,60,0,4,64.5,318,0,0,ATL,,5,0,DI,,60,66.2,,86.9,David Onyemata,2,0,,0,0,,0,61.3,10754,0
0,0,2016,0,,CHI,1,1.4,97,0,8,2016,51.8,0,0,,59.7,0,2,50,146,1,0,CHI,,2,0,DI,,0,62.5,,64.4,Andrew Billings,6,0,,0,0,,0,78.6,10756,0
1,1.1,2016,0,100,KC,1,100,26,0,1,2016,77.8,8,1,0,67.3,0,7,60.8,7,0,0,KC,7,0,0,S,8,0,69.5,8,70.2,Deon Bush,16,4,4,0,100,7,0,,10758,0
15,1.5,2016,4,66.7,ATL,9,21,15,0,17,2016,48.3,125,10,6.7,31.1,1,87,53.6,415,5,1,ATL,5.7,12,0,ED,33,26.7,43,12.5,30.6,Matthew Judon,2,67,5.9,0,104.2,8.5,2,53.9,10780,2
0,0,2016,0,,BUF,1,0.6,71,0,14,2016,41.2,0,0,,59.9,0,1,47.6,175,1,0,BUF,,2,0,DI,,0,50.3,,83.7,Quinton Jefferson,4,0,,0,0,,1,54.3,10781,0
0,0,2016,1,,DET,0,0.6,98,0,16,2016,59.6,0,0,,63.3,0,2,62.6,342,1,0,DET,,3,0,DI,,100,66.5,,75.6,DJ Reader,11,0,,0,0,,0,64.5,10800,0
20,1.3,2016,2,55,MIN,9,82.5,54,0,10,2016,45.4,126,11,5,39.8,2,104,48.1,126,0,1,MIN,5,2,0,LB,30,15.4,36.4,11.5,80,Kamu Grugier-Hill,18,65,7.4,1,34.6,9,2,44.8,10842,0
23,1.4,2016,4,73.9,PIT,9,79.1,50,0,18,2016,55.2,244,17,0,49.6,0,185,91,234,0,0,PIT,7.5,7,0,LB,57,26.7,79.7,14.4,81.9,Elandon Roberts,25,176,2.8,0,107.9,10.1,2,66.7,10848,0
21,0.6,2016,3,52.4,NYJ,15,98,35,0,9,2016,46.4,139,11,14.3,61.6,1,250,68.4,255,1,3,NYJ,11.2,2,0,S,39,12,64.6,12.6,83.1,Jalen Mills,22,60,13,2,69.3,21.4,7,52.3,10867,1
60,1.1,2016,4,78.3,CIN,34,88.5,21,1,16,2016,77.1,421,47,5,68.4,1,422,91.7,477,2,3,CIN,6.6,17,0,CB,28,9.3,75.8,9,32.7,Mike Hilton,7,228,5.1,2,105.6,8.5,5,58,10898,3
1,0,2016,0,0,BLT,2,3.6,58,0,13,2016,67.3,0,0,0,75.1,1,6,68.1,165,0,0,BLT,5,5,0,DI,,0,80.7,,84.4,Michael Pierce,3,0,3,0,0,,2,65.5,11101,0
0,0,2016,1,,LAC,0,2.2,56,0,18,2016,53.4,0,0,,59.8,0,9,43.4,418,0,0,LAC,,4,0,DI,,100,51.5,,87,Morgan Fox,27,0,,0,0,,0,58.1,11184,0
52,1.3,2016,2,75,NE,38,99.5,31,0,17,2016,75.9,523,39,11.5,61.1,0,425,55.2,427,3,6,NE,7.7,11,0,CB,69,4.4,60.7,13.4,86.3,Jonathan Jones,19,211,10.4,3,146.1,10.2,5,57.5,11217,7
0,0,2016,1,,SEA,1,3,98,0,17,2016,33.9,0,0,,56,0,7,56.6,233,2,0,SEA,,2,1,DI,,50,52.9,,55.1,Roy Robertson-Harris,29,0,,0,0,,0,54.6,11341,0
4,1.8,2016,1,100,ATL,1,88.5,33,0,2,2016,27.3,40,4,0,37.2,0,23,28.5,26,0,0,ATL,5.5,1,0,CB,23,50,29.6,10,79,Antonio Hamilton Sr.,2,16,9.3,0,147.9,5.5,0,52.9,11353,3
2,1.4,2017,1,100,CLV,3,3.4,95,0,17,2017,73.8,23,2,0,65.2,0,17,78.4,494,6,0,CLV,8.5,17,1,ED,16,25,92.3,11.5,45.1,Myles Garrett,8,11,6,0,114.6,8.5,0,92.8,11756,0
0,0,2017,4,,NYJ,3,0.4,94,0,16,2017,29.9,0,0,,58.6,0,1,41.5,263,5,1,NYJ,,4,1,DI,,57.1,45.6,,26.8,Solomon Thomas,22,0,,1,0,,0,61.2,11758,0
4,4.3,2017,1,100,DET,1,68.8,25,0,4,2017,36.6,47,4,0,35.5,0,11,62.5,16,0,0,DET,2.8,0,0,S,21,33.3,43,11.8,76.2,Jamal Adams,11,51,-1,0,115.6,2.8,1,50.2,11761,0
38,0.8,2017,4,60.5,WAS,32,99.5,23,0,12,2017,61.9,323,23,21.1,58,0,421,52.8,423,8,8,WAS,10.4,8,1,CB,45,10.5,56.8,14,59.4,Marshon Lattimore,32,98,11.8,6,105.5,17.2,2,55.3,11766,2
2,0.3,2017,2,50,NYJ,2,8.4,07,0,10,2017,70.4,5,1,0,61.3,0,22,56.3,263,1,0,NYJ,9,2,0,ED,5,40,53.5,5,68.4,Haason Reddick,22,3,12.5,0,56.3,18,1,52.9,11768,0
31,0.5,2017,2,64.5,DAL,35,98.9,28,2,17,2017,64.3,302,20,9.7,57.8,2,628,77.8,635,0,3,DAL,18.9,8,0,S,70,5,65.3,15.1,88,Malik Hooker,9,144,13.5,3,109.1,29.3,3,62,11770,4
87,0.9,2017,9,62.1,BLT,50,94,44,1,18,2017,59.3,549,54,11.5,81,6,640,70.4,681,11,10,BLT,6.7,18,2,CB,41,13,79,10.2,27.4,Marlon Humphrey,3,233,7.1,10,62.9,10.9,10,68.9,11771,3
0,0,2017,1,,WAS,5,0.4,93,0,11,2017,50.2,0,0,,67.2,0,1,42.2,250,3,0,WAS,,7,0,DI,,16.7,56,,51.7,Jonathan Allen,32,0,,0,0,,0,68.5,11772,0
33,0.8,2017,3,54.5,NYG,17,100,21,0,14,2017,55,206,18,15.2,64.5,0,276,85.8,276,4,5,NYG,7.9,9,1,CB,31,14.3,69,11.4,85.4,Adoree' Jackson,21,73,13,5,93.8,14.5,1,,11773,2
6,2.6,2017,4,100,PHI,5,12.3,95,0,12,2017,28.9,83,6,0,29.3,0,33,58.7,269,0,0,PHI,5.3,5,0,ED,23,44.4,54.1,13.8,87.6,Charles Harris,24,59,4,0,118.8,5.3,0,58.9,11777,0
10,0.2,2017,2,70,NE,11,93.3,05,0,6,2017,76.7,44,7,10,81.7,1,208,74.7,223,0,1,NE,19.2,4,0,S,13,11.1,82.3,6.3,83.4,Jabrill Peppers,19,36,2.9,1,39.2,27.4,5,46.3,11780,0
0,0,2017,0,,NYJ,0,4.3,93,0,7,2017,29.9,0,0,,61.2,0,3,49.4,70,1,0,NYJ,,1,0,ED,,,50,,39.8,Takk McKinley,22,0,,0,0,,0,57.7,11781,0
31,1,2017,0,64.5,BLT,14,99.6,25,0,13,2017,67.7,261,20,19.4,54.8,0,275,52.6,276,7,6,BLT,8.1,2,2,CB,52,0,53.6,13.1,44,Tre'Davious White,3,74,11.9,4,130.5,12.5,1,58.7,11782,4
4,0.5,2017,1,100,PIT,5,5.2,90,0,18,2017,47.3,17,4,0,70,0,33,90.3,632,2,0,PIT,7.8,15,1,ED,7,12.5,91.7,4.3,86.3,T.J. Watt,25,15,0.5,0,84.4,7.8,2,90.1,11785,0
8,1.4,2017,2,87.5,ATL,5,98.5,32,0,13,2017,40.7,92,7,12.5,79.3,0,65,70.9,66,0,1,ATL,8,3,0,CB,25,25,81.7,13.1,90.1,Kevin King,2,50,8.5,1,114.6,9.1,1,58.8,11788,0
52,0.8,2017,11,80.8,ARZ,60,93.8,03,1,17,2017,62,461,42,7.7,74.7,0,604,79.9,644,1,4,ARZ,11.1,22,0,S,44,12.1,77.8,11,88.4,Budda Baker,1,227,6.5,4,129.2,13.8,20,61.9,11791,4
16,0.4,2017,4,50,LAC,12,97.2,24,0,11,2017,57.1,87,8,18.8,69.2,1,241,73.1,248,0,3,LAC,13.9,4,0,S,57,23.5,72.9,10.9,83.2,Marcus Maye,27,58,11.1,1,61.2,27.8,1,57.4,11794,1
17,0.6,2017,1,82.4,BLT,22,99.3,32,0,11,2017,82.5,247,14,11.8,37.3,0,432,69.4,435,2,2,BLT,23.5,2,1,S,70,3.8,42.9,17.6,56.4,Marcus Williams,3,82,12.5,1,158.3,28.5,3,55.1,11797,3
