targets,grades_pass_block,grades_offense,yards_after_contact,explosive,grades_pass_route,draft_season,elu_rush_mtf,breakaway_attempts,designed_yards,team_name,yprr,breakaway_percent,grades_pass,fumbles,first_downs,elusive_rating,jersey_number,breakaway_yards,player_game_count,eligible_season,total_touches,scramble_yards,yco_attempt,yards,grades_run_block,receptions,zone_attempts,scrambles,grades_run,penalties,attempts,elu_yco,elu_recv_mtf,team,declined_penalties,ypa,drops,position,grades_hands_fumble,longest,routes,player,franchise_id,rec_yards,gap_attempts,run_plays,avoided_tackles,grades_offense_penalty,player_id,touchdowns
3,90.1,62.1,12,0,51.9,2019,0,0,23,CHI,0.25,0,,0,2,0,20,0,6,2019,9,0,2,23,58.7,3,3,0,62.6,0,6,12,0,CHI,0,3.8,0,HB,72.9,6,44,Travis Homer,6,11,1,10,0,79.9,45859,0
0,43.8,52.5,14,0,51.8,2022,1,0,17,PIT,0,0,,0,1,38.9,33,0,3,2022,6,0,2.33,17,67.5,0,3,0,52.1,0,6,14,0,PIT,0,2.8,0,HB,74.2,5,12,Aaron Shampklin,25,0,3,8,1,77.7,148900,0
1,,53.3,7,0,59.7,2024,0,0,15,GB,1,0,,0,0,0,32,0,1,2024,7,0,1.17,15,60,1,3,0,53.8,0,6,7,0,GB,0,2.5,0,HB,71.1,5,3,MarShawn Lloyd,12,3,3,7,0,79,124247,0
1,18.3,55.3,13,0,75.4,2021,1,0,22,DET,2.5,0,,0,1,31,28,0,2,2021,7,0,2.17,22,,1,2,0,56.1,0,6,13,0,DET,0,3.7,0,HB,71.1,8,4,Jermar Jefferson,11,10,4,6,1,69.8,83740,0
3,,66.9,12,0,81.7,2024,1,0,14,DET,2.47,0,,0,0,22.2,33,0,10,2024,9,0,2,14,53.7,3,5,0,60.1,0,6,12,0,DET,0,2.3,0,HB,74.2,7,15,Sione Vaki,11,37,1,13,1,77.9,158505,0
46,,63.9,8,0,65.2,2019,0,0,31,ARZ,1.18,0,,2,0,49.5,04,0,17,2019,42,0,1.6,31,54.6,37,0,0,44.4,0,5,8,13,ARZ,0,6.2,2,WR,24.7,8,290,Greg Dortch,1,342,3,122,0,85.8,42237,0
0,,71.8,0,0,,2023,0,0,-1,PHI,,0,70,1,1,0,16,0,2,2023,5,0,0,-1,60,0,0,0,64.2,0,5,0,0,PHI,0,-0.2,0,QB,80.7,2,0,Tanner McKee,24,0,1,42,0,80.3,131770,0
29,72.9,61.8,15,1,57.2,2013,2,0,26,SF,0.82,0,,1,1,37.5,44,0,17,2013,24,0,3,26,69.7,19,2,0,49.4,2,5,15,1,SF,0,5.2,0,FB,26.8,14,245,Kyle Juszczyk,28,200,1,244,2,74.4,7912,1
3,,60.9,16,1,74.8,2024,1,1,24,CLV,1.36,70.8,,0,1,106.7,36,17,1,2024,6,0,3.2,24,60,1,5,0,53,0,5,16,1,CLV,0,4.8,0,HB,70.3,17,11,Jacob Kibodi,8,15,0,6,1,72.5,57427,0
133,,81,21,0,83.5,2023,1,0,26,SEA,1.81,0,59.7,1,1,48,11,0,17,2023,105,0,4.2,26,44.3,100,0,0,50.6,3,5,21,11,SEA,1,5.2,2,WR,60.2,8,625,Jaxon Smith-Njigba,29,1130,2,274,1,69.2,129758,0
28,69,54.9,39,1,55.5,2021,3,1,33,LV,0.66,54.5,,0,1,148.6,19,18,12,2021,21,0,7.8,33,52.2,16,0,0,58.1,1,5,39,1,LV,0,6.6,0,WR,35,18,238,DJ Turner,23,158,2,107,3,59.1,47663,1
148,51.6,85.1,19,1,88.4,2024,1,0,13,LV,2.02,0,,0,2,16.2,89,0,17,2024,117,0,3.8,13,56.1,112,0,0,56.8,1,5,19,4,LV,0,2.6,4,TE,84.8,12,592,Brock Bowers,23,1194,0,292,1,83.1,146715,0
51,,65.5,8,0,65.8,2017,2,0,14,BUF,1.27,0,,0,0,19,01,0,17,2017,42,0,1.6,14,59.3,37,1,0,52.8,1,5,8,3,BUF,0,2.8,2,WR,78.5,7,262,Curtis Samuel,4,334,0,167,2,89.2,11795,0
165,,86.7,6,0,87.1,2024,0,0,2,NYG,2.17,0,60,1,1,18.9,01,0,15,2024,114,0,1.2,2,61.4,109,0,0,50.7,6,5,6,18,NYG,1,0.4,8,WR,61.8,4,556,Malik Nabers,21,1204,0,280,0,78.1,146759,0
8,70.4,54.9,23,2,55.6,2019,2,0,45,IND,1.1,0,,0,2,197.1,16,0,15,2019,7,0,4.6,45,43.7,2,0,0,69.1,2,5,23,1,IND,0,9,0,WR,74.6,12,61,Ashton Dulin,14,67,0,112,2,39,91479,0
70,61,67.8,13,0,71,2023,0,0,16,GB,1.55,0,,1,5,65,85,0,18,2023,60,0,2.6,16,54.3,55,0,0,82.1,4,5,13,15,GB,0,3.2,2,TE,26.5,8,474,Tucker Kraft,12,733,0,446,0,69.7,104034,0
14,69.4,72.8,20,2,67.9,2019,3,2,62,KC,1.25,61.3,,0,2,117.6,17,38,11,2019,17,0,4,62,59.2,12,0,0,85.8,1,5,20,2,KC,0,12.4,0,WR,85.8,20,72,Mecole Hardman Jr.,16,90,1,41,3,14.2,42683,1
0,,63.8,0,0,,2021,0,0,-4,TB,,0,60,0,0,0,02,0,4,2021,5,0,0,-4,60,0,0,0,61.3,0,5,0,0,TB,0,-0.8,0,QB,70.4,0,0,Kyle Trask,30,0,0,18,0,74.5,39987,0
0,,74.1,4,0,,2023,0,0,0,DET,,0,72.8,0,1,0,02,0,3,2023,4,2,0.8,2,60,0,0,1,63.8,0,5,2,0,DET,0,0.4,0,QB,74.1,3,0,Hendon Hooker,11,0,0,22,0,76.5,60593,0
36,64.9,57.7,18,1,60.8,2024,4,1,25,MIA,0.86,72,,0,1,69.7,83,18,14,2024,31,0,3.6,25,31.8,26,2,0,65.1,2,5,18,2,MIA,1,5,2,WR,86.2,18,258,Malik Washington,17,223,0,144,4,40.9,97108,1
0,75.7,72.9,17,0,59.7,2020,1,0,22,PIT,0,0,,0,1,68,35,0,3,2020,5,0,3.4,22,60,0,5,0,75.4,1,5,17,0,PIT,0,4.4,0,HB,69.7,7,1,Jonathan Ward,25,0,0,8,1,0,25859,0
2,,51.3,8,0,58.5,2024,1,0,12,LV,-0.44,0,,0,0,26.7,33,0,3,2024,6,0,1.6,12,60,1,2,0,52,0,5,8,0,LV,0,2.4,0,HB,78.5,4,9,Chris Collier,23,-4,3,10,1,71.8,142677,0
51,66.2,70,10,1,72.2,2022,1,0,23,GB,2.26,0,,1,1,15.2,09,0,15,2022,33,0,2.5,23,52.2,29,0,0,61.8,2,4,10,1,GB,0,5.8,2,WR,28.6,14,274,Christian Watson,12,620,0,259,1,53.5,66581,0
62,69,60.8,19,2,62.8,2024,1,1,43,TB,1.22,39.5,,0,3,22.1,15,17,14,2024,43,0,4.75,43,45.3,39,0,0,73.3,5,4,19,1,TB,1,10.8,5,WR,80.6,17,413,Jalen McMillan,30,502,0,231,1,14.2,131905,0
0,,57.8,0,0,,2008,0,0,1,BLT,,0,61.8,0,0,0,17,0,6,2008,4,0,0,1,60,0,0,0,54,0,4,0,0,BLT,0,0.3,0,QB,71.3,2,0,Josh Johnson,3,0,0,32,0,76.9,4474,0
0,,73.8,53,1,,2020,2,1,55,ARZ,,83.6,,0,1,662.5,37,46,1,2020,4,0,13.25,55,60,0,0,0,70.7,0,4,53,0,ARZ,0,13.8,0,HB,68.6,46,0,Tony Jones Jr.,1,0,4,5,2,66.9,40498,1
51,,57.9,7,1,61.4,2024,0,0,6,IND,1.51,0,36.4,2,1,6.5,10,0,17,2024,27,0,1.75,6,43.4,23,0,0,55.4,1,4,7,1,IND,0,1.5,4,WR,20.3,10,206,Adonai Mitchell,14,312,0,162,0,86.1,146712,0
0,,68.7,5,0,,2019,0,0,-3,DEN,,0,,0,1,0,08,0,3,2019,3,8,1.25,5,60,0,0,1,65.7,0,4,0,0,DEN,0,1.3,0,QB,68.2,8,0,Jarrett Stidham,10,0,0,13,0,73.5,13725,0
2,,70,6,0,71.3,2024,0,0,10,DEN,1.86,0,,0,2,30,25,0,2,2024,5,0,1.5,10,,1,4,0,67.4,0,4,6,1,DEN,0,2.5,0,HB,69.4,7,7,Blake Watson,10,13,0,4,0,70.4,84363,0
2,,73.8,16,1,67.9,2023,1,1,36,LA,0.75,66.7,,0,1,66.7,19,24,10,2023,6,0,4,36,62.3,2,2,0,69.2,0,4,16,0,LA,0,9,0,WR,87.5,24,8,Xavier Smith,26,6,0,27,1,75.4,102585,0
83,,72.1,3,0,71.5,2021,0,0,12,MIA,1.53,0,,0,1,3.6,17,0,15,2021,62,0,0.75,12,65.2,58,0,0,55.1,0,4,3,3,MIA,0,3,6,WR,80.8,6,486,Jaylen Waddle,17,744,0,280,0,89.5,84088,0
16,,59.3,17,0,59,2020,2,0,3,JAX,0.6,0,,0,1,56.7,12,0,12,2020,15,0,4.25,3,48.5,11,0,0,65.3,0,4,17,0,JAX,0,0.8,0,WR,88.2,4,131,Devin Duvernay,15,79,0,49,2,83,40006,0
62,,79,5,0,79.7,2015,0,0,2,HST,1.84,0,60.4,0,1,15.3,01,0,8,2015,49,6,1.67,8,53.3,47,1,1,64.9,2,3,5,3,HST,0,2.7,2,WR,79.7,6,270,Stefon Diggs,13,496,0,142,0,64,9579,1
11,,56.2,5,0,56.9,2020,0,0,-3,LAC,1.15,0,,1,0,0,89,0,8,2020,10,0,1.67,-3,58.2,7,1,0,54,0,3,5,0,LAC,0,-1,0,WR,21.5,1,87,Jalen Reagor,27,100,0,45,0,82.3,61697,0
0,,68.5,2,0,,2021,0,0,2,HST,,0,64,0,1,0,10,0,4,2021,2,9,0.67,11,60,0,0,1,74.7,0,3,1,0,HST,0,3.7,0,QB,79.6,9,0,Davis Mills,13,0,0,31,0,79.5,52269,0
1,,73.2,7,0,64.5,2024,0,0,10,SEA,-0.5,0,,0,1,0,36,0,2,2024,4,0,2.33,10,,1,1,0,70.3,0,3,7,0,SEA,0,3.3,0,HB,68.2,8,2,George Holani,29,-1,2,3,0,67.9,72154,0
96,76.6,63.8,18,0,65.3,2024,2,0,15,CHI,1.18,0,,2,1,63.2,15,0,17,2024,57,0,6,15,47,54,0,0,35.1,1,3,18,4,CHI,0,5,5,WR,25.7,8,624,Rome Odunze,6,734,0,273,2,89.9,73774,0
56,66.3,66.5,9,1,66.5,2021,0,0,26,WAS,1.53,0,73.4,3,1,76.6,02,0,19,2021,47,0,3,26,48.4,44,0,0,63.5,4,3,9,12,WAS,0,8.7,2,WR,20.3,14,352,Dyami Brown,32,537,0,260,0,74.3,77986,0
1,,63.1,4,0,84.2,2019,0,0,-1,MIN,5.5,0,,0,0,0,37,0,2,2019,4,0,1.33,-1,,1,2,0,50.6,0,3,4,0,MIN,0,-0.3,0,HB,73,2,2,Myles Gaskin,18,11,1,3,0,68.7,45914,0
0,79.7,61.2,7,0,48.8,2020,0,0,7,BUF,0,0,,0,1,0,41,0,17,2020,3,0,2.33,7,65.7,0,0,0,65.6,2,3,7,0,BUF,0,2.3,0,FB,67.2,4,29,Reggie Gilliam,4,0,0,137,0,43,40951,0
0,,52.1,3,0,59.6,2020,0,0,3,CHI,0,0,,0,0,0,25,0,1,2020,3,0,1,3,,0,1,0,54.2,0,3,3,0,CHI,0,1,0,HB,67.2,4,1,Darrynton Evans,6,0,2,3,0,67.6,40692,0
1,,65.1,7,0,59.1,2022,0,0,11,CAR,2.67,0,,0,1,0,28,0,2,2022,4,0,2.33,11,59.8,1,2,0,65.4,0,3,7,0,CAR,0,3.7,0,HB,71,6,3,Velus Jones Jr.,5,8,0,4,0,70.6,40573,0
171,,85.8,8,2,84.9,2021,0,0,32,CIN,2.41,0,,0,2,49.2,01,0,17,2021,130,0,2.67,32,63.2,127,0,0,75,1,3,8,24,CIN,0,10.7,10,WR,85.3,14,709,Ja'Marr Chase,7,1708,0,295,0,81.5,84270,0
47,,59.3,8,0,60.3,2022,1,0,-4,MIN,1.05,0,,0,1,7.8,83,0,18,2022,34,0,2.67,-4,50.1,31,1,0,67.4,3,3,8,0,MIN,1,-1.3,4,WR,78,3,426,Jalen Nailor,18,447,0,164,1,39.8,84292,0
0,,54.8,6,0,,2018,0,0,-1,NYG,,0,54,0,1,0,12,0,3,2018,1,10,2,9,60.2,0,0,2,62.4,0,3,0,0,NYG,0,3,0,QB,81.8,6,0,Tim Boyle,21,0,0,24,0,80.1,21956,0
0,,61.2,8,0,,2022,0,0,7,PHI,,0,,0,0,0,35,0,1,2022,3,0,2.67,7,60,0,1,0,60.6,0,3,8,0,PHI,0,2.3,0,HB,67.2,5,0,Tyrion Davis-Price,24,0,2,5,0,68.9,99169,0
44,66.2,63.9,32,1,64.1,2024,0,1,41,SF,1.31,86.7,60,0,1,0,14,39,11,2024,33,4,10.67,45,62.2,31,0,1,57,2,3,31,0,SF,0,15,1,WR,79.2,39,306,Ricky Pearsall,28,400,0,130,0,65.4,100660,0
0,,76.1,0,0,,2017,0,0,-2,MIN,,0,75.5,0,0,0,12,0,4,2017,3,0,0,-2,60,0,0,0,60.5,0,3,0,0,MIN,0,-0.7,0,QB,69.1,0,0,Nick Mullens,18,0,0,5,0,71.1,12282,0
132,67.8,63.4,19,1,64.6,2022,3,0,18,NYG,1.21,0,,0,1,145.1,17,0,17,2022,96,0,6.33,18,46.5,93,0,0,57,4,3,19,19,NYG,1,6,7,WR,83.2,14,579,Wan'Dale Robinson,21,699,0,232,3,64.8,101735,0
84,67.4,70,8,0,69.5,2023,1,0,16,NE,1.4,0,,1,0,30.9,03,0,17,2023,69,0,2.67,16,56,66,0,0,62.9,2,3,8,7,NE,0,5.3,1,WR,48.6,9,442,Demario Douglas,19,621,1,198,1,87.2,104155,0
100,67.4,72.9,12,0,73.6,2023,1,0,20,MIN,1.64,0,,0,1,34.8,03,0,16,2023,69,0,4,20,56.8,66,0,0,63.5,4,3,12,5,MIN,0,6.7,4,WR,81.5,9,552,Jordan Addison,18,904,0,283,1,54.3,123000,1
93,,67.4,9,0,68.2,2023,1,0,6,LAC,1.63,0,,0,0,72.4,01,0,16,2023,58,0,3,6,49.2,55,0,0,55.1,1,3,9,13,LAC,0,2,6,WR,80.5,4,435,Quentin Johnston,27,711,0,238,1,74.8,123085,0
0,,41.1,14,0,,2016,0,0,-2,SF,,0,44.5,2,0,0,17,0,3,2016,2,6,4.67,4,60,0,0,1,54.4,1,3,0,0,SF,0,1.3,0,QB,20.4,6,0,Brandon Allen,28,0,0,21,0,0,10835,0
0,,50.7,1,0,,2016,0,0,-2,KC,,,51.1,0,0,0,11,0,3,2016,2,2,0.33,0,60,0,0,1,57.9,0,3,0,0,KC,0,0,0,QB,77.1,2,0,Carson Wentz,16,0,0,12,0,77.3,10636,0
50,,63.2,2,0,63.3,2014,0,0,-3,DAL,0.89,0,,0,0,0,03,0,10,2014,29,0,0.67,-3,53.7,26,0,0,56.5,1,3,2,0,DAL,1,-1,0,WR,76.8,5,290,Brandin Cooks,9,259,0,153,0,87.4,8655,0
0,,74.5,15,0,,2011,0,0,0,NYJ,,0,78.4,1,0,0,02,0,2,2011,1,13,5,13,60,0,0,2,49.2,0,3,8,0,NYJ,0,4.3,0,QB,25.6,7,0,Tyrod Taylor,22,0,1,9,1,76.8,6332,0
115,61.6,78.9,6,0,80.1,2022,1,0,4,BUF,2.2,0,,1,0,75,10,0,18,2022,96,0,3,4,49.1,94,0,0,56.6,3,2,6,23,BUF,1,2,2,WR,58.4,2,453,Khalil Shakir,4,995,0,225,1,76.3,84140,0
1,,56.1,8,1,55.7,2019,0,1,15,BLT,0.4,100,,0,1,0,18,15,6,2019,3,0,4,15,58.2,1,0,0,59.5,0,2,8,0,BLT,0,7.5,0,WR,86.7,15,10,Steven Sims,3,4,0,18,0,76.2,48341,0
1,,43.3,0,0,54.5,2021,3,0,-4,CLV,0,0,,0,0,0,87,0,3,2021,2,0,0,-4,58.6,0,0,0,46.4,0,2,0,0,CLV,0,-2,0,WR,73.7,3,6,Kadarius Toney,8,0,1,10,3,75,61245,0
0,,41,0,0,,2022,0,0,-1,CLV,,0,43.7,0,0,0,02,0,1,2022,1,3,0,2,60,0,0,1,57.9,1,2,0,0,CLV,0,1,0,QB,78.8,3,0,Bailey Zappe,8,0,0,16,0,0,60396,0
0,,74.7,0,1,,2015,0,0,0,LAC,,0,72.9,0,1,100,08,0,4,2015,0,20,0,20,60,0,0,2,63.7,0,2,,0,LAC,0,10,0,QB,71.4,12,0,Taylor Heinicke,27,0,0,12,0,75.2,9896,0
148,76.2,89.3,1,1,90.2,2021,0,0,6,DET,2.35,0,60.5,1,1,5.2,14,0,18,2021,125,0,0.5,6,52.9,123,0,0,58.8,3,2,1,13,DET,1,3,2,WR,64,10,597,Amon-Ra St. Brown,11,1400,1,457,0,79.9,84470,0
0,,62,8,1,59.1,2022,0,0,11,LV,0,0,,0,1,0,32,0,1,2022,2,0,4,11,60,0,0,0,62.4,0,2,8,0,LV,0,5.5,0,WR,72.3,10,1,Tyreik McAllister,23,0,2,3,0,68.9,156153,0
109,69.6,77.7,8,0,83.4,2017,0,0,-1,MIA,1.95,0,,2,0,53.3,09,0,17,2017,90,0,4,-1,40.5,88,0,0,57,6,2,8,12,MIA,3,-0.5,4,TE,29.3,0,454,Jonnu Smith,17,886,1,122,0,11.1,11855,0
70,74.3,59,5,1,59.9,2019,1,0,17,NYG,1.08,0,,0,1,42.7,86,0,16,2019,41,0,2.5,17,47.1,39,0,0,68.7,5,2,5,6,NYG,0,8.5,7,WR,79.3,11,531,Darius Slayton,21,573,2,294,1,54.6,25578,0
0,,70.8,0,0,,2014,0,0,0,LA,,0,71.5,0,0,0,11,0,1,2014,1,5,0,5,60,0,0,1,53.6,0,2,0,0,LA,0,2.5,0,QB,80.1,5,0,Jimmy Garoppolo,26,0,0,20,0,79,8697,0
1,,50,2,1,44.6,2024,0,0,11,TB,0,0,,0,1,0,19,0,4,2024,2,0,1,11,72.3,0,0,0,62.5,0,2,2,0,TB,0,5.5,1,WR,70,11,19,Kameron Johnson,30,0,1,27,0,78.4,165866,0
6,66.1,52.2,1,1,57.2,2024,0,1,26,NYJ,0.34,69.2,,1,1,0,14,18,7,2024,5,0,0.5,26,74.4,3,0,0,30.8,0,2,1,0,NYJ,0,13,0,WR,14.3,18,47,Malachi Corley,22,16,0,34,0,79.9,66272,0
9,,55.2,7,0,54.8,2024,0,0,6,PHI,0.98,0,,0,1,0,82,0,7,2024,9,0,3.5,6,54.4,7,0,0,61.6,0,2,7,0,PHI,0,3,1,WR,72.4,4,42,Ainias Smith,24,41,0,53,0,79.3,99207,0
105,51,71.4,1,0,72.3,2017,0,0,10,LA,1.88,0,,1,1,4.7,10,0,14,2017,75,0,0.5,10,51.1,73,0,0,58.6,0,2,1,7,LA,0,5,2,WR,50.3,9,426,Cooper Kupp,26,800,0,279,0,88.5,11824,0
8,,52.2,11,0,53.3,2022,2,0,1,TEN,0.43,0,,0,0,275,16,0,5,2022,6,0,5.5,1,39.8,4,0,0,62.6,0,2,11,1,TEN,0,0.5,1,WR,70.7,6,79,Treylon Burks,31,34,0,66,2,82.4,99218,0
71,62.6,72.6,11,0,75.8,2018,0,0,13,PHI,2.18,0,,2,0,63.1,88,0,14,2018,61,0,5.5,13,57.1,59,0,0,59.5,3,2,11,7,PHI,1,6.5,3,TE,26.5,9,326,Dallas Goedert,24,711,0,322,0,78.8,47272,0
0,,52.6,3,0,60,2020,0,0,4,SF,0,0,,0,0,0,49,0,1,2020,2,0,1.5,4,,0,1,0,54.8,0,2,3,0,SF,0,2,0,HB,65.2,3,1,Ke'Shawn Vaughn,28,0,1,2,0,69,45866,0
52,,54.3,4,0,55.8,2024,0,0,8,DEN,1.14,0,,0,0,18.8,16,0,17,2024,32,0,2,8,48.7,30,0,0,55.6,4,2,4,3,DEN,1,4,4,WR,77.2,5,279,Troy Franklin,10,317,0,106,0,40.9,146567,0
7,62,51.1,3,0,37.7,2016,0,0,10,MIN,0.52,0,,1,1,0,30,0,18,2016,8,0,1.5,10,53.5,6,1,0,69,0,2,3,0,MIN,0,5,0,FB,18.7,8,83,C.J. Ham,18,43,0,133,0,90.7,11347,1
126,70.7,77.7,15,1,78.5,2019,1,1,23,LV,1.76,87,60,0,1,50.6,16,20,15,2019,89,0,7.5,23,45.9,87,0,0,68,4,2,15,5,LV,0,11.5,0,WR,83.2,20,584,Jakobi Meyers,23,1027,0,270,1,77.8,47468,0
24,,71.1,3,1,70.8,2016,0,0,0,DET,1.64,,,0,1,13.6,11,0,13,2016,22,0,1.5,0,59.8,20,0,0,59.5,0,2,3,2,DET,0,0,0,WR,87.2,12,154,Kalif Raymond,11,252,0,82,0,84.2,11028,0
105,,78.6,1,0,79.7,2022,1,0,-6,PIT,2.11,0,,1,0,9.8,14,0,15,2022,66,0,0.5,-6,63.6,64,0,0,56.6,6,2,1,12,PIT,0,-3,9,WR,47.7,4,467,George Pickens,25,987,0,311,1,38.9,99229,0
152,,78.9,14,0,79.3,2022,1,0,5,NYJ,1.69,0,,2,1,156.3,05,0,17,2022,103,0,7,5,61.1,101,0,0,62.1,5,2,14,22,NYJ,0,2.5,6,WR,32.7,5,653,Garrett Wilson,22,1104,0,330,1,50.1,97405,0
62,,72.7,2,0,73.9,2021,0,0,7,LA,2.24,0,59.7,0,0,2.2,05,0,19,2021,45,0,1,7,57.4,43,0,0,49.5,1,2,2,1,LA,0,3.5,3,WR,79.1,7,259,Tutu Atwell,26,580,0,151,0,63.9,77965,0
0,,61,0,0,,2019,0,0,-2,CIN,,0,,0,0,0,06,0,3,2019,2,0,0,-2,60,0,0,0,60,0,2,0,0,CIN,0,-1,0,QB,65.2,-1,0,Jake Browning,7,0,0,5,0,69.9,46401,0
136,67,82.1,2,0,84.8,2019,0,0,2,WAS,1.97,0,,1,0,10.2,17,0,20,2019,98,0,1,2,43.6,96,0,0,39.6,1,2,2,10,WAS,0,1,5,WR,57.4,2,671,Terry McLaurin,32,1323,0,407,0,81.7,48229,0
29,78.9,78.3,4,0,78.9,2024,2,0,12,LA,2.46,0,,0,2,32,88,0,16,2024,25,0,2,12,61.4,23,0,0,72,2,2,4,2,LA,1,6,0,WR,81.8,7,124,Jordan Whittington,26,305,0,166,2,55.3,97623,0
102,64.5,84.8,0,1,85.1,2023,0,0,-1,IND,2.2,0,,0,1,0,01,0,14,2023,73,0,0,12,62.5,72,0,0,,2,1,0,7,IND,0,12,4,WR,86.2,13,365,Josh Downs,14,803,0,216,0,71.3,122832,0
67,,65.1,1,0,65.3,2019,0,0,6,HST,1.48,0,,0,1,6.9,82,0,13,2019,36,0,0.5,6,58.8,34,0,0,59.2,1,2,1,5,HST,0,3,2,WR,78,4,261,Diontae Johnson,13,387,0,136,0,64.1,33441,0
42,,49.9,6,0,50.6,2023,0,0,5,DAL,0.62,0,,1,0,31.6,81,0,17,2023,19,0,3,5,63.8,17,0,0,29.2,0,2,6,2,DAL,0,2.5,2,WR,24.1,3,269,Jonathan Mingo,9,167,0,174,0,86.3,97774,0
4,,60.1,8,0,63.1,2022,0,0,7,CAR,0.59,0,,0,0,66.7,13,0,7,2022,6,0,4,7,58.4,4,0,0,59.5,1,2,8,1,CAR,0,3.5,0,WR,77.5,9,34,Deven Thompkins,5,20,0,17,0,0,84480,0
56,39.1,60,3,0,61,2016,0,0,3,TEN,0.91,0,51.2,1,1,30,83,0,16,2016,40,0,3,3,47.7,39,0,0,,0,1,3,4,TEN,0,3,1,WR,78.3,3,429,Tyler Boyd,31,390,0,172,0,87.4,10689,0
0,64.9,56.5,1,0,52,2024,0,0,2,HST,0,0,,0,0,0,44,0,2,2024,1,0,1,2,65.2,0,0,0,60,0,1,1,0,HST,0,2,0,FB,61.9,2,3,British Brooks,13,0,0,5,0,71.6,77714,0
139,70.5,86.8,4,0,89.8,2022,0,0,2,ARZ,2.14,0,,0,1,50,85,0,16,2022,112,0,4,2,63.4,111,0,0,63.8,6,1,4,14,ARZ,0,2,2,TE,84.3,2,536,Trey McBride,1,1146,0,350,0,74.8,75916,1
0,,56.1,5,0,,2024,1,0,-1,NO,,0,,0,0,500,80,0,2,2024,1,0,5,-1,59.1,0,0,0,59.2,0,1,5,0,NO,0,-1,0,WR,82.3,-1,0,Jermaine Jackson,20,0,0,4,1,68.4,141559,0
0,,53.8,1,0,,2018,0,0,-2,TB,,0,,0,0,0,37,0,1,2018,1,0,1,-2,,0,0,0,56,0,1,1,0,TB,0,-2,0,S,61.9,-2,0,Tavierre Thomas,30,0,0,1,0,65,66931,0
23,73,67.4,0,0,66.8,2018,0,0,1,CIN,1.95,0,,1,1,0,87,0,11,2018,20,0,0,1,54.6,19,0,0,62.6,1,1,0,5,CIN,0,1,2,TE,24.4,1,79,Tanner Hudson,7,154,0,24,0,84.5,66924,0
0,,64.9,26,1,,2020,1,1,21,NYJ,,100,,0,1,2600,21,21,1,2020,1,0,26,21,,0,0,0,63.1,1,1,26,0,NYJ,0,21,0,S,61.9,21,0,Ashtyn Davis,22,0,0,1,1,60.4,49560,0
64,,68.3,1,0,68.8,2024,0,0,9,BUF,1.55,0,,0,0,12.1,00,0,16,2024,33,0,1,9,62.7,32,0,0,,5,1,1,4,BUF,2,9,5,WR,77.7,9,373,Keon Coleman,4,578,0,317,0,47.9,144949,0
0,,65,0,0,,2019,0,0,2,SEA,,0,,0,1,0,20,0,1,2019,1,0,0,2,,0,0,0,63.1,0,1,0,0,SEA,0,2,0,S,61.9,2,0,Julian Love,29,0,0,1,0,65,51081,0
149,53.2,71.7,2,0,72.2,2013,0,0,1,KC,1.49,0,,2,0,9,87,0,19,2013,111,0,2,1,59.6,110,0,0,,2,1,2,5,KC,0,1,5,TE,60.4,1,668,Travis Kelce,16,998,0,337,0,93.5,7844,0
1,,69.2,1,0,78.8,2022,0,0,5,NE,6,0,,0,0,0,25,0,3,2022,2,0,1,5,60,1,0,0,56.3,5,1,1,0,NE,2,5,0,CB,43.4,5,3,Marcus Jones,19,18,1,2,0,69,55717,0
0,,60.2,0,0,,2024,0,0,1,KC,,0,,0,0,0,21,0,2,2024,1,0,0,1,60,0,0,0,60,1,1,0,0,KC,0,1,0,S,61.9,1,0,Jaden Hicks,16,0,0,2,0,63.6,146512,0
158,,86.6,2,0,88,2020,0,0,0,MIN,2.43,0,60.3,1,0,10.2,18,0,18,2020,108,3,2,3,52.6,108,0,1,58.3,3,1,,11,MIN,1,3,6,WR,60.9,3,656,Justin Jefferson,18,1591,0,400,0,71.6,61398,0
0,,61,0,0,,2018,0,0,0,LAC,,,60.3,1,0,0,16,0,2,2018,1,0,0,0,,0,0,0,60,0,1,0,0,LAC,0,0,0,P,60.4,0,0,JK Scott,27,0,0,1,0,67.4,38809,0
0,,26.2,1,0,,2022,0,0,0,KC,,0,60,1,0,100,19,0,1,2022,0,5,1,5,60,0,0,1,57.9,0,1,,0,KC,0,5,0,QB,13.6,5,0,Chris Oladokun,16,0,0,3,0,69.9,40364,0
0,,64.9,1,0,,2024,0,0,2,NE,,0,,0,1,0,24,0,1,2024,1,0,1,2,,0,0,0,63.1,1,1,1,0,NE,0,2,0,S,61.9,2,0,Dell Pettus,19,0,0,1,0,60.4,97290,0
0,,25.8,4,0,59.1,2024,0,0,0,LV,0,,,1,0,0,23,0,2,2024,1,0,4,0,,0,0,0,39.9,0,1,4,0,LV,0,0,0,HB,19.2,0,1,Dylan Laube,23,0,1,1,0,66.6,88664,0
0,,27,5,0,,2022,0,0,0,SEA,,0,27.6,0,0,100,06,0,2,2022,0,2,5,2,60,0,0,1,58.3,0,1,,0,SEA,0,2,0,QB,74.8,2,0,Sam Howell,29,0,0,6,1,75.5,97599,0
