comp_pct_diff,pa_grades_pass,no_screen_grades_offense,pa_qb_rating,no_screen_qb_rating,pa_completions,pa_thrown_aways,pa_dropbacks_percent,ypa_diff,no_screen_drops,screen_completion_percent,npa_bats,no_screen_thrown_aways,pa_grades_run,screen_pressure_to_sack_rate,pa_drop_rate,screen_grades_offense,dropbacks,npa_thrown_aways,no_screen_def_gen_pressures,screen_grades_hands_fumble,pa_touchdowns,npa_ypa,draft_season,screen_avg_time_to_throw,screen_thrown_aways,npa_sacks,npa_aimed_passes,no_screen_completions,no_screen_positive_epa_percent,screen_spikes,pa_first_downs,pa_big_time_throws,team_name,pa_spikes,pa_sack_percent,screen_dropbacks_percent,no_screen_epa,npa_avg_time_to_throw,screen_bats,screen_grades_run_block,jersey_number,no_screen_bats,npa_grades_offense,screen_def_gen_pressures,pa_pressure_to_sack_rate,screen_sack_percent,no_screen_btt_rate,npa_btt_rate,screen_interceptions,no_screen_passing_snaps,no_screen_grades_hands_fumble,screen_scrambles,screen_grades_pass,npa_qb_rating,no_screen_grades_pass,pa_avg_time_to_throw,screen_twp_rate,player_game_count,npa_accuracy_percent,eligible_season,npa_drops,screen_yards,no_screen_drop_rate,no_screen_grades_offense_penalty,npa_passing_snaps,screen_drop_rate,screen_epa,screen_grades_offense_penalty,npa_spikes,screen_hit_as_threw,no_screen_aimed_passes,screen_drops,screen_ypa,npa_twp_rate,screen_accuracy_percent,npa_hit_as_threw,pa_accuracy_percent,pa_def_gen_pressures,screen_avg_depth_of_target,pa_sacks,screen_passing_snaps,no_screen_grades_run,no_screen_first_downs,pa_ypa,npa_scrambles,npa_pressure_to_sack_rate,pa_twp_rate,no_screen_twp_rate,npa_grades_hands_fumble,screen_completions,screen_btt_rate,npa_grades_run,no_screen_interceptions,npa_grades_run_block,no_screen_sacks,penalties,no_screen_big_time_throws,npa_drop_rate,npa_attempts,screen_qb_rating,npa_grades_offense_penalty,pa_bats,pa_attempts,npa_def_gen_pressures,no_screen_avg_time_to_throw,pa_yards,npa_positive_epa_percent,team,no_screen_scrambles,pa_turnover_worthy_plays,pa_aimed_passes,declined_penalties,pa_grades_offense,screen_positive_epa_percent,no_screen_dropbacks,no_screen_dropbacks_percent,npa_sack_percent,pa_positive_epa_percent,pa_grades_run_block,no_screen_turnover_worthy_plays,position,npa_epa,no_screen_avg_depth_of_target,pa_grades_hands_fumble,no_screen_completion_percent,pa_hit_as_threw,pa_grades_offense_penalty,npa_dropbacks_percent,npa_grades_pass,screen_grades_run,screen_first_downs,npa_completion_percent,no_screen_grades_run_block,no_screen_hit_as_threw,screen_turnover_worthy_plays,npa_avg_depth_of_target,npa_dropbacks,player,pa_drops,pa_btt_rate,franchise_id,screen_big_time_throws,screen_aimed_passes,npa_touchdowns,screen_attempts,screen_dropbacks,no_screen_yards,pa_scrambles,pa_completion_percent,pa_avg_depth_of_target,pa_interceptions,no_screen_accuracy_percent,no_screen_spikes,pa_dropbacks,npa_big_time_throws,no_screen_sack_percent,pa_epa,no_screen_attempts,pa_passing_snaps,npa_completions,screen_touchdowns,npa_first_downs,no_screen_touchdowns,player_id,npa_yards,no_screen_ypa,npa_turnover_worthy_plays,npa_interceptions,no_screen_pressure_to_sack_rate,screen_sacks,no_screen_grades_pass_route,screen_grades_pass_route,npa_grades_pass_route,pa_grades_pass_route,screen_grades_pass_block,no_screen_grades_pass_block,npa_grades_pass_block,pa_grades_pass_block,screen_grades_hands_drop,pa_grades_hands_drop,npa_grades_hands_drop,no_screen_grades_hands_drop,pa_grades_defense_penalty,pa_grades_screen_block,screen_grades_run_defense,npa_grades_defense_penalty,pa_grades_run_defense,screen_grades_screen_block,pa_grades_defense,no_screen_grades_screen_block,npa_grades_defense,screen_grades_defense,screen_grades_defense_penalty,no_screen_grades_run_defense,no_screen_grades_defense,npa_grades_screen_block,no_screen_grades_defense_penalty,npa_grades_run_defense,no_screen_grades_overall_tackle,pa_grades_overall_tackle,pa_grades_tackle,npa_grades_coverage_defense,npa_grades_overall_tackle,screen_grades_coverage_defense,npa_grades_tackle,screen_grades_tackle,no_screen_grades_tackle,pa_grades_coverage_defense,screen_grades_overall_tackle,no_screen_grades_coverage_defense
8.01,82.1,92.4,98.8,101.8,92,11,22.7,0.73,19,85.5,9,26,89.6,25,2.1,63.9,634,19,207,84.1,5,7.6,2018,1.33,4,17,401,294,51.2,0,62,8,BUF,0,1.4,13.7,0.31,2.77,3,,17,7,90.7,4,4.1,1.1,8.2,7.4,0,597,30.1,0,63.4,103.7,85.3,3.16,0,19,72.6,2018,18,433,6.1,79.7,532,1.4,-0.08,80.1,1,0,443,1,5.2,2.6,94.7,5,79.7,49,-3.5,2,89,93.6,203,8.3,36,10.5,2.6,3,31.4,71,0,92.9,6,60.1,18,0,43,6.2,435,100.5,78.9,1,130,162,3.1,1078,48.8,BUF,47,4,118,0,88.8,44.8,547,86.3,3.5,55.6,,18,QB,0.26,10.8,66.3,61,0,82.2,77.3,80.7,,15,62.8,60.1,5,0,9.3,490,Josh Allen,2,5.8,4,0,76,27,83,87,3934,11,70.8,6.9,3,70.7,1,144,35,3.3,0.22,482,154,273,3,156,29,46601,3289,8.2,14,3,8.7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.51,85.8,79.4,121,106.7,158,17,35.7,2.38,8,91.3,5,25,79,0,1.9,63.7,630,10,207,83,16,7.7,2016,1.61,2,27,341,350,53.1,0,108,11,DET,0,2.7,11.3,0.22,2.51,1,,16,7,68,1,8.3,0,3.6,2.1,0,573,59.5,0,63.4,100.7,76.8,3,1.3,18,76.2,2016,5,522,2.2,79.8,419,0,0.4,79.5,6,0,467,0,7.6,3.3,95.5,4,83.9,72,-4.3,6,75,66.4,234,10,10,19.9,3.1,3.5,46.5,63,0,58.3,15,60,33,0,19,1.9,366,107.9,77.7,3,213,136,2.82,2139,48.9,DET,15,7,192,0,90,57.7,559,88.7,6.7,62.2,,20,QB,0.16,8.8,90.2,68.6,1,83.8,64.3,66.6,,26,69.7,60,5,1,7,405,Jared Goff,3,5.1,11,0,66,22,69,71,4420,5,74.2,7.6,5,76.7,6,225,8,5.9,0.39,510,229,255,2,152,36,10635,2803,8.7,14,10,15.9,0,89.7,58.4,,88.6,,78,,78,,64.7,,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.92,87.8,74.6,115.4,93.7,124,9,29.8,2.4,14,84,10,18,65.6,0,4.6,66.4,628,9,199,80.6,10,6.6,2009,1.58,0,29,383,343,49.2,0,77,10,LA,0,3.2,8.1,0.07,2.47,3,,09,9,63.9,1,11.1,0,4.5,3.7,0,615,55.2,0,65.7,86,73.2,2.98,0,18,70.8,2009,10,283,3.9,90.2,467,4.5,-0.02,78.1,1,0,501,2,5.7,3.9,93.6,5,78.8,54,-3.4,6,52,57,192,9,3,19.9,3.5,4.1,43,42,0,53.5,8,60,35,0,26,3.7,408,103.6,89.6,2,180,146,2.71,1615,46.3,LA,4,7,165,0,90.3,39.2,577,91.9,6.6,53.5,,25,QB,-0.04,9.4,89.9,63.8,4,83.2,70.2,63,,13,64,60,9,0,8.1,441,Matthew Stafford,6,5.2,26,0,47,14,50,51,4012,1,68.9,8.7,0,71.3,1,187,16,6.1,0.3,538,200,261,2,128,22,4924,2680,7.5,18,8,17.6,0,58.4,,,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.34,94.7,91.5,112.6,97.6,128,5,33.7,3.23,31,85.7,5,16,69,10,3.8,63.9,618,12,199,81.3,8,6.6,2020,1.91,1,30,334,304,44.4,0,88,16,LAC,0,7.2,8.6,0.1,2.71,2,,10,8,78.3,10,20.5,1.9,6.3,4.4,0,604,55.6,0,63.4,90,90.6,3.18,0,18,73.1,2020,26,247,9.3,90,433,0,-0.06,78.5,3,1,453,0,5,2.8,93.3,8,81.1,73,-3.8,15,58,72.4,186,9.9,16,22.1,1.7,2.6,50.7,42,0,70.4,7,60.1,44,0,33,10.7,362,87.7,89.2,5,174,136,2.96,1714,39.5,LAC,31,4,164,0,95.7,47.2,565,91.4,7.3,54.8,,16,QB,0,10.5,74.5,62.4,0,83.7,66.3,75.5,,10,60.2,60.1,7,0,9.3,410,Justin Herbert,5,8.4,27,0,45,16,49,53,3865,15,73.6,9.2,3,74,3,208,17,7.8,0.25,487,229,218,0,108,24,28237,2398,7.9,12,4,22.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.49,78.6,83,101.4,90.7,111,6,29.5,2.47,8,84.7,8,22,75.8,0,2.6,61.2,614,18,175,81.9,7,6.4,2019,1.91,2,25,354,322,50.9,0,63,8,ARZ,0,2.8,10.1,0.07,2.65,1,,01,9,77.7,5,8.9,0,5.2,4.7,1,592,63.2,1,61.5,90.2,78.7,3.3,1.6,17,75.7,2019,7,485,2.4,55.8,461,3.8,0.25,78.9,1,0,447,2,8.2,2.6,92.9,1,76.5,56,-2.9,5,64,82.4,187,8.9,25,20.2,2.1,2.5,63.2,50,0,78.7,10,60.6,30,0,27,2.6,382,110.8,51,2,159,124,2.95,1409,50.8,ARZ,39,4,149,0,82.3,58.1,552,89.9,5.8,53.6,,15,QB,0.05,8.7,71.1,66.8,2,83.1,70.5,74,58.3,18,68.3,60.6,3,1,7.4,433,Kyler Murray,3,4.7,1,0,56,14,59,62,3366,15,69.8,7.5,4,73.8,1,181,19,5.4,0.2,482,195,261,3,142,18,38334,2442,7,12,7,17.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.41,91.8,95.4,134,120.4,105,3,28.8,1.25,18,91.8,10,15,85.7,0,3.7,66.2,597,12,227,44.6,15,8.5,2018,1.68,0,17,338,294,52.5,0,73,9,BLT,0,5.2,11.1,0.36,3.26,1,,08,10,92.9,5,14.5,0,7.2,6.7,0,564,45.9,2,64.2,114.4,93.9,3.03,0,19,76.6,2018,14,467,5.8,39.4,444,0,0.05,79.3,6,0,418,0,7.7,1.4,93.3,8,77.9,62,-3.8,9,71,90.4,220,9.7,34,10,2.1,1.8,44.1,56,0,88,5,60.9,26,0,35,5.4,374,104,34,1,146,170,3.39,1423,50.6,BLT,45,4,140,0,93.8,53,531,88.9,4,57.6,,10,QB,0.34,11.2,51.9,64.1,2,83,71.2,91.5,66.5,19,65.5,60.9,10,0,9.3,425,Lamar Jackson,4,5.6,3,0,60,30,61,66,4134,13,71.9,9.4,1,74.6,6,172,26,4.9,0.29,459,191,245,1,166,44,46416,3178,9,6,4,11.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.43,80.5,82.2,118.1,105.8,87,16,24.6,1.77,12,81.6,7,34,74.3,0,5.4,62.2,556,20,219,81.2,6,7.6,2020,1.53,2,43,303,273,50,0,54,8,PHI,0,5.8,9.7,0.17,3.18,4,,01,5,77.4,4,15.7,0,5.2,4.1,0,533,52.9,0,61.8,99.8,71.4,3.37,0,19,76.9,2020,7,222,4.2,59.8,437,0,0.02,78.5,1,0,361,0,4.5,3.7,93,1,91.1,51,-3.4,8,57,91.1,189,9.3,41,25,2,3.6,45.9,40,0,90.8,6,60.1,51,0,22,3,332,92.3,57.1,2,120,172,3.41,1120,47,PHI,48,3,101,0,83.9,38.9,502,90.3,10.3,54.7,,19,QB,0.1,9.5,88,67.7,1,82.1,75.4,64.6,,9,68.1,60.1,2,0,7.9,419,Jalen Hurts,5,5.9,24,0,43,17,49,54,3407,7,72.5,8.7,0,78.9,1,137,14,10.2,0.3,403,153,226,1,144,22,40291,2509,8.5,16,6,23.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.21,69.8,82.6,109.7,93.5,69,2,22.7,2.64,15,90.2,7,11,68.4,0,0,66.3,537,9,198,80.6,6,7.9,2022,1.55,0,26,330,263,51.5,0,52,0,SF,0,4.1,8.9,0.13,2.89,0,,13,9,82.6,2,12.2,0,3.4,4,0,515,60.2,1,63.8,92.1,76.6,3.31,0,15,75.2,2022,17,283,5.4,64.2,436,5.1,0.32,78.1,5,0,387,2,6.9,3.2,95.1,2,70.4,41,-2.6,5,52,90,186,10.5,31,16.4,2.3,3.3,53.8,37,0,90.5,12,60,31,0,15,6.9,353,111.7,61.7,2,102,159,3.13,1075,49.9,SF,43,3,98,0,71.8,43.8,489,91.1,6.3,54.1,,17,QB,0.09,10.2,86.8,63.5,0,81.6,77.3,76.1,64.4,13,65.4,60,2,0,8.9,415,Brock Purdy,0,0,28,0,41,14,41,48,3581,13,67.6,9.5,3,71.8,5,122,15,6.3,0.31,414,131,231,2,147,18,77672,2789,8.6,14,9,15.7,0,57.7,,,57.7,,60.9,,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-3.14,69.4,75.5,103,87.6,69,8,24.4,1.22,23,85.3,5,15,61.4,0,6.8,68.8,492,9,161,82.7,6,7.6,2020,1.71,2,15,323,230,48.7,0,44,3,GB,0,0.8,14.4,0.07,2.7,2,,10,7,75.2,11,2.3,0,4,3.7,0,456,71.8,0,68,89.3,74,2.95,0,16,74.3,2020,21,395,9.1,89.2,403,4.9,0.24,79.3,0,0,358,3,5.8,3.2,95.3,7,74.7,44,-3.7,1,72,58,149,8.8,10,11.7,3.2,3.7,68.3,58,0,57.2,14,60.3,16,0,17,8.8,344,115.4,89,4,114,128,2.94,1001,48.4,GB,13,4,99,0,70.4,49.3,421,85.6,4,50,,17,QB,0.03,11.5,86.5,59,3,81.4,75.6,73.8,,20,63.7,60.3,10,0,9.5,372,Jordan Love,5,2.5,12,0,64,19,68,71,3206,3,60.5,8.1,1,70.7,0,120,14,3.8,0.3,390,125,219,5,125,20,40306,2600,8.2,13,13,9.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-9.84,68.1,73.7,67.5,87.7,38,10,13.6,-0.76,11,91.1,10,14,,0,2.6,70.1,485,5,154,80.5,0,7.9,2012,1.47,1,26,362,262,49.8,0,21,3,ATL,0,1.5,9.7,0.01,2.42,1,,18,14,73.9,2,4.2,0,3,2.4,0,469,41.5,0,69.2,92.1,71.7,3.28,0,14,76.5,2012,12,203,4,89.2,451,4.7,-0.15,78.1,4,0,369,2,4.5,4.7,100,7,78,24,-3.6,1,52,65.8,154,7.1,3,19.7,4.3,5.1,39.4,41,0,65.8,16,60,27,0,13,4.3,388,85.5,89.1,5,65,132,2.65,461,49.2,ATL,3,3,50,0,68.8,36.2,438,90.3,6.2,43.9,,24,QB,0.02,9.4,82.5,64.2,0,79.3,86.4,71.8,,9,68.3,60,7,0,7.7,419,Kirk Cousins,1,4.4,2,0,43,18,45,47,3305,0,58.5,10,2,74,4,66,10,6.2,-0.11,408,70,265,0,142,18,7102,3047,8.1,21,14,17.5,0,58.9,,,58.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.7,75.9,74.8,78.9,81.9,53,8,23.3,-0.02,14,83.8,2,31,51.4,0,3.6,61.8,450,24,168,78.7,3,6.3,2023,1.88,1,20,274,203,42.6,0,30,7,CAR,0,8.6,8.2,-0.06,2.79,0,,09,2,72.5,4,22.5,0,7.3,6.3,0,439,59.6,0,61.4,83.1,75.7,3.44,0,14,70.8,2023,13,120,6.5,11.6,366,3.1,-0.47,77,0,0,312,1,3.2,2.2,88.9,2,74.3,40,-3.8,9,38,59.5,128,6.2,23,15.2,3.6,2.7,75.9,31,0,65.3,9,60,29,0,27,6.7,302,80.2,3.8,0,82,132,3.04,512,39.7,CAR,37,4,74,0,73,27,413,91.8,5.8,46.7,,12,QB,-0.08,10.5,29.8,58.5,0,80.9,76.7,72.4,,4,59.9,60,2,0,9.5,345,Bryce Young,2,8,5,0,36,12,37,37,2283,14,64.6,7.1,3,69.6,0,105,20,7,-0.16,347,111,181,0,102,15,123943,1891,6.6,8,6,17.3,0,58.9,,58.9,,,60.9,60.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.2,67.3,69.3,98.7,94.1,76,2,25.7,1.36,11,91.3,5,8,56.8,0,6.2,69,435,7,95,84.3,3,6.8,2020,1.49,1,17,281,218,52,0,45,3,MIA,0,3.6,20,0.09,2.2,0,,01,6,69.5,5,16.7,0,3.3,2.6,0,369,29.5,0,68.1,102.3,69.4,2.57,0,11,79.7,2020,9,522,4.8,54.1,343,3.9,0.35,80.2,2,0,303,3,6.5,2.3,96.2,0,80.2,24,-3.1,4,91,51.3,143,8.2,6,22.4,3.4,3.3,35.3,73,0,53.3,7,60,21,0,11,4,295,118.9,52.7,1,104,76,2.5,852,51.4,MIA,7,4,101,0,67.4,52.9,348,80,5.3,54.5,,12,QB,0.15,8.4,58.8,68.3,0,81.1,74.3,69.6,,23,72.9,60,0,0,5.8,323,Tua Tagovailoa,5,2.8,17,0,79,16,80,87,2345,1,73.1,6.7,2,75.6,2,112,8,6,0.13,319,117,215,6,121,13,60326,2015,7.4,8,5,22.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.87,58,80.4,92.8,97.5,61,10,24.6,1.5,15,75,9,29,42.6,0,4.7,58.4,426,22,157,78.1,2,7.2,2012,1.87,3,26,239,210,43.3,0,36,4,PIT,0,10.5,7.7,-0.01,2.7,1,,03,9,85,3,32.4,0,6.9,7,0,410,54,0,58.3,99.2,78.4,3.27,0,12,77.8,2012,13,187,6.7,73.6,334,4,0.2,76.6,2,0,290,1,5.8,0.9,89.3,3,81,34,-3.9,11,34,68.7,123,8.7,18,20.6,3.6,1.7,69.4,24,0,74.7,5,60,37,0,24,7,275,99.3,71.7,1,90,126,2.92,780,43,PIT,22,4,79,0,55.2,48.5,393,92.3,8.1,45.7,,7,QB,0.03,9.6,29.8,63.1,0,80.9,75.4,82,,8,62.9,60,3,0,9.4,321,Russell Wilson,3,4.2,25,0,28,16,32,33,2565,4,67.8,5.5,2,77.6,2,105,20,9.4,-0.05,333,110,173,1,95,17,7077,1972,7.7,3,3,23.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6,63.6,69.4,90,87.9,42,5,19,-0.66,7,87.2,4,14,78.5,0,2.3,68.2,422,12,152,81.3,3,6.8,2024,1.77,3,29,257,184,47.3,0,26,3,NE,0,6.3,12.3,0.01,2.69,0,,10,4,68.3,6,14.3,0,4.4,3.6,1,401,42.3,1,65.3,87.7,64.4,3.38,0,13,73.5,2024,6,263,3.7,53.1,369,0,-0.29,78.7,1,0,267,0,5.6,3.5,93.2,5,79.6,35,-3.6,5,60,81.3,121,6.2,29,23.6,3.3,4,37.9,41,0,77.7,9,60.2,34,0,14,3.2,279,81.1,51.4,0,59,123,2.96,365,46.5,NE,44,3,54,0,70.8,46.2,370,87.7,8.5,50,,16,QB,-0.04,9.2,84.3,63.2,0,80.2,81,64.6,65.6,11,65.6,60.2,5,0,7.5,342,Drake Maye,1,4.3,19,0,44,12,47,52,2013,16,71.2,7,2,71.5,1,80,11,9.2,0.03,291,92,183,0,106,15,143969,1911,6.9,13,8,22.4,0,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.17,63.1,72.1,86.4,79,55,7,25.4,1.44,22,80,3,17,52.6,16.7,8.3,63.6,389,13,139,79,3,5.7,2019,1.77,3,22,231,188,41.7,0,34,2,MIN,0,7.1,10,-0.12,2.59,0,,13,5,73.9,6,17.1,2.6,2.1,1.9,1,377,78.1,0,63.1,77,67.4,3.07,0,10,77.9,2019,19,220,10.5,54.4,308,6.7,-0.19,77.3,4,0,277,2,6.3,2.3,93.8,3,76.9,41,-4.4,7,41,79,100,7.1,11,21.2,1.8,2.4,74,28,0,82.3,6,60,28,0,7,10.6,254,81,50.5,2,87,104,2.81,621,41.4,MIN,16,2,78,0,61.9,53.8,350,90,7.6,47.5,,9,QB,-0.12,8.9,85.5,61.4,0,80.9,74.6,68,,10,63.4,60,3,0,7.5,290,Daniel Jones,5,2.1,18,0,32,5,35,39,1850,5,63.2,7.6,2,75.8,4,99,5,8,-0.12,306,110,161,0,76,8,39395,1449,6,7,5,20.1,1,59.9,,,59.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.27,74.2,53.7,102.8,80.5,53,7,23.5,1.7,13,82.2,2,10,65.6,14.3,3.6,65.8,362,7,128,79.9,4,6.5,2023,1.91,4,33,212,153,39.2,0,28,2,TEN,0,9.4,12.7,-0.19,2.68,1,,08,2,48,7,26.7,2.2,5.4,5.3,0,338,28.6,0,65.1,74.4,53.3,2.96,0,12,70.3,2023,12,174,7.8,51.9,295,2.6,-0.33,77.7,0,0,238,1,3.9,5.1,95,6,83.3,30,-3.4,8,46,58.2,88,8.2,17,31.4,2.2,5,27.2,37,0,56.6,12,60.2,40,0,15,8.1,227,82.8,49.3,1,74,105,2.86,609,36.1,TEN,20,2,66,0,76.2,34.8,316,87.3,11.9,47.1,,17,QB,-0.28,11.2,84.1,59.8,0,80.1,76.5,47.6,,7,60.4,60.2,6,0,9.5,277,Will Levis,2,2.6,31,0,40,9,45,46,1917,3,71.6,7.8,2,69.7,0,85,13,12.7,0.01,256,89,137,0,67,13,83542,1482,7.5,15,10,31.3,1,58.4,,58.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.16,63.1,60,92.1,80.6,48,6,22.5,0.3,5,77.4,8,17,57.2,0,4,65.6,346,15,120,78.1,2,6.5,2019,1.42,4,24,209,179,45.1,0,21,0,LV,0,6.4,9,-0.15,2.51,2,,15,7,59.8,1,20.8,0,1.7,1.9,0,336,43.4,0,65.1,77.7,61.1,3.04,0,10,75.6,2019,3,128,2.7,66.3,288,0,-0.28,76.6,3,0,246,0,4.1,2.8,96,2,80.6,24,-3.1,5,34,46.1,106,6.8,7,24.7,1.2,2.7,36.1,24,0,45.2,10,60.2,29,0,5,1.9,237,83.8,64.3,1,69,97,2.75,470,45.5,LV,11,1,62,0,62.9,29,315,91,9,37.2,,9,QB,-0.14,7.2,83.6,65.1,0,79.8,77.5,60.9,,4,65.4,60.2,2,0,6.5,268,Gardner Minshew,2,0,23,0,25,7,31,31,1885,4,69.6,5.4,1,74.8,3,78,5,9.2,-0.22,275,82,155,0,89,9,41401,1543,6.9,8,9,24.2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-5.29,74.9,74.2,93.8,81.9,33,3,19.5,3.87,12,72.2,8,7,58.3,33.3,2.9,54.3,329,5,100,74.8,4,6.4,2015,1.96,1,20,221,168,46.1,0,25,4,CLV,0,6.3,5.8,-0.07,2.59,2,,05,8,70.5,3,16.7,5.3,3.7,2.8,1,328,82.6,0,54.5,77.5,70.2,3.04,5.3,9,71.9,2015,11,98,6.7,45.2,278,0,-0.51,74.5,1,0,258,0,5.4,5.4,86.7,3,65.4,24,-2.7,4,19,84.3,103,10.3,7,25.3,4.3,5.2,79.8,13,0,85.9,11,60,23,0,11,6.9,238,61.8,40.9,2,58,79,2.72,596,45.3,CLV,8,3,52,0,75.7,31.6,310,94.2,7.5,45.3,,17,QB,-0.11,10.5,82.3,60.4,1,79.2,80.5,65.9,,5,62.2,60,4,1,8.9,265,Jameis Winston,1,6.5,8,0,15,9,18,19,2023,1,56.9,13.5,3,69.8,1,64,7,7.4,-0.02,278,69,148,0,83,13,9434,1525,7.3,15,9,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.15,81,52,94.3,82.4,34,1,17.5,2.18,12,80.6,12,6,52.3,0,12.8,63.7,326,6,73,78.7,1,5.6,2017,1.41,1,11,234,158,41,0,22,1,DAL,0,3.5,11,-0.2,2.24,2,,10,11,45.9,2,15.4,0,2.7,2.5,0,314,24.9,0,63.3,81.7,59.3,2.85,0,11,69.2,2017,9,222,7.1,87.2,294,6.5,0.1,77,1,0,252,2,6.2,4.1,93.9,2,76.5,13,-3.1,2,38,24,81,7.8,2,17.7,0,3.8,24.3,29,0,23.8,5,60.2,13,0,8,5.6,255,92.4,87,1,53,62,2.46,413,38.7,DAL,4,0,51,0,80.8,38.9,290,89,4.1,50.9,,12,QB,-0.19,8.8,81.3,58.1,0,78.5,82.5,53.5,,11,60,60.2,2,0,7.3,269,Cooper Rush,5,1.9,9,0,33,11,36,36,1622,2,64.2,8.1,0,67.5,1,57,7,4.5,-0.03,272,58,153,0,70,12,12324,1431,6,12,5,17.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.73,73,76.7,97.6,83.2,52,0,25.9,3.5,15,90.3,2,10,50.2,0,5.5,66.8,317,10,88,77.9,2,6.3,2021,1.35,0,15,194,144,43.7,0,33,2,JAX,0,3.7,10.4,-0.05,2.56,0,,16,2,75.6,2,21.4,0,4.9,5,0,299,68,0,66.2,80.7,73.6,2.83,0,10,69.1,2021,14,180,9.4,66.6,247,6.7,0.01,76.5,1,0,239,2,5.8,4.5,96.8,1,72.4,14,-3.3,3,33,75.6,95,9.8,10,19.7,2.4,4.3,62.7,28,0,81.1,7,60,18,0,13,10.4,208,90.9,64.3,0,76,76,2.78,742,40.4,JAX,13,2,76,0,72.4,48.5,284,89.6,6.4,54.9,,13,QB,-0.12,11.6,83.8,56.9,0,79.9,74.1,71.4,,8,57.7,60,1,0,9.8,235,Trevor Lawrence,3,2.5,15,0,31,9,31,33,1865,3,68.4,10.1,2,66.5,1,82,11,6.3,0.18,253,85,120,0,70,11,77632,1303,7.4,11,5,20.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.86,75.7,67.7,98.1,82.5,36,2,17,0.15,9,96.2,6,6,60.7,0,5.3,64.5,317,4,96,77.7,1,6.9,2016,1.66,0,19,220,160,43.2,0,12,2,DAL,0,3.7,9.5,-0.1,2.59,1,,04,5,64.4,2,11.8,0,5,4.7,0,312,52.3,1,65.2,83.4,66.8,2.81,0,8,70.9,2016,7,157,5.3,65.2,285,0,0.18,76.4,2,0,243,0,6,5.3,100,4,79.2,17,-3.4,2,32,60.9,81,7,4,23.5,1.7,5.1,48.8,25,0,59.1,8,60,21,0,14,4.5,236,104.6,63.9,0,50,81,2.73,352,42.2,DAL,5,1,48,0,76.6,56.7,287,90.5,7.2,55.6,,16,QB,-0.11,9.5,81.4,61.5,0,78.6,83,63.8,58.3,7,63.1,60,4,0,8.6,263,Dak Prescott,2,3.7,9,0,25,10,26,30,1821,2,72,6.8,0,69.5,2,54,12,7.3,0.06,260,59,149,1,76,10,10769,1626,7,15,8,21.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-4.49,92.6,86.8,126.2,101,49,11,28.7,4.33,9,84.4,2,18,54.5,0,9.3,61.7,300,9,92,78.6,7,6.5,2014,1.5,2,4,189,162,45.1,0,33,5,NO,0,4.7,12,0.12,2.39,0,,04,3,75.4,2,14.3,0,6,5,1,282,56.4,0,61.3,91.6,88.2,3.26,0,10,76.7,2014,5,240,5.3,50.7,229,3.6,0.01,76.9,0,0,223,1,7.5,2.6,93.3,3,84.4,28,-3.5,4,37,48.6,87,10.8,3,6.1,2.2,2.8,76,27,0,49.6,4,62.1,8,0,16,3.4,203,95.3,47.1,1,76,66,2.8,824,42.5,NO,8,2,64,0,92.5,44.4,264,88,1.9,51.2,,8,QB,-0.01,10.2,29.8,65.6,0,80.2,71.3,76.3,,7,69,62.1,3,0,8.2,214,Derek Carr,5,6.3,20,0,30,8,32,36,1905,5,64.5,9.6,1,76.7,0,86,11,3,0.39,247,90,140,1,61,14,8671,1321,7.7,6,4,8.7,0,56.6,,59.3,57.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
