comp_pct_diff,pa_grades_pass,no_screen_grades_offense,pa_qb_rating,no_screen_qb_rating,pa_completions,pa_thrown_aways,pa_dropbacks_percent,ypa_diff,no_screen_drops,screen_completion_percent,npa_bats,no_screen_thrown_aways,pa_grades_run,screen_pressure_to_sack_rate,pa_drop_rate,screen_grades_offense,dropbacks,npa_thrown_aways,no_screen_def_gen_pressures,screen_grades_hands_fumble,pa_touchdowns,npa_ypa,draft_season,screen_avg_time_to_throw,screen_thrown_aways,npa_sacks,npa_aimed_passes,no_screen_completions,no_screen_positive_epa_percent,screen_spikes,pa_first_downs,pa_big_time_throws,team_name,pa_spikes,pa_sack_percent,screen_dropbacks_percent,no_screen_epa,npa_avg_time_to_throw,screen_bats,screen_grades_run_block,jersey_number,no_screen_bats,npa_grades_offense,screen_def_gen_pressures,pa_pressure_to_sack_rate,screen_sack_percent,no_screen_btt_rate,npa_btt_rate,screen_interceptions,no_screen_passing_snaps,no_screen_grades_hands_fumble,screen_scrambles,screen_grades_pass,npa_qb_rating,no_screen_grades_pass,pa_avg_time_to_throw,screen_twp_rate,player_game_count,npa_accuracy_percent,eligible_season,npa_drops,screen_yards,no_screen_drop_rate,no_screen_grades_offense_penalty,npa_passing_snaps,screen_drop_rate,screen_epa,screen_grades_offense_penalty,npa_spikes,screen_hit_as_threw,no_screen_aimed_passes,screen_drops,screen_ypa,npa_twp_rate,screen_accuracy_percent,npa_hit_as_threw,pa_accuracy_percent,pa_def_gen_pressures,screen_avg_depth_of_target,pa_sacks,screen_passing_snaps,no_screen_grades_run,no_screen_first_downs,pa_ypa,npa_scrambles,npa_pressure_to_sack_rate,pa_twp_rate,no_screen_twp_rate,npa_grades_hands_fumble,screen_completions,screen_btt_rate,npa_grades_run,no_screen_interceptions,npa_grades_run_block,no_screen_sacks,penalties,no_screen_big_time_throws,npa_drop_rate,npa_attempts,screen_qb_rating,npa_grades_offense_penalty,pa_bats,pa_attempts,npa_def_gen_pressures,no_screen_avg_time_to_throw,pa_yards,npa_positive_epa_percent,team,no_screen_scrambles,pa_turnover_worthy_plays,pa_aimed_passes,declined_penalties,pa_grades_offense,screen_positive_epa_percent,no_screen_dropbacks,no_screen_dropbacks_percent,npa_sack_percent,pa_positive_epa_percent,pa_grades_run_block,no_screen_turnover_worthy_plays,position,npa_epa,no_screen_avg_depth_of_target,pa_grades_hands_fumble,no_screen_completion_percent,pa_hit_as_threw,pa_grades_offense_penalty,npa_dropbacks_percent,npa_grades_pass,screen_grades_run,screen_first_downs,npa_completion_percent,no_screen_grades_run_block,no_screen_hit_as_threw,screen_turnover_worthy_plays,npa_avg_depth_of_target,npa_dropbacks,player,pa_drops,pa_btt_rate,franchise_id,screen_big_time_throws,screen_aimed_passes,npa_touchdowns,screen_attempts,screen_dropbacks,no_screen_yards,pa_scrambles,pa_completion_percent,pa_avg_depth_of_target,pa_interceptions,no_screen_accuracy_percent,no_screen_spikes,pa_dropbacks,npa_big_time_throws,no_screen_sack_percent,pa_epa,no_screen_attempts,pa_passing_snaps,npa_completions,screen_touchdowns,npa_first_downs,no_screen_touchdowns,player_id,npa_yards,no_screen_ypa,npa_turnover_worthy_plays,npa_interceptions,no_screen_pressure_to_sack_rate,screen_sacks,no_screen_grades_pass_route,screen_grades_pass_route,npa_grades_pass_route,pa_grades_pass_route,screen_grades_pass_block,no_screen_grades_pass_block,npa_grades_pass_block,pa_grades_pass_block,screen_grades_hands_drop,pa_grades_hands_drop,npa_grades_hands_drop,no_screen_grades_hands_drop,pa_grades_defense_penalty,pa_grades_screen_block,screen_grades_run_defense,npa_grades_defense_penalty,pa_grades_run_defense,screen_grades_screen_block,pa_grades_defense,no_screen_grades_screen_block,npa_grades_defense,screen_grades_defense,screen_grades_defense_penalty,no_screen_grades_run_defense,no_screen_grades_defense,npa_grades_screen_block,no_screen_grades_defense_penalty,npa_grades_run_defense,no_screen_grades_overall_tackle,pa_grades_overall_tackle,pa_grades_tackle,npa_grades_coverage_defense,npa_grades_overall_tackle,screen_grades_coverage_defense,npa_grades_tackle,screen_grades_tackle,no_screen_grades_tackle,pa_grades_coverage_defense,screen_grades_overall_tackle,no_screen_grades_coverage_defense
16.06,76.9,64,93.8,65.6,8,0,23.4,1.32,1,85.7,1,0,,0,11.1,63.5,47,1,14,69.6,0,6.1,2021,2.04,1,4,27,19,37.5,0,5,0,DAL,0,0,14.9,-0.31,2.84,0,,19,1,58.2,1,0,0,0,0,0,43,81.1,0,63.1,61,65.5,3.07,0,3,63,2021,0,28,5,80.3,38,0,-0.08,71.1,0,0,32,0,4,2.6,100,1,81.8,2,-3.3,0,7,55.5,12,7.5,2,30.8,0,2.3,80.5,6,0,55.5,1,60,4,0,0,0,30,83.3,80.1,0,11,13,3.05,82,36.1,DAL,2,0,11,0,78.5,42.9,40,85.1,11.1,45.5,,1,QB,-0.28,9.9,72.4,55.9,0,72.9,76.6,59.2,,2,56.7,60,1,0,8.9,36,Trey Lance,1,0,9,0,6,0,7,7,238,0,72.7,5.2,0,62.5,0,11,0,10,-0.27,34,12,17,0,9,0,91399,184,7,1,1,28.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-10,71.5,71.7,122.2,117.2,9,0,31.9,0.23,3,100,1,0,,,10,60.2,47,0,19,60.4,2,7.1,2023,1.3,0,2,29,29,54.3,0,7,0,PHI,0,0,2.1,0.2,2.27,0,,16,1,68.3,0,0,0,2.3,3.3,0,46,80.6,0,60,112.2,69.9,2.64,0,2,79.3,2023,2,7,9.4,80.2,32,0,0.29,64.6,0,0,43,0,7,3.1,100,0,66.7,5,-3,0,1,64.2,17,7.3,0,14.3,0,2.2,78.7,1,0,64.2,0,60,2,0,1,8.7,30,95.8,79.6,0,15,14,2.41,110,56.3,PHI,0,0,15,0,72.6,100,46,97.9,6.3,53.3,,1,QB,0.15,7.6,73.5,65.9,0,73.7,68.1,66.3,,0,70,60,0,0,8,32,Tanner McKee,1,0,24,0,1,2,1,1,316,0,60,6.3,0,74.4,0,15,1,4.3,0.31,44,15,21,0,10,4,131770,213,7.2,1,0,10.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.45,75.5,70,130.1,94.7,18,0,53.3,-0.42,1,85.7,0,1,58.3,0,5.3,66.6,45,1,18,69.6,2,8.4,2014,2.06,0,2,18,21,52.6,0,10,0,LA,0,4.2,15.6,-0.02,2.48,0,,11,0,63.1,2,9.1,0,2.9,5,0,39,79.1,0,66,54.5,70.9,2.77,0,1,55.6,2014,1,58,4.5,78.6,22,14.3,0.15,71.1,0,0,33,1,8.3,4.5,100,0,86.4,11,-4.6,1,7,53.6,13,8,0,22.2,0,2.6,76,6,0,58.2,1,60,3,0,1,10,19,101.2,77.4,0,22,9,2.74,175,38.1,LA,1,0,22,0,75.2,57.1,38,84.4,9.5,66.7,,1,QB,-0.24,6.8,76.1,61.8,0,75.3,46.7,63.8,,3,47.4,60,0,0,7.7,21,Jimmy Garoppolo,1,0,26,0,7,0,7,7,276,1,81.8,2.5,0,66.7,0,24,1,7.9,0.22,34,24,9,0,6,2,8697,159,8.1,1,1,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.62,61.6,37.2,97.4,79.8,11,0,40,2.83,0,60,0,1,,0,0,65,40,1,16,68,0,4.6,2022,2.08,0,3,19,18,37.1,0,4,0,MIA,0,18.8,12.5,-0.49,2.66,0,,19,0,31.1,1,42.9,0,0,0,0,36,19.3,0,64.5,62.7,39.3,2.95,0,2,63.2,2022,2,25,0,78.4,25,40,0.41,69.9,0,0,26,2,5,8,100,0,91.7,7,-3.2,3,5,55.3,7,7.4,1,30,6.3,8.3,22.8,3,0,55.3,0,60,6,0,0,16.7,20,72.9,77.6,0,13,10,2.88,96,29.2,MIA,1,1,12,0,61.9,40,35,87.5,12.5,50,,3,QB,-0.7,9.7,21.6,64.3,1,73.9,60,33.5,,1,50,60,1,0,8,24,Skylar Thompson,0,0,17,0,5,0,5,5,162,0,84.6,7.1,0,69.2,0,16,0,17.1,0.11,28,16,10,0,4,0,60417,91,5.8,2,0,37.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.33,67.7,70.1,108.3,73,4,0,15.4,7.54,1,50,1,0,,,0,53.1,39,0,8,66.9,0,4.6,2021,1.55,0,2,28,18,34.3,0,2,0,HST,0,0,10.3,-0.21,2.26,1,,10,0,66.9,0,0,0,0,0,0,37,79,0,53.6,65.8,65.5,2.83,0,4,60.7,2021,1,27,5.3,79.3,35,0,0.02,69.2,0,0,31,0,6.8,0,66.7,1,66.7,1,-3,0,4,74.7,8,12.2,1,28.6,0,0,78.7,2,0,74.7,0,60,2,0,0,5.9,30,71.9,79.2,0,6,7,2.44,73,33.3,HST,1,0,6,0,68.5,25,35,89.7,6.1,33.3,,0,QB,-0.05,8.6,68.9,56.3,0,70.6,84.6,62.1,,1,53.3,60,1,0,7.4,33,Davis Mills,0,0,13,0,3,0,4,4,185,0,66.7,8.7,0,61.3,0,6,0,5.7,-0.95,32,6,16,0,7,0,52269,139,5.8,0,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.62,46.8,40,96.1,51.9,4,1,24.2,5.88,2,100,0,3,,,0,62.6,33,2,12,63.6,0,5.3,2016,2.6,0,1,21,15,32.3,0,3,0,SF,0,12.5,6.1,-0.55,2.64,0,,17,0,43.7,0,20,0,0,0,0,31,20,0,62.2,49.4,43.4,3.23,0,2,71.4,2016,2,44,11.8,0,25,0,-1.72,66.9,0,0,25,0,22,12,100,0,66.7,5,-4.5,1,2,54.4,7,11.1,1,14.3,12.5,12.9,25.4,2,0,54.4,2,60,2,0,0,13.3,23,118.8,0,0,7,7,2.8,78,32,SF,1,1,6,0,45.8,50,31,93.9,4,37.5,,4,QB,-0.71,9.2,17.7,53.6,0,71.5,75.8,47.5,,1,56.5,60,0,0,8.7,25,Brandon Allen,0,0,28,0,2,1,2,2,155,0,57.1,6.3,0,68,0,8,0,6.5,-0.33,28,8,13,0,5,1,10835,121,5.5,3,2,16.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2.38,58.1,39.3,63.8,40.9,5,0,33.3,-1.01,2,80,0,0,58.3,,16.7,62.2,33,1,9,68,0,5.8,2022,1.96,1,1,20,12,32.1,0,2,1,CLV,0,0,15.2,-0.68,2.57,0,,02,0,37.6,0,0,0,10.3,8.3,0,32,78,0,61.9,46.2,42.2,2.91,0,1,60,2022,1,48,14.3,0,26,0,0.03,69.9,0,0,26,0,9.6,15.4,100,0,60,5,-2.3,0,5,57.9,6,4.8,0,25,0,12.5,76.9,4,0,60,2,60,1,0,3,8.3,21,106.7,0,0,10,4,2.81,48,36.4,CLV,1,0,10,0,56.5,60,28,84.8,4.5,36.4,,4,QB,-0.6,9.7,71.9,46.2,0,72.6,66.7,40.4,,2,52.4,60,0,0,8.3,22,Bailey Zappe,1,10,8,0,4,1,5,5,122,1,50,7.6,0,53.8,0,11,2,3.6,-0.53,26,11,11,0,6,1,60396,122,4.7,4,2,11.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.82,91.7,96.4,116.1,113.3,7,0,21.9,4.68,0,100,0,2,,,0,62.1,32,2,11,68,0,7.2,2024,1.35,0,0,20,19,64.3,0,6,0,NE,0,0,12.5,0.43,3.53,0,,19,0,93.7,0,0,0,10.7,12.5,0,30,79.1,0,61.8,104,95.6,2.6,0,1,75,2024,0,7,0,78.5,27,0,-0.52,69.9,0,0,24,0,2.3,0,100,0,100,1,-1.3,0,5,72.6,14,11.9,2,0,0,0,78.6,3,0,72.6,0,60,0,0,3,0,22,79.2,78.3,0,7,10,3.61,83,48,NE,2,0,7,0,92.8,25,28,87.5,0,100,,0,QB,0.2,12,70.3,73.1,0,71.5,78.1,92.8,,1,68.2,60,0,0,11.3,25,Joe Milton III,0,0,19,0,3,1,3,4,234,0,100,8.3,0,79.2,0,7,3,0,0.72,26,8,15,0,9,1,82151,158,9,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.84,70,48.8,124.1,91.3,7,0,28.6,-3.55,0,100,0,1,,,0,63.9,28,1,6,70.3,1,7.8,2017,1.06,0,0,18,12,40,0,3,0,BUF,0,0,28.6,0.08,2.33,0,,11,0,46.1,0,0,0,0,0,0,20,79.9,0,63.4,104.9,46.2,2.19,0,5,66.7,2017,0,92,0,80.5,20,0,0.8,71.5,0,0,18,0,13.1,5,100,0,100,2,-3.9,0,8,55.2,5,4.3,1,0,0,5,79.9,7,0,55.2,0,60,0,0,0,0,19,158.3,80.5,0,7,4,2.78,30,40,BUF,1,0,7,0,71,62.5,20,71.4,0,62.5,,1,QB,0.17,10.1,70.3,63.2,0,71.5,71.4,42.5,,2,63.2,60,0,0,8.1,20,Mitch Trubisky,0,0,4,0,7,1,7,8,87,0,100,1.3,0,66.7,0,8,0,0,0.58,19,8,12,1,4,1,11757,149,4.6,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.17,55.4,50.1,79.9,80.1,2,0,12,-1.05,0,100,0,0,,,0,60.3,25,0,13,60.4,0,6.4,2016,2.6,0,4,15,11,25,0,1,0,KC,0,0,4,-0.39,2.74,0,,11,0,51.5,0,,0,0,0,0,25,76.9,0,60.1,80.7,50.6,1.67,0,2,66.7,2016,0,1,0,77.2,23,0,-0.47,64.6,0,0,17,0,1,0,100,1,66.7,0,-4,0,1,57.9,5,5.3,1,30.8,0,0,76.5,1,0,57.9,0,60,4,0,0,0,16,79.2,77,0,3,13,2.61,16,22.7,KC,1,0,3,0,55,0,24,96,18.2,33.3,,0,QB,-0.45,5.8,65.5,61.1,0,68.2,88,51.9,,0,62.5,60,1,0,5.3,22,Carson Wentz,0,0,16,0,1,0,1,1,117,0,66.7,4.7,0,64.7,0,3,0,16.7,0,18,3,10,0,4,0,10636,102,6.5,0,0,30.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,72.5,74.1,85.4,122.4,2,0,12.5,-1,0,100,0,1,58.3,,0,65.9,24,1,8,68.9,0,5.5,2011,1.65,0,0,19,11,61.1,0,0,0,NYJ,0,0,25,0.68,2.47,0,,02,0,73.1,0,0,0,0,0,0,21,23.9,0,65.4,127.1,78.7,4.2,0,2,78.9,2011,0,29,0,76.1,22,0,0.19,70.6,0,0,15,0,4.8,0,100,0,100,2,-3.7,0,6,49.2,8,4.5,1,0,0,0,24.2,6,0,51.4,0,60,0,0,0,0,20,86.8,76.3,0,2,6,3.03,9,61.9,NYJ,2,0,2,0,69,66.7,18,75,0,66.7,,0,QB,0.62,8.1,68,68.8,0,69.9,87.5,76,,1,75,60,0,0,5,21,Tyrod Taylor,0,0,22,0,6,3,6,6,90,1,100,2.5,0,73.3,0,3,0,0,0.11,16,5,15,0,9,3,6332,110,5.6,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,51.9,26.5,56.3,8.2,2,0,26.3,-1.35,1,100,0,0,,,33.3,60.2,19,0,12,60.4,0,2.1,2022,1.1,0,3,10,4,16.7,0,0,0,SEA,0,20,5.3,-0.95,3.17,0,,06,0,26.3,0,50,0,0,0,0,18,74.5,0,60,0,27.1,2.98,0,1,30,2022,0,-2,20,75.3,14,0,-0.83,64.6,0,0,12,0,-2,14.3,100,0,100,2,-3,1,1,58.3,1,0.8,1,30,0,11.1,73.2,1,0,58.3,1,60,4,0,0,0,10,79.2,74.7,0,4,10,3.23,3,14.3,SEA,1,0,3,0,51.3,0,18,94.7,21.4,20,,2,QB,-1,7.4,68,30.8,1,69.9,73.7,26.8,,0,30,60,1,0,7.9,14,Sam Howell,1,0,29,0,1,0,1,1,26,0,50,2.3,0,41.7,0,5,0,22.2,-0.79,13,5,3,0,1,0,97599,21,2,2,1,33.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-27.27,60,45.5,0,39.6,0,0,8.3,-2.55,1,100,1,0,,0,,57,12,0,1,63.6,0,2.5,2018,0.5,0,0,9,2,10,0,0,0,BUF,0,0,16.7,-1.06,2.55,0,,14,1,46.4,1,0,0,0,0,0,10,71.4,0,58.7,39.6,45.8,0,0,1,44.4,2018,1,14,33.3,74.4,11,0,-0.01,68.4,0,0,8,0,14,0,100,1,,1,-4,0,2,,1,,0,0,0,0,71.9,1,0,,0,60,0,0,0,25,11,118.8,74.8,0,0,1,2.71,0,18.2,BUF,0,0,0,0,60,50,10,83.3,0,0,,0,QB,-0.95,11.6,60.4,20,0,64.6,91.7,46.8,,0,27.3,60,1,0,9.9,11,Mike White,0,,4,0,1,0,1,2,14,0,,,0,37.5,0,1,0,0,-0.23,10,1,3,0,1,0,46453,28,1.4,0,0,0,0,,59.3,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,63.8,74.1,109.2,85.4,4,0,54.5,7.45,1,100,0,0,58.3,,0,60.3,11,0,5,60.4,0,2.8,2023,1.3,0,1,4,5,40,0,2,0,DET,0,0,9.1,-0.28,2.52,0,,02,0,79.2,0,0,0,0,0,0,10,73.8,0,60.1,56.3,72.7,3.07,0,3,75,2023,1,2,16.7,76.4,5,0,-0.52,64.6,0,0,8,0,2,0,100,0,80,3,-4,0,1,63.8,3,10.2,0,50,0,0,71.8,1,0,66.7,0,60,1,0,0,33.3,4,79.2,75.8,0,5,2,2.97,51,20,DET,1,0,5,0,61.4,0,10,90.9,20,50,,0,QB,-1.13,6.8,68.9,62.5,0,70.6,45.5,75.4,,0,50,60,0,0,4.5,5,Hendon Hooker,0,0,11,0,1,0,1,1,60,1,80,6.4,0,75,0,6,0,10,0.39,8,6,2,0,1,0,60593,11,7.5,0,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-16.67,70.1,74.7,81.3,75.4,1,0,40,5.67,1,,0,0,64.4,,50,,10,0,3,,0,3.3,2015,,0,2,3,3,30,0,2,0,LAC,0,25,0,-1.07,3.07,0,,08,0,65,0,100,,0,0,0,10,71.4,0,,71.5,72.9,3.2,,4,66.7,2015,0,0,25,75.2,6,,0,,0,0,5,0,,0,,0,100,1,,1,0,63.7,2,9,1,100,0,0,68.9,0,,57.9,0,60,3,0,0,0,3,0,74.5,0,2,2,3.12,18,16.7,LAC,2,0,2,0,78,,10,100,33.3,50,,0,QB,-1.93,6.2,66.9,60,0,69.2,60,67.9,,0,66.7,60,0,0,5.7,6,Taylor Heinicke,1,0,27,0,0,0,0,0,28,1,50,7,0,80,0,4,0,30,0.24,5,4,2,0,0,0,9896,10,5.6,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,64.4,71.8,81.3,15.3,1,0,50,7.5,0,100,0,0,,0,0,64.7,4,0,1,68.8,0,1.5,2017,3.8,0,0,2,1,33.3,0,1,0,NO,0,0,25,-1.37,3.4,0,55,07,0,67.2,1,0,0,0,0,0,4,46.6,0,60.1,16.7,37.3,3.9,0,4,50,2017,0,3,0,85.2,3,0,-0.12,76.3,0,0,3,0,3,33.3,100,0,50,1,-4,0,1,89.9,1,9,0,0,0,25,44.2,1,0,89.9,1,43.3,0,0,0,0,2,79.2,84.7,0,2,1,3.6,18,0,NO,0,0,2,0,80.6,0,3,75,0,50,,1,TE,-1.49,19.3,71.6,33.3,0,78.6,50,34.3,,0,50,43.1,0,0,18.5,2,Taysom Hill,0,0,20,0,1,0,1,1,18,0,50,8.5,0,33.3,0,2,0,0,-0.62,3,2,1,0,0,0,12112,3,6,1,1,0,0,64.9,66.1,58.4,85.8,,75.5,,75.5,73.4,57,49.6,43.5,,,,60,,58.5,,,62.1,,,60,62.1,58.5,60,60,,,,,,,,,,,,
66.67,70.1,57.8,81.3,81.3,2,0,75,5.67,0,,0,0,,,0,,4,0,2,,0,,2008,,0,1,0,2,25,0,1,0,BLT,0,0,0,-0.65,2.2,0,,17,0,46.1,0,0,,0,,0,4,71.3,0,,0,61.8,2.77,,3,,2008,0,0,0,76.9,1,,0,,0,0,3,0,,0,,0,66.7,1,,0,0,54,1,5.7,0,100,0,0,69.4,0,,54,0,60,1,0,0,,0,0,76.6,0,3,1,2.63,17,0,BLT,0,0,3,0,71.2,,4,100,100,33.3,,0,QB,-1.66,18,65.5,66.7,0,68.2,25,60,,0,,60,0,0,,1,Josh Johnson,0,0,3,0,0,0,0,0,17,0,66.7,18,0,66.7,0,3,0,25,-0.32,3,3,0,0,0,0,4474,0,5.7,0,0,50,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,26.2,0,0,0,0,0,0,0,,0,0,,,,,2,0,1,,0,,2022,,0,1,0,0,0,0,0,0,KC,0,,0,-1.25,7,0,,19,0,26.2,0,,,,,0,2,13.6,0,,0,60,,,1,,2022,0,0,,69.9,2,,0,,0,0,0,0,,50,,0,,0,,0,0,57.9,0,,1,100,,50,13.6,0,,57.9,0,60,1,0,0,,0,0,69.9,0,0,1,7,0,0,KC,1,0,0,0,,,2,100,50,,,1,QB,-1.25,,,,0,,100,60,,0,,60,0,0,,2,Chris Oladokun,0,,16,0,0,0,0,0,0,0,,,0,,0,0,0,50,0,0,0,0,0,0,0,40364,0,,1,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-100,,76.7,0,118.8,0,0,0,-19,0,100,0,0,,,,60.5,2,0,1,60.4,0,19,2017,2.2,0,0,2,1,100,0,0,0,MIN,0,,50,2.53,2.15,0,,12,0,76.1,0,,0,0,0,0,1,68.2,0,60.4,118.8,74.8,,0,2,100,2017,0,14,0,70.6,2,0,3.12,64.6,0,0,1,0,14,0,100,0,,0,2,0,1,60.5,1,,0,0,,0,69.1,1,0,60.5,0,60,0,0,0,0,2,118.8,71.1,0,0,1,2.1,0,100,MIN,0,0,0,0,,100,1,50,0,,,0,QB,2.82,22,,100,0,,100,75.5,,1,100,60,0,0,12,2,Nick Mullens,0,,18,0,1,0,1,1,24,0,,,0,100,0,0,0,0,0,1,0,2,0,2,0,12282,38,24,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-100,,73.1,0,118.8,0,0,0,-9,0,100,0,0,,,,61.3,2,0,0,60.4,0,9,2016,0.9,0,0,2,1,100,0,0,0,DEN,0,,50,4.62,1.75,0,,09,0,79.8,0,,0,0,0,0,1,60.4,0,60.4,104.2,68.8,,0,2,100,2016,0,3,0,65.7,2,0,-2.66,60.5,0,0,1,0,3,0,100,0,,0,-4,0,1,,1,,0,,,0,63.6,1,0,,0,,0,0,0,0,2,79.2,66.5,0,0,0,2.6,0,50,DEN,0,0,0,0,,0,1,50,0,,,0,P,0.98,14,,100,0,,100,71.8,,0,100,,0,0,5,2,Riley Dixon,0,,10,0,1,0,1,1,15,0,,,0,100,0,0,0,0,0,1,0,2,0,1,0,10862,18,15,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,70.4,84.2,154.2,118.8,2,0,100,11.5,0,100,0,0,,,0,76.4,2,0,0,72,1,,2019,1.1,0,0,0,1,100,0,2,0,DET,0,0,50,1.75,,0,,05,0,82.6,0,,0,0,,0,1,67,0,60.1,0,69.5,1.9,0,2,,2019,0,20,0,39,0,0,0.85,71.9,0,0,1,0,20,,100,0,100,0,-3,0,1,80.1,1,11.5,0,,0,0,65.3,1,0,80.1,0,60,0,0,0,,0,118.8,29.3,0,2,0,2.7,23,,DET,0,0,2,0,77.8,100,1,50,,100,,0,HB,0,11,76.2,100,0,76.6,0,,,1,,60,0,0,,0,David Montgomery,0,0,11,0,1,0,1,1,3,0,100,4,0,100,0,2,0,0,1.3,1,2,0,0,0,1,45719,0,3,0,0,,0,86.2,91.4,69.4,92.3,71.9,46.1,54.2,42.3,78.7,86.1,78.7,86.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-100,,80.3,0,0,0,0,50,-13,0,100,0,0,62.6,,,60.3,2,0,0,68.8,0,13,2015,3.4,0,0,1,0,100,0,1,0,HST,0,0,50,2.01,3.4,0,,01,0,74.4,0,,0,,0,0,1,79.1,0,60.4,118.8,,4.9,0,2,100,2015,0,13,,62.6,1,0,2.15,74.7,0,0,0,0,13,0,100,0,,0,-4,0,1,64.9,1,,0,,0,0,78.1,1,0,61.2,0,53.3,0,0,0,0,1,118.8,85.5,0,0,0,4.9,0,100,HST,1,0,0,0,83.5,100,1,50,0,100,,0,WR,2.15,,72.7,,0,0,50,60.4,,1,100,53.3,0,0,-4,1,Stefon Diggs,0,,13,0,1,0,1,1,0,1,,,0,,0,1,0,0,2.01,0,1,1,0,1,0,9579,13,,0,0,,0,81.2,59.8,74.9,82.6,,,,,73.4,80,80.4,83.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,68.9,81.3,118.8,158.3,1,0,50,-26,0,,0,0,,,0,43.1,2,0,1,65.8,1,28,2018,,0,0,1,2,100,0,1,0,DEN,0,0,0,2.85,2.9,0,25.9,14,0,77.2,0,0,,0,0,0,2,53.7,0,,118.8,78.4,2.9,,2,100,2018,0,0,0,78,1,,0,80.5,0,0,2,0,,0,,0,100,1,,0,0,,2,2,0,,0,0,46.7,0,,,0,34.8,0,0,0,0,1,0,76.7,0,1,0,2.9,2,100,DEN,0,0,1,0,64.4,,2,100,0,100,38.4,0,WR,2.98,9,74.9,100,0,82.9,50,71.3,,0,100,52.6,0,0,16,1,Courtland Sutton,0,0,10,0,0,0,0,0,30,0,100,2,0,100,0,1,0,0,2.72,2,1,1,0,1,1,48164,28,15,0,0,0,0,81,51.2,79.5,63.9,,62.4,,62.4,70.5,29.7,56,40.1,,51.2,,,,29.6,,,,,,,,29.8,,,,,,,,,,,,,,
-100,,67.1,0,158.3,0,0,0,-21,0,,0,0,,,,43,2,0,1,,0,21,2018,,0,1,1,1,50,0,0,0,NO,0,,0,0.85,5.6,0,28,11,0,66.6,0,,,0,0,0,2,75.6,0,,158.3,70.3,,,2,100,2018,0,0,0,85.8,2,,0,75.6,0,0,1,0,,0,,0,,0,,0,0,,1,,0,100,,0,74.9,0,,,0,51.4,1,0,0,0,1,0,85.7,0,0,1,5.6,0,50,NO,0,0,0,0,50.2,,2,100,50,,30.7,0,WR,0.85,20,65.8,100,0,76.6,100,70.3,,0,100,57.2,0,0,20,2,Cedrick Wilson Jr.,0,,20,0,0,1,0,0,21,0,,,0,100,0,0,0,50,0,1,0,1,0,1,1,48170,21,21,0,0,100,0,66.1,50.6,66.7,52.3,,74.2,,74.2,,36.2,70.5,61.3,,58.1,,,,46.1,,,,,,,,58.1,,,,,,,,,,,,,,
100,60.3,88.5,118.8,0,1,0,100,22,0,100,0,0,58.3,,0,62.5,2,0,1,73.3,0,,2020,3.7,0,0,0,0,0,0,1,0,MIN,0,0,50,-0.12,,0,30.5,18,0,84.2,0,0,0,,,0,1,56.8,0,60.3,0,,5.85,0,2,,2020,0,22,,70.1,0,0,3.6,79.7,0,0,0,0,22,,100,0,100,1,-4,0,1,58.3,0,22,0,,0,0,51.5,1,0,,0,52.6,0,0,0,,0,118.8,67.1,0,1,0,8,22,,MIN,1,0,1,0,80.4,100,1,50,,50,,0,WR,0,,77.2,,0,83.7,0,,,1,,60.7,0,0,,0,Justin Jefferson,0,0,18,0,1,0,1,1,0,1,100,-4,0,,0,2,0,0,1.74,0,2,0,0,0,0,61398,0,,0,0,0,0,89.5,65.4,86.5,79.2,,,,,81.1,59.7,84.3,74.7,,,,,,44.7,,,,,,,,44.7,,,,,,,,,,,,,,
