teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsSpiked,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedTotal,opponentStatsPassingSackedFaultTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingSackedYardsLost,opponentStatsPassingSackedPercentage,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToSack,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing
1,Arizona,Cardinals,,LA,NFC,NFC West,Open,Open,Red Zone,17,517,493,0.7910750507099391,27,335,0.6795131845841785,0.7995642701525054,0.05923088603921556,11,6,12,240,0.06490872210953347,3616,7.334685598377282,0.4615597345132743,7.048355899419729,3561,25,7,24,1,7,-157,0.04642166344294004,No,Yes,135,0.2611218568665377,-0.038614313346228266,No,0.017408123791102514,0.13387423935091278,41,0.08316430020283976,0.02434077079107505,0.04665314401622718,0.6997971602434077,0.06693711967545639,0.6125760649087221,2.3951318458417847,3.1750000000000003,2.5229629629629633,7.769396551724138,100.3,No,No,190
4,Buffalo,Bills,True,NYJ,AFC,AFC East,Closed,Closed,Cover 3,17,403,383,0.7493472584856397,24,246,0.6422976501305483,0.7374301675977654,-0.004704607324022336,9,,13,169,0.04699738903394256,2466,6.438642297650131,0.518653690186537,5.248138957816377,2755,15,11,20,5,7,-156,0.04962779156327544,No,No,106,0.2630272952853598,-0.02857357320099257,No,0.02481389578163772,0.16971279373368145,40,0.10443864229765012,0.0391644908616188,0.033942558746736295,0.7180156657963447,0.07049608355091384,0.5639686684073107,2.35378590078329,3.3899999999999997,2.3962264150943398,7.599447513812155,83.5,No,Yes,118
14,Indianapolis,Colts,,HST,AFC,AFC South,Open,Open,Prevent,17,545,523,0.745697896749522,34,339,0.6481835564053537,0.7494866529774127,0.015437265197125183,13,5,11,226,0.0497131931166348,3778,7.223709369024856,0.46876654314452093,6.115596330275229,3912,15,13,22,4,9,-160,0.04036697247706422,No,No,140,0.25688073394495414,-0.04523559633027524,No,0.03669724770642202,0.17208413001912046,61,0.11663479923518165,0.028680688336520075,0.040152963671128104,0.6902485659655831,0.09560229445506692,0.5755258126195029,2.398470363288719,3.1545454545454548,2.482142857142857,7.9676767676767675,85.4,No,Yes,182
24,New York,Giants,True,DAL,NFC,NFC East,Closed,Closed,Cover 1,17,491,467,0.7880085653104925,24,317,0.6788008565310493,0.7936507936507936,0.056044087004535115,8,3,13,283,0.07066381156316917,3401,7.282655246252677,0.4748603351955307,6.5234215885947044,3436,20,9,24,4,4,-193,0.048879837067209775,No,No,125,0.2545824847250509,-0.03914755600814665,No,0.038696537678207736,0.145610278372591,56,0.11991434689507495,0.021413276231263382,0.05353319057815846,0.7473233404710921,0.06638115631691649,0.6124197002141327,2.36423982869379,3.1125000000000003,2.4032,7.738738738738738,95.2,No,Yes,166
10,Denver,Broncos,True,LAC,AFC,AFC West,Closed,Closed,Red Zone,17,547,500,0.732,25,301,0.602,0.7103004291845494,-0.01700658694635193,13,5,10,142,0.06,3199,6.398,0.45920600187558613,5.096892138939671,4166,16,9,47,9,16,-326,0.08592321755027423,No,No,182,0.3327239488117002,0.05330575868372945,No,0.04021937842778794,0.192,64,0.128,0.028,0.032,0.77,0.056,0.544,2.3454,3.0936170212765957,2.3324175824175826,8.832980972515855,82.1,No,No,147
28,Seattle,Seahawks,,SF,NFC,NFC West,Open,Closed,Cover 1,17,537,506,0.766798418972332,28,323,0.6383399209486166,0.7308488612836439,-0.025873489314699794,12,,6,163,0.05928853754940711,3004,5.936758893280633,0.551930758988016,4.430167597765363,3183,15,15,31,10,5,-250,0.05772811918063315,No,No,146,0.2718808193668529,0.0021083798882681783,No,0.035381750465549346,0.17193675889328064,53,0.10474308300395258,0.037549407114624504,0.041501976284584984,0.6857707509881423,0.11264822134387352,0.5810276679841897,2.234782608695652,2.990322580645161,2.3404109589041093,6.540983606557377,77.5,No,No,145
31,Tennessee,Titans,,JAX,AFC,AFC South,Closed,Closed,Cover 3,17,454,421,0.7790973871733967,27,296,0.7030878859857482,0.7735368956743003,0.037352365022900735,12,,7,74,0.019002375296912115,3480,8.26603325415677,0.48247126436781607,8,3188,27,3,33,5,12,-253,0.07268722466960352,No,No,131,0.28854625550660795,-0.006696475770925107,No,0.024229074889867842,0.14726840855106887,49,0.1163895486935867,0.014251781472684086,0.057007125890736345,0.7220902612826603,0.0831353919239905,0.6460807600950119,2.4204275534441804,3.033333333333333,2.3916030534351145,7.965174129353234,113.5,No,Yes,160
22,New England,Patriots,True,MIA,AFC,AFC East,Open,Closed,Cover 3,17,478,456,0.7653508771929824,21,311,0.6820175438596491,0.7685185185185185,0.025102719886574087,13,2,6,211,0.046052631578947366,3114,6.828947368421052,0.48394348105330764,6.2594142259414225,3264,20,8,22,7,8,-162,0.04602510460251046,Yes,No,150,0.3138075313807531,0.0017856694560669127,Yes,0.01882845188284519,0.16447368421052633,47,0.10307017543859649,0.039473684210526314,0.03070175438596491,0.668859649122807,0.09649122807017543,0.5614035087719298,2.4703947368421053,3.2363636363636363,2.5153333333333334,7.526315789473684,94.7,No,Yes,150
30,Tampa Bay,Buccaneers,True,CAR,NFC,NFC South,Closed,Closed,Prevent,17,523,495,0.7676767676767676,28,338,0.6828282828282828,0.7649572649572649,0.028092247566239292,11,5,10,239,0.04040404040404041,3824,7.725252525252525,0.5227510460251046,6.831739961759082,3770,24,11,28,11,10,-236,0.05353728489483748,No,No,167,0.3193116634799235,0.02734321223709369,No,0.0248565965583174,0.16363636363636364,52,0.10505050505050505,0.03232323232323232,0.03636363636363636,0.7151515151515152,0.07878787878787878,0.593939393939394,2.3616161616161615,3.2178571428571425,2.3934131736526947,8.027659574468085,98.1,No,Yes,179
17,Los Angeles,Rams,True,ARZ,NFC,NFC West,Open,Open,Red Zone,17,541,508,0.7519685039370079,27,335,0.6594488188976378,0.7306889352818372,-0.009064394054279723,10,4,9,71,0.02952755905511811,3492,6.874015748031496,0.44072164948453607,5.573012939001848,3810,22,15,33,15,8,-242,0.06099815157116451,No,Yes,163,0.30129390018484287,0.01982920517560073,No,0.02033271719038817,0.17125984251968504,54,0.1062992125984252,0.03346456692913386,0.03543307086614173,0.687007874015748,0.08858267716535433,0.5807086614173228,2.311023622047244,3.245454545454545,2.484049079754601,7.857731958762886,87.8,No,No,166
3,Baltimore,Ravens,,PIT,AFC,AFC North,Closed,Closed,Cover 3,17,545,527,0.7438330170777988,36,340,0.6451612903225806,0.7459349593495935,0.009859957542682984,18,2,9,195,0.051233396584440226,3631,6.889943074003795,0.4775543927292757,6.326605504587156,3988,17,9,18,5,8,-118,0.03302752293577982,No,Yes,136,0.24954128440366974,-0.0549724770642202,Yes,0.03853211009174312,0.17647058823529413,62,0.11764705882352941,0.028462998102466792,0.04364326375711575,0.715370018975332,0.10246679316888045,0.5977229601518027,2.399810246679317,3.433333333333333,2.5058823529411764,8.038152610441767,88.2,Yes,Yes,162
12,Green Bay,Packers,,MIN,NFC,NFC North,Closed,Closed,Cover 3,17,489,459,0.7690631808278867,26,314,0.6840958605664488,0.7697674418604651,0.014717161669767442,15,4,6,90,0.037037037037037035,2999,6.533769063180828,0.46748916305435145,6.116564417177914,3022,21,5,30,3,5,-203,0.06134969325153374,No,No,155,0.3169734151329243,0.018523006134969322,Yes,0.024539877300613498,0.15468409586056645,41,0.08932461873638345,0.02832244008714597,0.032679738562091505,0.6318082788671024,0.10239651416122005,0.5838779956427015,2.41677559912854,3.4133333333333336,2.46,6.947126436781609,97,No,Yes,152
20,Miami,Dolphins,,NE,AFC,AFC East,Open,Closed,Cover 3,17,458,435,0.8344827586206897,22,326,0.7494252873563219,0.8126463700234192,0.050618453395784635,3,1,2,189,0.04827586206896552,3347,7.694252873563219,0.5458619659396474,7.043668122270742,2904,20,8,23,6,5,-161,0.05021834061135371,Yes,No,109,0.23799126637554585,-0.055529366812227046,Yes,0.03711790393013101,0.14022988505747128,37,0.08505747126436781,0.03218390804597701,0.04367816091954023,0.7034482758620689,0.11954022988505747,0.6413793103448275,2.366206896551724,3.28695652173913,2.539449541284404,6.799533799533799,104.3,No,Yes,156
25,New York,Jets,,BUF,AFC,AFC East,Closed,Closed,Cover 3,17,445,427,0.775175644028103,26,282,0.6604215456674473,0.745679012345679,-0.00048648873580248164,12,1,5,192,0.0468384074941452,3206,7.508196721311475,0.5651902682470368,8.114606741573034,3028,27,,18,4,7,-135,0.04044943820224719,No,No,102,0.2292134831460674,-0.07024617977528087,No,0.0449438202247191,0.1592505854800937,41,0.09601873536299765,0.01639344262295082,0.02810304449648712,0.7540983606557377,0.08430913348946135,0.6042154566744731,2.38384074941452,3.0277777777777777,2.5284313725490195,7.392682926829268,109.5,No,Yes,172
18,Los Angeles,Chargers,,DEN,AFC,AFC West,Closed,Closed,Red Zone,17,460,430,0.7093023255813954,21,271,0.6302325581395349,0.7118226600985221,-0.031123025004926252,8,3,11,91,0.04186046511627907,2879,6.695348837209302,0.5324765543591525,4.741304347826087,3237,13,17,30,6,10,-193,0.06521739130434782,No,No,132,0.28695652173913044,0.010789999999999985,No,0.041304347826086954,0.2255813953488372,49,0.11395348837209303,0.04186046511627907,0.027906976744186046,0.7488372093023256,0.07209302325581396,0.5302325581395348,2.286511627906977,3.1533333333333333,2.3621212121212123,7.9266503667481665,76.1,No,No,130
15,Jacksonville,Jaguars,True,TEN,AFC,AFC South,Closed,Closed,Cover 3,17,573,553,0.7576853526220615,35,358,0.6473779385171791,0.7361376673040153,-0.004669008604206493,13,1,10,151,0.048824593128390596,3377,6.106690777576854,0.47112822031388807,4.986038394415358,4070,24,19,20,5,17,-145,0.034904013961605584,No,No,158,0.2757417102966841,-0.021018499127399646,No,0.03664921465968586,0.17540687160940324,57,0.10307414104882459,0.039783001808318265,0.027124773960216998,0.7269439421338155,0.08860759493670886,0.569620253164557,2.3573236889692586,3.8850000000000002,2.472784810126582,7.676748582230624,81.6,No,Yes,171
13,Houston,Texans,True,IND,AFC,AFC South,Open,Open,Prevent,17,490,453,0.7461368653421634,18,278,0.6136865342163356,0.7386091127098321,0.010464729721822552,12,2,14,219,0.06622516556291391,3130,6.9094922737306845,0.48146964856230035,4.906122448979592,3614,14,16,37,6,2,-286,0.07551020408163266,No,No,148,0.3020408163265306,0.017189693877550993,No,0.030612244897959183,0.16335540838852097,55,0.12141280353200883,0.033112582781456956,0.0772626931567329,0.6997792494481236,0.08167770419426049,0.5938189845474614,2.360485651214128,3.305405405405405,2.464189189189189,8.503529411764706,77.6,No,Yes,142
21,Minnesota,Vikings,True,GB,NFC,NFC North,Closed,Closed,Cover 3,17,414,382,0.743455497382199,17,246,0.643979057591623,0.7809798270893372,0.021357835789625357,14,1,17,190,0.06544502617801047,2683,7.023560209424084,0.520685799478196,5.884057971014493,2394,13,6,32,5,5,-237,0.07729468599033816,No,No,139,0.3357487922705314,0.06391654589371981,Yes,0.033816425120772944,0.15968586387434555,28,0.07329842931937172,0.02617801047120419,0.02617801047120419,0.6492146596858639,0.09947643979057591,0.5392670157068062,2.282460732984293,2.9125,2.2482014388489207,6.84,89.8,No,Yes,116
23,New Orleans,Saints,,ATL,NFC,NFC South,Open,Open,Cover 4,17,443,408,0.7573529411764706,23,274,0.6715686274509803,0.7617801047120419,0.024911650175392763,6,5,13,195,0.041666666666666664,2876,7.049019607843137,0.5066063977746871,5.905191873589165,3079,20,9,35,7,7,-255,0.07900677200902935,No,Yes,117,0.26410835214446954,-0.029665688487584635,No,0.03611738148984198,0.16666666666666666,47,0.11519607843137254,0.041666666666666664,0.049019607843137254,0.7107843137254902,0.08823529411764706,0.571078431372549,2.421813725490196,3.2685714285714287,2.5692307692307694,8.018229166666666,94.6,No,Yes,137
11,Detroit,Lions,,CHI,NFC,NFC North,Open,Open,Cover 0,17,498,469,0.7803837953091685,26,301,0.6417910447761194,0.7342342342342343,0.026033279813063137,14,,8,304,0.053304904051172705,3485,7.430703624733476,0.3853658536585366,6.552208835341365,4344,23,10,29,3,8,-232,0.05823293172690763,Yes,Yes,153,0.3072289156626506,-0.004056024096385556,Yes,0.03815261044176707,0.1513859275053305,65,0.13859275053304904,0.03411513859275053,0.06609808102345416,0.7484008528784648,0.07036247334754797,0.5628997867803838,2.491044776119403,3.151724137931035,2.538562091503268,9.718120805369127,94,No,Yes,164
19,Las Vegas,Raiders,True,KC,AFC,AFC West,Open,Open,Cover 0,17,463,439,0.8132118451025057,21,318,0.724373576309795,0.8188405797101449,0.06503534340096617,8,3,12,169,0.04783599088838269,3134,7.138952164009112,0.4907466496490108,6.67170626349892,3016,20,6,24,8,7,-175,0.05183585313174946,No,No,113,0.24406047516198703,-0.0546917926565875,No,0.038876889848812095,0.12300683371298406,44,0.10022779043280182,0.022779043280182234,0.02733485193621868,0.7061503416856492,0.0979498861047836,0.6400911161731208,2.400227790432802,3.204166666666667,2.44070796460177,7.300480769230769,101.7,No,Yes,151
9,Dallas,Cowboys,,NYG,NFC,NFC East,Closed,Closed,Cover 1,17,491,466,0.7832618025751072,38,331,0.7103004291845494,0.8054919908466819,0.0722265345858123,18,2,8,173,0.045064377682403435,3892,8.351931330472103,0.47070914696813976,8.232179226069247,3694,29,5,25,4,3,-205,0.05091649694501019,No,No,155,0.31568228105906315,-0.0014810590631364777,No,0.04276985743380855,0.14163090128755365,55,0.11802575107296137,0.008583690987124463,0.04935622317596566,0.6759656652360515,0.10515021459227468,0.6394849785407726,2.5115879828326184,2.9960000000000004,2.50258064516129,8.447488584474886,112.3,No,Yes,174
