teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingHeroThrowPercentage
22,New England,Patriots,True,BUF,AFC,AFC East,Closed,Closed,Cover 1,17,105,105,0.8666666666666667,8,82,0.780952380952381,0.8888888888888888,0.11024484921212119,2,3,27,0.05714285714285714,795,7.571428571428571,0.4528301886792453,8.285714285714286,582,6,1,1,Yes,No,18,0.17142857142857143,-0.13877142857142855,Yes,0.01904761904761905,0.06666666666666667,0.01904761904761905,0.580952380952381,0.10476190476190476,0.7142857142857143,2.373333333333333,2.1944444444444446,5.82,113.3,No,Yes,44,,,0.009523809523809525
30,Tampa Bay,Buccaneers,True,NO,NFC,NFC South,Closed,Closed,Cover 3,17,116,116,0.8448275862068966,5,88,0.7586206896551724,0.8288288288288288,0.06560401336936927,3,2,39,0.034482758620689655,897,7.732758620689655,0.4258639910813824,8.422413793103448,719,4,,1,No,No,36,0.3103448275862069,-0.02348965517241381,Yes,0.008620689655172414,0.11206896551724138,,0.603448275862069,0.13793103448275862,0.6293103448275862,2.5103448275862066,2.3111111111111113,6.4774774774774775,109,No,Yes,44,1,0.008620689655172414,0.017241379310344827
20,Miami,Dolphins,,NYJ,AFC,AFC East,Open,Open,Cover 2,17,100,100,0.82,6,75,0.75,0.8494623655913979,0.08156095576344091,2,3,22,0.04,841,8.41,0.5017835909631391,8.31,586,4,2,1,No,No,29,0.29,-0.0256625,No,0.02,0.09,0.01,0.53,0.16,0.65,2.405,2.4793103448275864,6.168421052631579,104.6,No,Yes,43,2,0.02,
31,Tennessee,Titans,True,HST,AFC,AFC South,Closed,Closed,Cover 1,17,73,73,0.8082191780821918,5,53,0.726027397260274,0.8235294117647058,0.037931336764705836,1,3,9,0.0410958904109589,473,6.47945205479452,0.49682875264270615,6,358,5,3,2,No,No,18,0.2465753424657534,-0.0792719178082192,Yes,0.0273972602739726,0.1095890410958904,0.0273972602739726,0.5616438356164384,0.0821917808219178,0.5753424657534246,2.463013698630137,2.5611111111111113,5.188405797101449,95.3,No,Yes,29,,,0.0136986301369863
3,Baltimore,Ravens,True,CLV,AFC,AFC North,Open,Open,Cover 4,17,115,115,0.8260869565217391,8,82,0.7130434782608696,0.8333333333333334,0.06858072923148162,1,4,56,0.06956521739130435,871,7.573913043478261,0.46153846153846156,7.834782608695652,672,6,2,4,No,No,24,0.20869565217391303,-0.11510434782608697,Yes,0.017391304347826087,0.12173913043478261,0.05217391304347826,0.5739130434782609,0.10434782608695652,0.5652173913043478,2.4521739130434783,2.470833333333333,6.218181818181818,103.2,No,No,45,,,0.017391304347826087
12,Green Bay,Packers,True,CHI,NFC,NFC North,Closed,Closed,Prevent,17,117,117,0.8632478632478633,6,89,0.7606837606837606,0.8333333333333334,0.06999088499122819,,1,49,0.05128205128205128,880,7.521367521367521,0.42954545454545456,7.9914529914529915,737,5,1,1,No,No,35,0.29914529914529914,-0.03990811965811964,No,,0.10256410256410256,0.02564102564102564,0.5299145299145299,0.1111111111111111,0.6324786324786325,2.5376068376068375,2.565714285714286,6.353448275862069,107.5,No,Yes,43,1,0.008547008547008548,0.008547008547008548
25,New York,Jets,True,MIA,AFC,AFC East,Open,Open,Cover 2,17,68,68,0.8529411764705882,2,46,0.6764705882352942,0.8307692307692308,0.08146521993846156,1,1,61,0.11764705882352941,513,7.544117647058823,0.3898635477582846,8.426470588235293,453,3,,2,No,No,16,0.23529411764705882,-0.09542426470588235,No,0.014705882352941176,0.10294117647058823,,0.6764705882352942,0.058823529411764705,0.6029411764705882,2.4911764705882353,2.46875,6.863636363636363,104.6,No,Yes,29,,,
18,Los Angeles,Chargers,,LV,AFC,AFC West,Closed,Open,Cover 0,17,117,117,0.7606837606837606,5,72,0.6153846153846154,0.7547169811320755,0.0254901748584907,2,5,42,0.06837606837606838,877,7.495726495726496,0.3899657924743444,5.871794871794871,842,4,6,3,No,No,24,0.20512820512820512,-0.11601153846153844,Yes,,0.13675213675213677,0.05128205128205128,0.6581196581196581,0.08547008547008547,0.5811965811965812,2.436752136752137,2.3416666666666663,7.790909090909091,74.6,No,No,47,,,0.02564102564102564
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Open,Closed,Cover 1,17,103,103,0.7864077669902912,7,72,0.6990291262135923,0.7878787878787878,0.026873758878787735,1,3,34,0.05825242718446602,698,6.776699029126213,0.46418338108882523,6.29126213592233,614,2,2,2,No,Yes,24,0.23300970873786409,-0.12307330097087378,Yes,,0.17475728155339806,0.019417475728155338,0.5922330097087378,0.1553398058252427,0.5533980582524272,2.637864077669903,2.733333333333333,6.202020202020202,87,No,No,41,1,0.009708737864077669,0.009708737864077669
13,Houston,Texans,,TEN,AFC,AFC South,Closed,Closed,Cover 1,17,86,86,0.7674418604651163,6,58,0.6744186046511628,0.7922077922077922,0.03430714951948055,3,2,22,0.03488372093023256,598,6.953488372093023,0.4682274247491639,7.069767441860465,512,5,2,2,No,No,24,0.27906976744186046,-0.05659069767441862,Yes,,0.1511627906976744,0.03488372093023256,0.6162790697674418,0.11627906976744186,0.47674418604651164,2.5209302325581397,2.5458333333333334,6.345679012345679,96.9,No,Yes,31,1,0.011627906976744186,0.023255813953488372
11,Detroit,Lions,True,MIN,NFC,NFC North,Open,Closed,Cover 1,17,113,113,0.7610619469026548,8,69,0.6106194690265486,0.7129629629629629,-0.03345223292592603,4,,38,0.07079646017699115,782,6.920353982300885,0.4475703324808184,7.185840707964601,757,6,2,1,No,No,25,0.22123893805309736,-0.11214690265486728,No,0.02654867256637168,0.19469026548672566,0.05309734513274336,0.5486725663716814,0.035398230088495575,0.5132743362831859,2.5070796460176994,2.552,6.944954128440367,92.1,Yes,Yes,31,,,0.017699115044247787
23,New Orleans,Saints,,TB,NFC,NFC South,Closed,Closed,Cover 3,17,119,119,0.7815126050420168,6,86,0.7226890756302521,0.8333333333333334,0.08821045795370375,2,6,34,0.03361344537815126,963,8.092436974789916,0.43406022845275183,5.949579831932773,769,3,7,3,No,No,25,0.21008403361344538,-0.13501218487394961,Yes,0.04201680672268908,0.11764705882352941,0.05042016806722689,0.5966386554621849,0.06722689075630252,0.5966386554621849,2.5756302521008405,2.436,6.972972972972973,79.9,No,Yes,50,,,
21,Minnesota,Vikings,,DET,NFC,NFC North,Open,Closed,Cover 1,17,116,116,0.853448275862069,9,88,0.7586206896551724,0.8623853211009175,0.11245701891743132,2,5,38,0.05172413793103448,893,7.698275862068965,0.36954087346024633,6.620689655172414,773,5,5,,No,No,29,0.25,-0.08532155172413794,No,,0.08620689655172414,0.04310344827586207,0.603448275862069,0.11206896551724138,0.6379310344827587,2.518965517241379,2.4482758620689653,7.091743119266055,93.8,Yes,Yes,47,1,0.008620689655172414,0.017241379310344827
9,Dallas,Cowboys,True,WAS,NFC,NFC East,Closed,Closed,Cover 1,17,90,90,0.9111111111111111,3,67,0.7444444444444445,0.9302325581395349,0.16206091024418612,2,,75,0.14444444444444443,728,8.088888888888889,0.4848901098901099,7.977777777777778,521,4,2,2,No,No,24,0.26666666666666666,-0.04736666666666668,Yes,,0.044444444444444446,0.011111111111111112,0.6777777777777778,0.08888888888888889,0.6777777777777778,2.3955555555555557,2.283333333333333,5.920454545454546,103.4,Yes,Yes,34,,,
