teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingRunPassOptionPercentage
1,Arizona,Cardinals,True,SF,NFC,NFC West,Closed,Closed,Cover 3,17,28,28,0.6071428571428571,2,15,0.5357142857142857,0.5925925925925926,0.1241266297037037,1,18,0.03571428571428571,438,15.642857142857142,0.20776255707762556,17.071428571428573,644,2,,No,No,6,0.21428571428571427,-0.2280410714285714,No,0.32142857142857145,17,0.6071428571428571,,0.07142857142857142,0.7142857142857143,0.17857142857142858,3.1392857142857147,2.566666666666667,23.85185185185185,122.6,Yes,Yes,14,,
4,Buffalo,Bills,,NE,AFC,AFC East,Closed,Closed,Cover 1,17,36,36,0.6111111111111112,1,15,0.4166666666666667,0.4857142857142857,-0.0003393145428571831,,41,0.05555555555555555,322,8.944444444444445,0.12732919254658384,6.444444444444445,756,,2,No,Yes,9,0.25,-0.20902916666666668,Yes,0.3888888888888889,21,0.5833333333333334,,0.1111111111111111,0.7222222222222222,0.3611111111111111,3.236111111111111,2.5555555555555554,22.194444444444443,50.9,No,No,15,2,
24,New York,Giants,,PHI,NFC,NFC East,Open,Open,Cover 6,17,39,39,0.6923076923076923,4,21,0.5384615384615384,0.6216216216216216,0.17147934059459458,1,33,0.05128205128205128,649,16.641025641025642,0.21263482280431434,17.41025641025641,890,6,2,No,No,13,0.3333333333333333,-0.07833205128205133,No,0.2564102564102564,26,0.6666666666666666,0.02564102564102564,0.3076923076923077,0.8461538461538461,0.38461538461538464,2.9615384615384617,2.5999999999999996,23.42105263157895,117.3,No,No,21,,
14,Indianapolis,Colts,True,JAX,AFC,AFC South,Open,Closed,Cover 1,17,38,38,0.5,2,17,0.4473684210526316,0.4857142857142857,0.032960892285714305,1,,,417,10.973684210526315,0.09832134292565947,5.052631578947368,857,,5,No,Yes,9,0.23684210526315788,-0.22821447368421058,No,0.39473684210526316,24,0.631578947368421,0.15789473684210525,0.15789473684210525,0.7368421052631579,0.21052631578947367,3.2710526315789474,2.611111111111111,23.16216216216216,45.5,Yes,Yes,15,3,
10,Denver,Broncos,True,KC,AFC,AFC West,Closed,Closed,Cover 1,17,42,42,0.5714285714285714,3,20,0.47619047619047616,0.5121951219512195,0.02017522234146346,1,30,0.023809523809523808,512,12.19047619047619,0.1875,11,869,2,2,No,No,12,0.2857142857142857,-0.10630000000000002,Yes,0.38095238095238093,22,0.5238095238095238,0.047619047619047616,0.2619047619047619,0.7619047619047619,0.30952380952380953,2.8476190476190473,2.6333333333333333,21.195121951219512,88.6,No,Yes,20,1,
28,Seattle,Seahawks,,LA,NFC,NFC West,Open,Closed,Cover 1,17,38,38,0.7894736842105263,6,25,0.6578947368421053,0.7027027027027027,0.24404575289189195,1,18,0.02631578947368421,719,18.92105263157895,0.2267037552155772,18.657894736842106,890,4,2,No,Yes,11,0.2894736842105263,-0.13200394736842105,No,0.15789473684210525,22,0.5789473684210527,0.05263157894736842,0.3157894736842105,0.7631578947368421,0.4473684210526316,3.018421052631579,2.854545454545455,24.054054054054053,122.1,No,Yes,25,,
31,Tennessee,Titans,True,HST,AFC,AFC South,Open,Closed,Cover 1,17,35,35,0.5714285714285714,3,13,0.37142857142857144,0.47058823529411764,0.005198350117647077,1,86,0.08571428571428572,348,9.942857142857143,0.1925287356321839,11.085714285714285,829,2,,No,No,9,0.2571428571428571,-0.16855,Yes,0.4,19,0.5428571428571428,,0.14285714285714285,0.8,0.34285714285714286,3.0428571428571427,2.8444444444444446,24.38235294117647,93.5,No,No,13,,
30,Tampa Bay,Buccaneers,True,NO,NFC,NFC South,Closed,Closed,Cover 3,17,38,38,0.5,5,14,0.3684210526315789,0.47058823529411764,0.004121600823529414,4,37,0.05263157894736842,308,8.105263157894736,0.14285714285714285,7.447368421052632,793,1,1,No,Yes,14,0.3684210526315789,-0.04216184210526316,Yes,0.34210526315789475,20,0.5263157894736842,0.02631578947368421,0.10526315789473684,0.7368421052631579,0.23684210526315788,2.955263157894737,2.914285714285714,23.323529411764707,64.4,No,No,14,2,
22,New England,Patriots,True,BUF,AFC,AFC East,Closed,Closed,Cover 1,16,46,46,0.6304347826086957,5,17,0.3695652173913043,0.4666666666666667,0.025969241866666715,1,92,0.08695652173913043,443,9.630434782608695,0.15575620767494355,8,1138,3,3,No,Yes,13,0.2826086956521739,-0.14244130434782606,Yes,0.34782608695652173,30,0.6521739130434783,0.08695652173913043,0.1956521739130435,0.6956521739130435,0.41304347826086957,3.039130434782609,2.4461538461538463,25.288888888888888,67.6,No,No,17,1,
17,Los Angeles,Rams,True,SEA,NFC,NFC West,Open,Closed,Cover 1,17,48,48,0.5833333333333334,4,23,0.4791666666666667,0.5217391304347826,0.07496363726086958,1,23,0.020833333333333332,676,14.083333333333334,0.21301775147928995,15.229166666666666,1158,5,1,No,Yes,20,0.4166666666666667,-0.07746145833333336,No,0.3125,30,0.625,0.041666666666666664,0.22916666666666666,0.6875,0.4583333333333333,3.439583333333333,2.5949999999999998,24.638297872340427,120.1,No,Yes,23,7,
3,Baltimore,Ravens,True,CLV,AFC,AFC North,Open,Closed,Cover 1,17,50,50,0.62,9,20,0.4,0.4897959183673469,0.05456920218367345,1,109,0.08,491,9.82,0.1364562118126273,10.62,1258,2,,No,No,9,0.18,-0.21725500000000003,No,0.32,35,0.7,0.02,0.18,0.86,0.28,2.878,2.488888888888889,25.6734693877551,89.7,No,No,20,,
12,Green Bay,Packers,True,CHI,NFC,NFC North,Open,Closed,Cover 3,17,39,39,0.5128205128205128,5,17,0.4358974358974359,0.46153846153846156,-0.008132789512820482,,39,0.02564102564102564,390,10,0.12307692307692308,4.102564102564102,938,2,6,Yes,Yes,10,0.2564102564102564,-0.15525512820512824,No,0.48717948717948717,25,0.6410256410256411,0.20512820512820512,0.15384615384615385,0.8717948717948718,0.3333333333333333,2.9615384615384617,2.55,24.05128205128205,57.6,No,Yes,17,1,
20,Miami,Dolphins,,NYJ,AFC,AFC East,Open,Closed,Cover 1,17,31,31,0.5806451612903226,3,12,0.3870967741935484,0.5333333333333333,0.03752385873333336,,76,0.12903225806451613,249,8.03225806451613,0.13654618473895583,8.03225806451613,631,,,No,Yes,6,0.1935483870967742,-0.23309838709677422,Yes,0.3870967741935484,16,0.5161290322580645,0.06451612903225806,0.06451612903225806,0.7096774193548387,0.2903225806451613,3.0483870967741935,2.1166666666666667,20.35483870967742,67.8,No,No,11,,
25,New York,Jets,True,MIA,AFC,AFC East,Open,Closed,Cover 1,17,38,38,0.47368421052631576,2,15,0.39473684210526316,0.39473684210526316,-0.040588417552631595,,,,432,11.368421052631579,0.1527777777777778,7.815789473684211,1041,,3,No,Yes,20,0.5263157894736842,0.07487763157894736,Yes,0.5,25,0.6578947368421053,0.07894736842105263,0.13157894736842105,0.868421052631579,0.3157894736842105,3.192105263157895,2.87,27.394736842105264,49.5,No,No,15,,
18,Los Angeles,Chargers,,LV,AFC,AFC West,Open,Closed,Cover 3,17,37,37,0.4864864864864865,10,14,0.3783783783783784,0.4444444444444444,-0.005427609222222296,1,63,0.05405405405405406,402,10.864864864864865,0.16417910447761194,12.216216216216216,957,7,2,No,No,9,0.24324324324324326,-0.18065135135135138,No,0.4594594594594595,24,0.6486486486486487,0.08108108108108109,0.21621621621621623,0.8108108108108109,0.32432432432432434,3.0324324324324325,2.8555555555555556,26.583333333333332,95.9,No,No,14,,
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Open,Closed,Cover 1,17,37,37,0.6756756756756757,4,21,0.5675675675675675,0.6216216216216216,0.16256770972972967,,43,0.05405405405405406,626,16.91891891891892,0.1964856230031949,17.324324324324323,866,3,1,No,Yes,7,0.1891891891891892,-0.199272972972973,No,0.2972972972972973,24,0.6486486486486487,0.05405405405405406,0.24324324324324326,0.8918918918918919,0.43243243243243246,2.827027027027027,2.6142857142857143,23.405405405405407,117.2,Yes,Yes,21,,
13,Houston,Texans,,TEN,AFC,AFC South,Open,Closed,Cover 1,17,45,45,0.4,4,11,0.24444444444444444,0.30952380952380953,-0.14914348847619052,2,63,0.044444444444444446,323,7.177777777777778,0.24458204334365324,4.511111111111111,1033,3,4,No,No,13,0.28888888888888886,-0.09698111111111109,Yes,0.5111111111111111,27,0.6,0.1111111111111111,0.13333333333333333,0.8222222222222222,0.17777777777777778,2.8120000000000003,2.4923076923076923,24.023255813953487,42.2,No,No,11,,
21,Minnesota,Vikings,True,GB,NFC,NFC North,Open,Closed,Cover 1,16,35,35,0.5142857142857142,2,12,0.34285714285714286,0.34285714285714286,-0.11607855177142862,,,,319,9.114285714285714,0.2006269592476489,5.257142857142857,836,,3,No,No,11,0.3142857142857143,-0.10746428571428572,No,0.4,24,0.6857142857142857,0.14285714285714285,0.2,0.8857142857142857,0.3142857142857143,3.02,2.881818181818182,23.885714285714286,32.9,No,No,11,2,
23,New Orleans,Saints,,TB,NFC,NFC South,Closed,Closed,Cover 3,17,46,46,0.43478260869565216,6,14,0.30434782608695654,0.36363636363636365,-0.08432285256818184,2,35,0.043478260869565216,442,9.608695652173912,0.2850678733031674,9.934782608695652,1094,3,1,No,Yes,18,0.391304347826087,-0.10162065217391304,Yes,0.5,33,0.717391304347826,0.08695652173913043,0.1956521739130435,0.6956521739130435,0.2826086956521739,3.432608695652174,2.4388888888888887,24.863636363636363,80.2,No,No,14,3,
11,Detroit,Lions,,SF,NFC,NFC West,Open,Closed,Cover 1,16,53,53,0.5849056603773585,4,24,0.4528301886792453,0.5098039215686274,0.04953540972549014,2,44,0.03773584905660377,659,12.433962264150944,0.18057663125948406,12.716981132075471,1215,3,1,Yes,No,17,0.32075471698113206,-0.13692735849056603,No,0.37735849056603776,32,0.6037735849056604,0.03773584905660377,0.24528301886792453,0.7358490566037735,0.33962264150943394,3.228301886792453,2.6999999999999997,23.823529411764707,102.6,No,Yes,24,2,
19,Las Vegas,Raiders,True,LAC,AFC,AFC West,Open,Closed,Cover 3,17,38,38,0.7631578947368421,3,19,0.5,0.5675675675675675,0.0910699611891892,1,90,0.05263157894736842,511,13.447368421052632,0.2583170254403131,14.5,845,2,,No,No,11,0.2894736842105263,-0.11429999999999997,No,0.21052631578947367,19,0.5,,0.21052631578947367,0.7368421052631579,0.39473684210526316,2.9157894736842103,2.618181818181818,22.83783783783784,113.4,No,No,19,2,0.02631578947368421
9,Dallas,Cowboys,True,WAS,NFC,NFC East,Closed,Closed,Cover 3,16,39,39,0.5641025641025641,7,11,0.28205128205128205,0.34210526315789475,-0.09741168492105262,1,53,0.05128205128205128,318,8.153846153846153,0.2138364779874214,8.025641025641026,961,2,1,No,Yes,17,0.4358974358974359,-0.052287179487179515,No,0.41025641025641024,27,0.6923076923076923,0.05128205128205128,0.1794871794871795,0.7435897435897436,0.3076923076923077,3.4051282051282055,2.6705882352941175,25.289473684210527,67.5,No,No,11,,
