id,name,pos,team,avoidedTackles,jukes,openFieldYards,powerSuccessRate,secondLevelYards,stuffedAttempts,success,winYards,yardsAfterContact,yardsBeforeContact,adjustedLineYards,adjustedLineYardsAvg,dvoa,dyar,epa,goalLineAttempts,goalLineTouchdowns,redZoneAttempts
00-0039921,Trey Benson,RB,ARI,15,0,132,1,124,7,23,192,192,99,268.46682000000004,4.2614,0.0441,33.487,-6.038,1,1,3
00-0035537,Ty Johnson,RB,BUF,6,0,104,0.2857,58,8,22,114,114,99,212.00900999999996,5.171,0.127,40.118999999999986,-0.251,2,0,8
00-0034857,Josh Allen,QB,BUF,7,1,276,0.8333,184,17,61,153,136,395,0,0,0.0271,57.12,53.05799999999998,11,6,32
00-0039875,Ray Davis,RB,BUF,27,1,158,0.7143,160,25,44,318,311,131,466.91868,4.132,-0.0092,35.50200000000002,-9.793999999999995,3,0,19
00-0035500,Greg Dortch,WR,DET,0,0,0,0,27,0,4,9,9,22,0,0,-0.3315,1.6489999999999996,2.2449999999999997,0,0,2
00-0035261,Tony Pollard,RB,TEN,39,2,479,0.625,259,47,89,705,692,387,1006.3875000000003,3.8707,-0.0565,30.531999999999996,-37.424000000000035,5,0,33
00-0036275,D'Andre Swift,RB,CHI,37,5,351,0.4615,306,48,86,617,576,383,832.4217,3.2902,-0.1393,-56.89300000000011,-45.819999999999965,10,2,31
00-0037745,,,,1,0,0,0,6,1,1,12,12,-1,0,0,0.1262,8.455,-0.52,0,0,0
00-0037742,Treylon Burks,WR,WAS,2,0,0,0,6,1,1,11,11,-10,0,0,-1.2122,-8.600999999999999,-0.934,0,0,0
00-0039032,Tyjae Spears,RB,TEN,15,0,118,0.7143,132,17,32,213,213,99,303.5828700000001,3.6141,-0.0721,4.7099999999999955,-5.8740000000000006,4,2,12
00-0039152,,,,4,0,71,0.8333,80,11,21,72,72,111,0,0,-0.2584,-16.513999999999996,-17.496,0,0,7
00-0036906,,,,2,0,27,0.625,42,6,18,63,63,67,146.81343000000004,4.0782,0.066,28.983999999999998,2.596,4,1,7
00-0039918,Caleb Williams,QB,CHI,9,4,278,0.4444,189,10,42,113,89,400,0,0,-0.0584,7.523,6.8260000000000005,1,0,11
00-0035594,,,,0,0,0,0,12,0,4,13,13,10,22.02984,3.6716,0.2494,9.431000000000001,0.10099999999999987,0,0,0
00-0034827,,,,1,0,38,0,33,3,9,25,25,50,0,0,0.0805,38.083,1.3739999999999999,0,0,0
00-0036251,,,,11,1,65,0.3636,59,10,19,170,166,76,269.57649000000004,3.6429,-0.369,-92.95,-20.686000000000003,8,1,16
00-0036875,Rhamondre Stevenson,RB,NE,45,5,326,0.4706,206,34,73,583,559,242,755.9813700000001,3.6521,-0.1775,-80.45300000000002,-39.35699999999999,12,3,41
00-0033119,Jacoby Brissett,QB,ARI,1,0,40,0.5,28,5,8,6,6,56,0,0,-1.1902,-29.256,3.905,1,0,3
00-0036328,,,,39,3,250,0.375,175,27,41,495,435,103,420.57620999999995,3.5048,-0.0784,3.647999999999999,-13.591000000000001,3,0,15
00-0036442,Joe Burrow,QB,CIN,0,0,140,0.8571,72,15,20,10,10,191,0,0,-0.0215,5.892,15.953,3,1,6
00-0038597,Chase Brown,RB,CIN,52,5,386,0.5625,260,34,88,616,599,391,938.2746299999997,4.0973,0.041,126.04299999999999,-9.91800000000001,13,3,45
00-0036223,J'Mari Taylor,RB,JAX,50,6,682,0.6061,321,55,109,820,730,701,1146.1354200000003,3.7826,0.04,166.00300000000001,-25.480000000000018,18,4,58
00-0033897,,,,52,8,508,0.6667,300,58,84,664,641,375,984.8145000000004,4.0197,-0.0298,56.95100000000006,-17.390999999999995,14,3,58
00-0039163,C.J. Stroud,QB,HOU,1,0,127,0.8,79,15,20,40,40,193,0,0,-4.469,-31.231,-8.985000000000003,2,0,7
00-0039164,Anthony Richardson Sr.,QB,IND,14,3,343,0.8571,109,19,48,235,213,299,0,0,-0.0002,39.86899999999999,22.072,10,1,20
00-0031588,Stefon Diggs,WR,FA,0,0,0,1,12,1,2,3,3,5,0,0,-0.8179,-3.7140000000000004,0.6310000000000002,0,0,1
00-0037258,,,,12,2,195,0,37,5,15,183,171,122,185.91414000000003,4.6479,0.1964,42.10300000000001,7.610000000000002,0,0,4
00-0038977,,,,3,1,50,0,0,3,3,35,31,12,0,0,-0.3818,0.20800000000000018,-2.2620000000000005,0,0,1
00-0031687,,,,18,2,129,0.4,79,26,26,207,201,77,254.69112000000007,2.9964,-0.3131,-81.65199999999999,-32.37099999999999,4,1,15
00-0039040,De'Von Achane,RB,MIA,45,5,422,0.5333,307,49,85,602,530,377,752.4831600000003,3.7068,0.0009,75.849,-15.401000000000003,14,3,38
00-0036973,Trevor Etienne,RB,CAR,24,4,222,0.5,145,27,56,398,381,177,529.9287599999999,3.5329,-0.0764,6.0110000000000054,-30.298999999999985,5,1,21
00-0038555,Tank Bigsby,RB,PHI,47,5,384,0.5714,186,28,64,578,565,201,662.0612699999996,3.9408,0.0104,72.188,-1.921999999999993,11,3,35
00-0036971,Trevor Lawrence,QB,JAX,2,0,66,0.6667,36,6,15,35,35,84,0,0,0.0052,9.733,8.410000000000002,3,1,4
00-0036212,Tua Tagovailoa,QB,ATL,0,0,35,0,15,10,6,1,1,48,0,0,-1.5554,-6.038,-1.8310000000000008,0,0,2
00-0036613,Jaylen Waddle,WR,DEN,0,0,0,0,6,1,1,2,2,10,0,0,0.0434,8.704,-0.1429999999999999,0,0,2
00-0036331,,,,2,0,0,0,0,1,1,15,15,-12,0,0,-0.4191,-0.7359999999999989,-1.067,0,0,1
00-0034115,,,,3,1,24,0.3333,28,4,7,45,43,14,55.434149999999995,3.4646,-0.2967,-14.875999999999998,-5.864,0,0,2
00-0035125,,,,1,0,0,0.5,6,4,5,18,18,-1,30.82542,3.0825,-0.5568,-33.03999999999999,-10.238999999999999,1,0,2
00-0033906,Alvin Kamara,RB,NO,41,6,356,0.5,347,46,91,575,535,415,864.3300000000003,3.7909,-0.064,20.956999999999997,-19.939000000000007,11,2,35
00-0033357,,,,9,3,142,0.9091,83,1,23,158,136,142,0,0,0.2047,74.82600000000001,23.952000000000005,2,1,9
00-0036555,Chuba Hubbard,RB,CAR,50,1,472,0.6522,350,37,111,750,738,457,1029.0673500000003,4.1163,0.1218,227.02499999999986,7.811000000000001,21,4,45
00-0039150,Bryce Young,QB,CAR,1,0,134,1,76,6,21,22,22,227,0,0,-1.2527,-4.103,15.547000000000002,3,1,10
00-0035243,,,,8,0,51,0.8333,75,7,22,120,120,85,172.40915999999999,3.1347,-0.0666,4.3169999999999895,-10.24,2,2,7
00-0033948,,,,8,0,38,1,67,9,17,109,109,55,171.10632000000004,3.5647,-0.256,-35.51200000000001,-10.078000000000001,1,0,10
00-0039062,,,,0,0,0,0,0,0,0,1,1,4,0,0,-2.3514,-23.723,-5.33,0,0,0
00-0031280,,,,1,0,13,0.6667,34,5,7,18,18,53,0,0,-0.2278,-5.592,-1.096000000000001,3,1,4
00-0038678,,,,0,0,0,0,45,4,6,38,38,32,68.71071,3.4355,-0.408,-26.489,-5.585000000000001,0,0,1
00-0034208,,,,1,1,0,1,30,1,6,21,20,31,45.21306,3.4779,0.0577,8.715,-0.9759999999999999,0,0,2
00-0035250,Devin Singletary,RB,NYG,28,3,168,1,89,13,41,313,291,146,446.3524200000001,3.95,-0.1104,-11.631000000000009,-12.534000000000008,5,3,11
00-0033293,Aaron Jones Sr.,RB,MIN,47,2,412,0.4,355,37,103,642,642,496,1176.4193999999993,4.6134,-0.0339,57.19400000000007,-19.518000000000004,13,2,43
00-0038396,,,,0,0,0,0,18,5,3,21,21,10,42.869640000000004,3.0621,-0.4239,-24.878,-16.060000000000002,3,0,6
00-0035710,Daniel Jones,QB,IND,9,1,102,0.8125,95,11,38,118,115,150,0,0,0.0557,49.983999999999995,9.569,6,2,14
00-0034869,Sam Darnold,QB,SEA,0,0,119,0.9091,82,28,28,22,22,190,0,0,-0.1917,-7.943999999999998,-4.024999999999999,2,1,7
00-0039384,Tyrone Tracy Jr.,RB,NYG,39,4,351,0.6111,204,30,65,581,545,294,753.7747200000002,3.9259,-0.0702,12.24699999999998,-24.364,5,3,22
00-0037276,,,,5,2,48,0.5,41,10,21,96,93,89,189.77331,3.3888,-0.2215,-30.022000000000002,-12.097000000000001,0,0,5
00-0038117,Wan'Dale Robinson,WR,TEN,2,0,14,0,0,1,1,20,20,-2,0,0,0.0106,6.822000000000001,-2.681,0,0,0
00-0035311,,,,0,0,0,0,0,2,0,4,4,-5,-2.7241199999999997,-0.908,-1.4623,-15.35,-2.237,0,0,1
00-0034184,,,,17,1,96,0.4444,138,19,41,270,266,99,388.40000999999995,3.8455,-0.0429,18.827999999999964,-16.384000000000007,6,2,20
00-0038040,,,,5,0,29,0.2,69,11,11,137,137,46,208.99865999999992,3.2154,-0.6202,-139.936,-37.378000000000014,2,1,7
00-0036158,J.K. Dobbins,RB,DEN,39,5,498,0.7619,202,44,69,577,537,368,706.9302900000001,3.6253,0.0329,100.10599999999997,0.7599999999999942,9,3,31
00-0034960,Jakobi Meyers,WR,JAX,1,1,20,1,0,0,1,36,16,7,0,0,0.6559,13.733,1.411,0,0,0
00-0034972,,,,17,2,106,0.6667,118,28,41,257,254,166,440.46425999999997,3.3623,-0.2469,-84.14200000000002,-32.893000000000015,11,3,23
00-0035289,,,,0,0,32,0,23,7,6,4,4,54,0,0,-0.7509,-10.158,-7.564000000000001,0,0,2
00-0036355,Justin Herbert,QB,LAC,7,2,188,0.9091,94,26,31,54,38,268,0,0,0.0543,18.058,2.167,3,0,7
00-0038573,,,,1,0,10,0,36,4,4,21,21,18,0,0,-0.1762,13.183999999999997,-4.036,0,0,2
00-0036997,Javonte Williams,RB,DAL,20,0,174,0.4167,170,28,49,334,334,179,576.41082,4.1468,-0.193,-64.28099999999998,-24.287000000000006,10,1,28
00-0038134,Kenneth Walker III,RB,KC,50,1,209,0.6,203,33,63,455,447,126,518.19756,3.4092,-0.0934,-4.837000000000062,-17.94599999999999,12,4,23
00-0038794,,,,21,4,214,0.5,198,20,50,262,249,247,503.59278000000006,4.4566,0.0367,56.55900000000002,-4.553000000000001,3,1,15
00-0039165,Zach Charbonnet,RB,SEA,40,4,257,0.7059,170,32,50,422,399,170,502.1024100000001,3.7193,0.0016,51.75799999999998,-12.557999999999998,13,3,24
00-0039732,Bo Nix,QB,DEN,5,1,274,0.8421,77,21,46,39,36,394,0,0,-0.0984,4.5589999999999975,17.558999999999997,6,2,19
00-0039373,Audric Estime,RB,NO,11,0,67,1,122,8,30,224,224,86,368.26238999999987,4.8456,-0.0163,21.79800000000001,-8.984000000000002,2,1,11
00-0030565,Geno Smith,QB,NYJ,2,0,226,0.5,34,23,21,23,23,249,0,0,-0.4993,-26.81,1.8979999999999981,3,0,8
00-0036268,,,,0,0,0,0,0,0,0,3,3,-2,0,0,-0.7861,-2.389,-0.504,0,0,0
00-0033045,,,,13,0,11,0.8571,81,11,25,159,159,67,251.91623999999996,3.4043,-0.1258,-12.359,-18.091000000000005,5,2,14
00-0037267,,,,22,5,325,0.5714,121,22,41,366,346,219,397.22096999999985,3.8194,0.0879,72.75499999999997,0.4280000000000014,3,1,10
00-0033537,,,,8,4,43,1,68,4,13,111,80,68,0,0,-0.2495,-6.372,-6.114000000000002,2,1,5
00-0036358,CeeDee Lamb,WR,DAL,3,0,63,0,20,3,5,32,32,38,0,0,-0.0288,28.240000000000006,-3.8409999999999997,0,0,1
00-0036139,Rico Dowdle,RB,PIT,45,3,370,0.5455,410,29,104,714,672,407,1007.5634399999994,4.2875,0.0537,132.647,-12.301999999999996,5,1,25
00-0033077,Dak Prescott,QB,DAL,0,0,22,1,14,3,7,8,8,46,0,0,0.0746,7.442999999999999,2.2880000000000003,2,1,2
00-0038622,,,,6,0,12,0,24,0,3,44,44,26,71.91564,4.2303,-0.0338,3.460999999999999,-4.092,1,0,3
00-0038098,,,,4,0,33,1,32,3,9,43,43,65,99.66021,3.8331,-0.0054,8.337,-1.5170000000000008,0,0,0
00-0031236,,,,0,0,0,0,0,2,0,6,6,-9,0,0,-1.458,-14.536000000000001,-2.8209999999999997,0,0,1
00-0033662,,,,0,0,0,0.8333,9,15,6,3,3,15,0,0,-0.6558,-35.809000000000005,-18.168,0,0,5
00-0037256,Rachaad White,RB,WAS,25,0,226,0.7333,188,29,65,396,396,217,605.9545499999999,4.208,-0.0819,2.425000000000007,-17.444999999999993,8,1,21
00-0039910,Jayden Daniels,QB,WAS,15,5,496,0.75,260,28,86,189,164,727,0,0,-0.1242,-1.1829999999999994,51.524,11,2,39
00-0039589,,,,0,0,11,0,0,1,1,2,2,9,0,0,0.3289,5.933999999999999,0.992,0,0,0
00-0034855,Baker Mayfield,QB,TB,1,1,262,0.75,155,13,31,30,19,359,0,0,-0.4944,-16.82,1.4390000000000027,2,1,9
00-0037746,,,,32,3,335,0.6364,320,37,79,538,508,291,670.6298400000004,3.5863,-0.042,38.03099999999997,-14.977999999999994,13,3,42
00-0039361,Bucky Irving,RB,TB,56,12,549,0.6,315,29,93,822,727,394,984.3900900000006,4.8019,0.0642,129.40199999999976,15.147000000000006,13,4,38
00-0033699,,,,12,0,156,0.8889,93,13,34,145,145,222,306.10535999999996,3.9754,0.1531,81.53099999999996,2.6000000000000014,5,3,20
00-0036928,,,,0,0,0,0,0,5,0,0,0,-4,0,0,0,0,-6.622999999999999,0,0,3
00-0035685,David Montgomery,RB,HOU,45,4,233,0.6,289,27,89,564,541,234,913.4262000000007,4.9374,0.1391,188.98700000000008,-12.193999999999999,17,6,49
00-0037840,Kyren Williams,RB,LAR,66,4,376,0.7941,519,46,138,800,778,521,1323.6064800000001,4.2019,0.0365,170.659,-27.960000000000022,20,6,70
00-0039139,Jahmyr Gibbs,RB,DET,70,8,783,0.7895,312,39,111,814,716,696,1211.0673299999999,4.8637,0.3537,457.10399999999953,30.886999999999993,17,6,54
00-0039075,Puka Nacua,WR,LAR,1,0,0,1,38,2,8,27,27,19,0,0,0.1966,40.72799999999999,2.145,1,0,4
00-0037557,,,,3,0,23,0,45,3,10,51,51,48,104.10030000000002,4.7318,0.1127,19.249,2.95,0,0,4
00-0033908,Cooper Kupp,WR,SEA,0,0,0,0,9,0,1,1,1,9,0,0,-0.0681,4.0329999999999995,0.21499999999999997,0,0,1
00-0037240,Jameson Williams,WR,DET,4,2,54,0,7,2,7,54,32,29,0,0,0.4616,44.041,2.8040000000000003,1,0,1
00-0033106,Jared Goff,QB,DET,0,0,10,0.7143,42,17,13,3,3,53,0,0,-0.48,-15.129000000000001,-3.1240000000000023,2,0,10
00-0032464,Kalif Raymond,WR,CHI,0,0,12,0,0,1,1,3,3,-3,0,0,-0.8792,-5.894,-0.9840000000000001,0,0,0
00-0038120,Breece Hall,RB,NYJ,42,3,406,0.5714,270,45,75,623,600,276,780.3701399999998,3.7338,-0.0935,-6.58799999999997,-26.335000000000008,8,2,23
00-0037525,Jordan Mason,RB,MIN,39,1,420,0.3333,231,29,61,508,508,281,658.3586099999999,4.303,-0.0061,51.789999999999985,-11.143000000000004,9,0,34
00-0035719,Deebo Samuel Sr.,WR,FA,11,2,25,0.5,58,9,15,104,97,39,0,0,-0.2616,29.160999999999998,-12.034999999999998,2,1,10
00-0037834,Brock Purdy,QB,SF,3,1,144,0.8125,116,8,39,61,59,264,0,0,0.0571,23.500000000000004,18.901,6,3,15
00-0023459,Aaron Rodgers,QB,PIT,0,0,53,0,45,5,8,0,0,107,0,0,0.7038,4.135,3.3289999999999997,0,0,2
00-0039794,Braelon Allen,RB,NYJ,16,2,65,0.8667,121,14,41,253,243,91,371.7648300000001,4.0409,0.0301,47.208,-11.361999999999991,2,1,11
00-0028118,,,,0,0,0,0,13,1,2,0,0,13,0,0,0,0,-0.6759999999999999,0,0,1
00-0032434,,,,0,0,0,0,6,2,0,2,2,2,0,0,0,0,-0.99,0,0,0
00-0033040,,,,2,0,28,0,12,1,4,9,9,44,0,0,0.2054,24.729000000000003,-1.2349999999999997,0,0,0
00-0037261,Khalil Shakir,WR,BUF,0,0,0,0,0,0,0,1,1,3,0,0,-0.6272,-2.2880000000000003,-0.982,0,0,0
00-0039874,Jaylen Wright,RB,MIA,19,3,118,0,92,22,24,194,186,63,197.92874999999998,2.9107,-0.1893,-25.554,-22.189,0,0,5
00-0037327,,,,0,0,0,0,0,0,0,0,0,4,0,0,0,0,-2.461,0,0,0
00-0033869,,,,0,0,0,0.3333,8,15,2,1,1,0,0,0,-0.6021,-10.434,-12.088000000000001,0,0,4
00-0032104,,,,13,3,126,0.4,106,11,26,155,145,166,294.9000900000001,4.4682,-0.026,15.832999999999995,-9.262,4,0,13
00-0036527,,,,4,0,18,0,0,0,2,30,30,3,0,0,0.9669,30.779000000000003,0.9229999999999999,0,0,3
00-0037617,,,,1,0,12,0.5625,14,8,15,60,60,29,136.5021,4.0148,-0.2132,-25.968999999999994,-3.677999999999998,8,2,13
00-0037545,Rashid Shaheed,WR,SEA,1,0,13,0,7,0,3,7,7,22,0,0,0.1163,13.111,1.171,0,0,3
00-0037239,Chris Olave,WR,NO,0,0,0,0,7,0,1,1,1,6,0,0,0.5845,5.912,0.885,0,0,0
00-0037801,KaVontae Turpin,WR,DAL,3,0,72,0,22,3,9,45,45,47,0,0,-0.0865,23.502000000000006,3.188,0,0,1
00-0038998,,,,0,0,0,0,16,6,1,-1,-1,23,0,0,0,0,-1.556,0,0,0
00-0038129,Cade Otton,TE,TB,1,0,0,0,0,1,0,2,2,-6,0,0,-2.1676,-10.356,-1.316,0,0,0
00-0039811,,,,1,0,0,0,0,1,0,9,9,6,18.39909,3.0665,-0.3045,-4.935,-1.8050000000000002,0,0,0
00-0037091,,,,3,0,57,0,0,2,4,25,25,29,0,0,0.2343,27.176,1.0330000000000004,0,0,0
00-0038128,,,,5,1,100,1,15,6,7,22,22,116,0,0,0.2205,14.174999999999999,3.024999999999998,3,0,5
00-0036984,,,,9,2,54,0.5455,32,17,18,121,114,45,174.31265999999997,3.1127,-0.2233,-36.53100000000002,-11.238000000000003,7,2,14
00-0033925,,,,5,1,37,0.3333,67,13,21,134,135,97,281.93654999999995,3.9709,-0.2861,-65.17800000000001,-26.699000000000005,6,0,14
00-0031503,Jameis Winston,QB,NYG,1,1,34,0.9091,24,4,19,17,13,70,0,0,-0.0611,6.550999999999998,15.57,1,1,3
00-0035628,,,,10,2,56,0.5,56,6,11,102,87,56,134.57322,4.2054,0.1388,28.266,3.198,1,0,7
00-0039363,,,,20,0,206,1,79,16,31,215,215,205,356.56643999999983,4.2448,0.0137,33.93500000000002,2.9639999999999995,5,1,14
00-0039907,,,,0,0,0,0,0,1,0,0,0,0,0,0,-0.939,-5.723,-0.688,0,0,1
00-0035806,,,,7,0,15,1,21,5,10,49,49,20,54.813750000000006,2.7407,-0.332,-20.814,-1.014,0,0,0
00-0034837,Calvin Ridley,WR,TEN,0,0,39,0,43,1,6,11,11,44,0,0,0.3045,24.061000000000003,-2.3150000000000004,0,0,2
00-0037740,Garrett Wilson,WR,NYJ,1,0,0,0,0,1,1,17,17,-12,0,0,-0.4741,-2.1830000000000007,-0.124,0,0,0
00-0038705,,,,8,0,152,0.75,50,3,12,168,168,55,119.02092,4.9592,0.724,71.209,12.36,0,0,0
00-0038582,,,,0,0,0,0.4,0,5,2,1,1,-5,0,0,-1.2468,-44.361,-10.54,0,0,1
00-0039738,Blake Corum,RB,LAR,13,2,43,0.6667,84,11,21,156,142,65,219.76400999999993,3.789,-0.0539,7.676999999999998,-10.831000000000001,5,0,8
00-0037085,,,,2,0,59,0,15,2,6,59,59,27,54.39357,4.9449,0.7321,34.34,1.0119999999999996,0,0,0
00-0030506,Travis Kelce,TE,KC,0,0,0,0,0,0,0,2,2,-1,0,0,-0.6318,-4.49,-0.092,1,0,1
00-0036414,,,,26,3,268,1,81,28,32,289,261,183,368.8024199999999,3.5462,-0.2256,-54.40700000000004,-20.59499999999999,4,1,13
00-0033854,,,,5,0,46,0.6667,35,10,9,62,62,50,97.34639999999999,3.2449,-0.1868,-13.881,-9.258999999999999,0,0,5
00-0034407,,,,1,0,51,0,21,1,6,31,31,48,0,0,0.6539,46.699,2.367,0,0,1
00-0038621,DeMario Douglas,WR,NE,1,1,0,0,15,0,2,18,9,7,0,0,0.0079,7.492,0.736,0,0,0
00-0039798,Isaiah Davis,RB,NYJ,6,0,105,0,57,2,14,95,95,79,144.15276,4.8051,0.3912,55.579000000000015,4.412,0,0,3
00-0039851,Drake Maye,QB,NE,3,0,294,1,86,6,32,48,48,373,0,0,0.2244,6.081,17.570999999999994,1,0,5
00-0039337,Malik Nabers,WR,NYG,1,0,0,1,0,2,1,7,7,-5,0,0,-0.8176,-13.375000000000002,-0.5599999999999998,0,0,1
00-0039021,,,,7,1,0,0.7857,73,8,26,120,111,39,182.68947000000006,3.3216,0.0174,29.079000000000008,-4.490000000000001,9,6,14
00-0039919,Rome Odunze,WR,CHI,2,1,0,0,8,0,2,25,17,-2,0,0,0.2351,11.012,0.5760000000000001,0,0,0
00-0036096,,,,1,0,0,0,30,1,4,31,31,13,53.08509000000001,5.3085,-0.0992,-0.5250000000000004,-0.025000000000000022,0,0,2
00-0039603,,,,0,0,0,0,0,0,0,2,2,0,3.25428,3.2543,-0.3098,-0.926,-0.336,0,0,0
00-0037291,Jalen Nailor,WR,LV,1,0,0,0.5,0,2,1,6,6,-10,0,0,-0.8196,-10.833,-3.066,1,0,2
00-0033319,,,,0,0,0,0,0,3,0,0,0,-2,0,0,0,0,0,0,0,0
00-0038951,Sean Tucker,RB,TB,9,0,163,0.6,66,5,22,142,142,166,286.3554899999999,5.7271,0.158,52.33200000000002,10.129999999999997,3,1,5
00-0038685,Chris Brooks,RB,GB,8,0,65,0.5,54,5,18,108,108,75,179.69463,4.9915,0.1082,31.998,4.789,1,1,9
00-0027973,,,,1,0,18,0,6,4,3,8,8,26,0,0,-0.5259,-1.469,-4.412,0,0,0
00-0034177,,,,0,0,0,0,6,1,2,1,1,8,0,0,0,0,0.649,0,0,0
00-0038636,,,,11,1,63,1,77,1,13,97,94,78,154.4796,4.9832,0.1966,38.117,0.32699999999999935,0,0,4
00-0039067,Rashee Rice,WR,KC,0,0,0,1,0,0,1,0,0,1,0,0,0.3639,6.471,2.35,0,0,0
00-0033526,Samaje Perine,RB,CIN,1,0,34,0.6667,36,2,9,38,38,54,94.77597000000002,4.7388,0.1857,25.713,-0.003999999999999726,1,1,2
00-0033282,,,,2,0,0,0,14,2,2,5,5,9,0,0,-0.4704,-2.059,-1.884,0,0,1
00-0033955,,,,12,1,105,0.8333,89,8,28,160,160,101,215.18151000000003,3.9124,0.2271,73.46600000000001,6.814999999999999,2,1,13
00-0038738,,,,3,0,10,0.7143,16,3,6,31,31,7,45.786930000000005,3.8156,-0.0034,5.636000000000001,0.936,1,0,3
00-0039342,Xavier Legette,WR,CAR,4,1,0,0,20,1,3,14,14,10,0,0,-0.2197,7.831999999999999,-0.5910000000000001,0,0,0
00-0026498,Matthew Stafford,QB,LAR,1,0,38,1,0,18,10,22,22,19,0,0,-0.1628,-2.978999999999999,-4.262999999999999,1,0,6
00-0038994,Jordan Addison,WR,MIN,1,1,0,0,16,0,2,18,11,9,0,0,1.1026,25.627000000000002,2.731,0,0,1
00-0036264,Jordan Love,QB,GB,1,0,39,1,32,10,12,29,29,54,0,0,0.1111,5.939,6.732000000000001,2,1,11
00-0039893,Brian Thomas Jr.,WR,JAX,2,1,42,0,0,0,3,25,12,36,0,0,0.5246,28.33,2.567,0,0,0
00-0034928,,,,0,0,0,0,0,1,0,2,2,-2,0,0,-1.33,-4.181,-0.498,0,0,0
