Name,Team,POS,gameGameId,gameSeason,gameSeasonTypeSeasonTypeId,gameWeek,playerPlayerId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playStartClockQuarter,playDownNumber,playPassDropbackTypeName,playPassPassResultName,playPassTargetedRouteFamily,playPassThrowTypeParent,playPassReceiverSeparationName,playOffensePersonnelKey,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamsPlayedFor,opponentsPlayed,playerStatsSnapsOffenseTotal,PlayActionLabel,PressuredLabel,BlitzedLabel,RoutesTotal,TargetsContestedLabel,TargetsCatchableLabel,AlignmentInlineRoutesPercentage,AlignmentSlotRoutesPercentage,AlignmentWideRoutesPercentage,playerStatsGamesPlayed,marketShareReceivingRoutesTotal,TargetsTotal,TargetsCatchableTotal,TargetsCatchablePercentage,TargetsPerRoute,ReceptionsTotal,ReceptionsPercentage,YardsTotal,YardsAfterCatchTotal,YardsAfterContactTotal,YardsAirTotal,TouchdownsTotal,AlignmentBackfieldRoutesPercentage,TargetedReadFirstTotal,AverageDepthOfTarget,PasserRatingWhenTargeted,AveragesPerRouteYardsTotal,AveragesPerTargetYardsTotal,AveragesPerTargetYardsOverExpected,AveragesPerReceptionYardsTotal,AveragesPerReceptionYardsAfterCatch,AveragesPerReceptionYardsAfterContact,playerStatsFirstDownsReceiving,playerStatsXfpPprTotal,playerStatsXfpPprReceiving,playerStatsOffenseThreatsPercentage,playerStatsFantasyPointsNonPpr,playerStatsFantasyPointsPpr,playerStatsFantasyPointsHalfPpr,playerStatsFantasyPointsHalfPprRb,playerStatsFantasyPointsPprTe,playerStatsFantasyPointsDraftKings,playerStatsFantasyPointsFanDuel,playerStatsFantasyPointsCbs,playerStatsFantasyPointsNfl,playerStatsFantasyPointsEspn,playerStatsFantasyPointsYahoo,playerStatsFantasyPointsFfpc,playerStatsFantasyPointsNffc,playerStatsInside20ReceivingTargetsTotal,marketShareReceivingTargetsTotal,marketShareReceivingYardsTotal,marketShareReceivingYardsAir,marketShareReceivingTouchdownsTotal,marketShareReceivingTargetedReadFirst,TargetsContestedTotal,TargetsInEndzone,ReceptionsContested,ReceptionsHero,TouchdownsInEndzone,DropsTotal,DeepTargetTargetsTotal,AveragesPerTargetDropsTotal,MissedTacklesForcedTotal,MissedTacklesForcedPerReception,TargetedReadDesignTotal,TargetedReadDesignPercentage,playPlayerAlignmentFamily,playPlayerAlignmentSide
Tommy Tremble,CAR,TE,2025306,2025,1,18,F0C19465EFF2,Carolina,Panthers,,TB,NFC,NFC South,4,3,Scramble Right,Incomplete,Comeback,Static,Step,11,Closed,Closed,Cover 1,"[{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""}]","[{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":28,""key"":""SEA"",""abbreviation"":""SEA"",""location"":""Seattle"",""nickname"":""Seahawks""},{""teamId"":2,""key"":""ATL"",""abbreviation"":""ATL"",""location"":""Atlanta"",""nickname"":""Falcons""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""}]",48,No,Yes,No,43,Yes,Yes,0.4418604651162791,0.4186046511627907,0.13953488372093023,17,0.4174757281553398,6,3,0.5,0.13953488372093023,3,0.5,27,18,3,27,1,,5,4.5,102.1,0.627906976744186,4.5,-2.230706892666666,9,6,1,2,10.222430467,10.222430467,0.15384615384615385,8.7,11.7,10.2,11.7,13.2,11.7,10.2,11.7,11.7,11.7,10.2,13.2,11.7,1,0.06451612903225806,0.04560810810810811,0.03492884864165589,0.16666666666666666,0.07692307692307693,1,1,1,,1,,,,,,,,,
AJ Dillon,PHI,RB,2025320,2025,1,18,F7799C6FF658,Philadelphia,Eagles,true,WAS,NFC,NFC East,4,3,Straight Drop,Incomplete,Go,Vertical,Tight,11,Closed,Closed,Cover 1,"[{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""}]","[{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""}]",4,No,No,No,3,No,No,,0.3333333333333333,,7,0.06382978723404255,,,,,,,,,,,,0.6666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tyquan Thornton,KC,WR,2025263,2025,1,15,B393AA84257A,Kansas City,Chiefs,true,LAC,AFC,AFC West,4,2,Straight Drop,Intercepted,Corner,Horizontal,Tight,11,Closed,Closed,Cover 1,"[{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""}]","[{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""}]",75,No,No,No,69,No,No,,0.36231884057971014,0.6376811594202898,14,0.45098039215686275,14,11,0.7857142857142857,0.2028985507246377,7,0.5,114,28,9,325,,,13,23.214285714285715,77.7,1.6521739130434783,8.142857142857142,-2.4453672004285716,16.285714285714285,4,1.2857142857142858,5,35.216105038,35.216105038,0.23333333333333334,11.4,18.4,14.9,18.4,18.4,21.4,17.9,18.4,18.4,18.4,14.9,18.4,18.4,1,0.10606060606060606,0.15343203230148048,0.28458844133099825,,0.14130434782608695,3,2,1,1,,1,8,0.07142857142857142,,,1,0.07142857142857142,,
Pat Bryant,DEN,WR,2025316,2025,1,18,69774B1E8A2D,Denver,Broncos,true,LAC,AFC,AFC West,4,1,Roll Right,Catch,Flat,Horizontal,Step,11,Closed,Closed,Cover 1,"[{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""}]","[{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""}]",36,Yes,No,No,33,No,Yes,,0.5757575757575758,0.42424242424242425,15,0.4583333333333333,3,2,0.6666666666666666,0.09090909090909091,2,0.6666666666666666,28,20,5,21,,,3,7,96.5,0.8484848484848485,9.333333333333334,2.4242524629999997,14,10,2.5,2,8.520027185,8.520027185,0.0967741935483871,2.8000000000000003,4.800000000000001,3.8000000000000003,4.800000000000001,4.800000000000001,4.800000000000001,3.8000000000000003,4.800000000000001,4.800000000000001,4.800000000000001,3.8000000000000003,4.800000000000001,4.800000000000001,1,0.04477611940298507,0.055776892430278883,0.033925686591276254,,0.06,,1,,,,,,,,,,,,
Devin Singletary,NYG,RB,2025313,2025,1,18,8CB22327EDF8,New York,Giants,true,DAL,NFC,NFC East,4,2,Straight Drop,Catch,Shallow Cross/Trick,Schemed,Open,11,Closed,Closed,Cover 1,"[{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""}]","[{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""}]",38,No,No,No,21,No,Yes,,0.047619047619047616,0.09523809523809523,17,0.14,3,3,1,0.14285714285714285,3,1,55,61,45,-6,,0.8571428571428571,3,-2,118.8,2.619047619047619,18.333333333333332,12.494255279999999,18.333333333333332,20.333333333333332,15,2,5.764521788,5.764521788,0.1111111111111111,5.5,8.5,7,10,8.5,8.5,7,8.5,8.5,8.5,7,8.5,8.5,1,0.025,0.05952380952380952,-0.0060790273556231,,0.03571428571428571,,,,,,,,,3,1,1,0.3333333333333333,Backfield,Right
Troy Franklin,DEN,WR,2025316,2025,1,18,351F99F5BD64,Denver,Broncos,true,LAC,AFC,AFC West,4,1,Roll Right,Catch,Flat,Horizontal,Step,11,Closed,Closed,Cover 1,"[{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""}]","[{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""}]",65,Yes,No,No,62,No,Yes,,0.532258064516129,0.46774193548387094,17,0.7948717948717948,18,11,0.6111111111111112,0.2903225806451613,8,0.4444444444444444,51,13,6,290,1,,11,16.11111111111111,47,0.8225806451612904,2.8333333333333335,-6.241872741666667,6.375,1.625,0.75,3,39.894912637,39.894912637,0.3157894736842105,10.100000000000001,18.1,14.100000000000001,18.1,18.1,18.1,13.100000000000001,17.1,17.1,17.1,13.100000000000001,18.1,17.1,3,0.2535211267605634,0.09497206703910614,0.4277286135693215,0.25,0.21153846153846154,3,3,1,,1,2,5,0.1111111111111111,3,0.375,1,0.05555555555555555,,
Jakobi Meyers,JAX,WR,2025311,2025,1,18,BAC16A870184,Jacksonville,Jaguars,true,TEN,AFC,AFC South,4,4,Straight Drop,Catch,Hitch,Static,Tight,11,Closed,Closed,Cover 1,"[{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""}]","[{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""},{""teamId"":1,""key"":""ARZ"",""abbreviation"":""ARZ"",""location"":""Arizona"",""nickname"":""Cardinals""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""}]",115,No,No,No,112,Yes,Yes,,0.4732142857142857,0.5267857142857143,16,0.8888888888888888,25,20,0.8,0.22321428571428573,17,0.68,191,53,16,240,,,17,9.6,57.3,1.7053571428571428,7.64,-0.4215334979199997,11.235294117647058,3.1176470588235294,0.9411764705882353,14,43.042233275,43.042233275,0.2717391304347826,19.1,36.1,27.6,36.1,36.1,39.1,30.6,36.1,36.1,36.1,27.6,36.1,36.1,3,0.2336448598130841,0.2265717674970344,0.23785926660059464,,0.22077922077922077,6,1,4,,,1,1,0.04,,,,,,
Justin Watson,HST,WR,2025310,2025,1,18,CB4B10F904BC,Houston,Texans,true,IND,AFC,AFC South,4,2,Straight Drop,Catch,Hitch,Static,Open,11,Closed,Closed,Cover 1,"[{""teamId"":13,""key"":""HST"",""abbreviation"":""HST"",""location"":""Houston"",""nickname"":""Texans""}]","[{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""},{""teamId"":17,""key"":""LA"",""abbreviation"":""LA"",""location"":""Los Angeles"",""nickname"":""Rams""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""}]",9,Yes,No,Yes,9,No,Yes,,0.7777777777777778,0.2222222222222222,3,0.45,2,1,0.5,0.2222222222222222,1,0.5,15,2,1,35,,,2,17.5,75,1.6666666666666667,7.5,-2.9192992459999996,15,2,1,1,4.592547426,4.592547426,0.2857142857142857,1.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,2.5,2,2.5,2.5,1,0.125,0.12195121951219512,0.2845528455284553,,0.18181818181818182,,1,,,,,1,,,,,,,
Marvin Mims,DEN,WR,2025316,2025,1,18,BC499A7B3D48,Denver,Broncos,true,LAC,AFC,AFC West,4,1,Roll Right,Catch,Flat,Horizontal,Step,11,Closed,Closed,Cover 1,"[{""teamId"":10,""key"":""DEN"",""abbreviation"":""DEN"",""location"":""Denver"",""nickname"":""Broncos""}]","[{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":32,""key"":""WAS"",""abbreviation"":""WAS"",""location"":""Washington"",""nickname"":""Commanders""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":16,""key"":""KC"",""abbreviation"":""KC"",""location"":""Kansas City"",""nickname"":""Chiefs""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":9,""key"":""DAL"",""abbreviation"":""DAL"",""location"":""Dallas"",""nickname"":""Cowboys""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":24,""key"":""NYG"",""abbreviation"":""NYG"",""location"":""New York"",""nickname"":""Giants""},{""teamId"":15,""key"":""JAX"",""abbreviation"":""JAX"",""location"":""Jacksonville"",""nickname"":""Jaguars""},{""teamId"":26,""key"":""PHI"",""abbreviation"":""PHI"",""location"":""Philadelphia"",""nickname"":""Eagles""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":14,""key"":""IND"",""abbreviation"":""IND"",""location"":""Indianapolis"",""nickname"":""Colts""}]",32,Yes,No,No,30,No,Yes,,0.2,0.7666666666666667,15,0.4225352112676056,6,6,1,0.2,6,1,107,55,36,57,1,0.03333333333333333,6,9.5,158.3,3.566666666666667,17.833333333333332,10.384640198666666,17.833333333333332,9.166666666666666,6,4,11.582431914,11.582431914,0.23076923076923078,16.700000000000003,22.700000000000003,19.700000000000003,22.700000000000003,22.700000000000003,25.700000000000003,22.700000000000003,22.700000000000003,22.700000000000003,22.700000000000003,19.700000000000003,22.700000000000003,22.700000000000003,1,0.09375,0.21021611001964635,0.09661016949152543,0.25,0.125,1,1,1,,1,,2,,1,0.16666666666666666,1,0.16666666666666666,,
Darren Waller,MIA,TE,2025299,2025,1,17,F1DF94BB4217,Miami,Dolphins,true,TB,NFC,NFC South,4,1,Roll Left,Catch,Corner,Horizontal,Wide Open,11,Closed,Closed,Cover 1,"[{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""}]","[{""teamId"":23,""key"":""NO"",""abbreviation"":""NO"",""location"":""New Orleans"",""nickname"":""Saints""},{""teamId"":7,""key"":""CIN"",""abbreviation"":""CIN"",""location"":""Cincinnati"",""nickname"":""Bengals""},{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":5,""key"":""CAR"",""abbreviation"":""CAR"",""location"":""Carolina"",""nickname"":""Panthers""},{""teamId"":18,""key"":""LAC"",""abbreviation"":""LAC"",""location"":""Los Angeles"",""nickname"":""Chargers""},{""teamId"":30,""key"":""TB"",""abbreviation"":""TB"",""location"":""Tampa Bay"",""nickname"":""Buccaneers""},{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""}]",17,No,No,No,17,No,Yes,0.11764705882352941,0.4117647058823529,0.47058823529411764,9,0.6071428571428571,3,3,1,0.17647058823529413,2,0.6666666666666666,13,4,2,20,,,3,6.666666666666667,75.7,0.7647058823529411,4.333333333333333,-2.7623235166666666,6.5,2,1,2,4.310918307,4.310918307,0.23076923076923078,1.3,3.3,2.3,3.3,4.3,3.3,2.3,3.3,3.3,3.3,2.3,4.3,3.3,,0.13043478260869565,0.12037037037037036,0.1941747572815534,,0.17647058823529413,2,,1,,,,,,,,,,,
Quinshon Judkins,CLV,RB,2025278,2025,1,16,D15FA71532C4,Cleveland,Browns,true,BUF,AFC,AFC East,4,2,Scramble Left,Catch,Shallow Cross/Trick,Schemed,Open,13,Closed,Closed,Cover 1,"[{""teamId"":8,""key"":""CLV"",""abbreviation"":""CLV"",""location"":""Cleveland"",""nickname"":""Browns""}]","[{""teamId"":21,""key"":""MIN"",""abbreviation"":""MIN"",""location"":""Minnesota"",""nickname"":""Vikings""},{""teamId"":22,""key"":""NE"",""abbreviation"":""NE"",""location"":""New England"",""nickname"":""Patriots""},{""teamId"":27,""key"":""PIT"",""abbreviation"":""PIT"",""location"":""Pittsburgh"",""nickname"":""Steelers""},{""teamId"":6,""key"":""CHI"",""abbreviation"":""CHI"",""location"":""Chicago"",""nickname"":""Bears""},{""teamId"":3,""key"":""BLT"",""abbreviation"":""BLT"",""location"":""Baltimore"",""nickname"":""Ravens""},{""teamId"":25,""key"":""NYJ"",""abbreviation"":""NYJ"",""location"":""New York"",""nickname"":""Jets""},{""teamId"":12,""key"":""GB"",""abbreviation"":""GB"",""location"":""Green Bay"",""nickname"":""Packers""},{""teamId"":19,""key"":""LV"",""abbreviation"":""LV"",""location"":""Las Vegas"",""nickname"":""Raiders""},{""teamId"":20,""key"":""MIA"",""abbreviation"":""MIA"",""location"":""Miami"",""nickname"":""Dolphins""},{""teamId"":29,""key"":""SF"",""abbreviation"":""SF"",""location"":""San Francisco"",""nickname"":""49ers""},{""teamId"":31,""key"":""TEN"",""abbreviation"":""TEN"",""location"":""Tennessee"",""nickname"":""Titans""},{""teamId"":11,""key"":""DET"",""abbreviation"":""DET"",""location"":""Detroit"",""nickname"":""Lions""},{""teamId"":4,""key"":""BUF"",""abbreviation"":""BUF"",""location"":""Buffalo"",""nickname"":""Bills""}]",45,Yes,Yes,No,35,No,Yes,,0.02857142857142857,0.11428571428571428,14,0.28,6,4,0.6666666666666666,0.17142857142857143,3,0.5,3,9,4,-14,,0.8571428571428571,5,-2.3333333333333335,56.3,0.08571428571428572,0.5,-5.372613115,1,3,1.3333333333333333,,8.548512526,8.548512526,0.16666666666666666,0.30000000000000004,3.3,1.8,4.8,3.3,3.3,1.8,3.3,3.3,3.3,1.8,3.3,3.3,,0.05405405405405406,0.0044444444444444444,-0.016887816646562123,,0.06329113924050633,1,,,,,,,,,,4,0.6666666666666666,,
