teamTeamId,teamLocation,teamNickname,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal,teamIsHomeTeam
31,Tennessee,Titans,HST,AFC,AFC South,Open,Closed,Cover 3,17,96,No,Yes,No,434,96,No,13,Yes,96,1,11,0.2212,85,8,2,0.8854,1133,497,160,804,10,9,4,7,0.0824,0.0625,0.1979,0.375,0.3646,80,0.8333,3,0.0312,8.375,150.6,2.6106,11.8021,4.0007,0.0417,13.3294,5.8471,1.8824,53,18,1
22,New England,Patriots,BUF,AFC,AFC East,Closed,Closed,Cover 1,17,114,No,No,No,498,114,No,17,Yes,114,1,10,0.2289,98,10,2,0.8596,1375,512,187,1194,19,8,8,13,0.1327,0.1316,0.1053,0.307,0.4561,97,0.8509,1,0.0088,10.4737,156.5,2.761,12.0614,3.802,0.0702,14.0306,5.2245,1.9082,72,25,1
30,Tampa Bay,Buccaneers,NO,NFC,NFC South,Closed,Closed,Cover 1,17,119,No,No,Yes,502,119,No,7,Yes,119,1,9,0.2371,111,4,1,0.9328,1702,666,220,1212,13,7,4,20,0.1802,0.084,0.1261,0.3866,0.4034,93,0.7815,2,0.0168,10.1849,155.2,3.3904,14.3025,6.2946,0.0336,15.3333,6,1.982,72,10,1
17,Los Angeles,Rams,SEA,NFC,NFC West,Open,Open,Cover 2 Man,17,132,No,No,No,588,132,Yes,16,Yes,132,1,5,0.2245,117,9,4,0.8864,1599,813,228,1049,10,3,8,17,0.1453,0.1364,0.1591,0.2803,0.4242,96,0.7273,2,0.0152,7.947,136.1,2.7194,12.1136,4.6395,0.0606,13.6667,6.9487,1.9487,67,18,1
28,Seattle,Seahawks,LA,NFC,NFC West,Open,Open,Cover 2 Man,16,105,No,No,No,463,105,Yes,11,Yes,105,1,10,0.2268,97,6,3,0.9238,1333,634,178,795,15,6,3,10,0.1031,0.1714,0.1143,0.3619,0.3524,69,0.6571,2,0.019,7.5714,158.3,2.879,12.6952,5.2114,0.0286,13.7423,6.5361,1.8351,67,21,
14,Indianapolis,Colts,JAX,AFC,AFC South,Open,Open,Cover 2,17,116,No,Yes,No,505,116,No,8,Yes,116,1,9,0.2297,112,5,2,0.9655,1302,643,248,750,16,8,1,24,0.2143,0.2241,0.1034,0.3103,0.3621,78,0.6724,8,0.069,6.4655,153,2.5782,11.2241,3.9675,0.0086,11.625,5.7411,2.2143,70,19,1
10,Denver,Broncos,KC,AFC,AFC West,Closed,Closed,Cover 3,16,129,Yes,No,No,557,129,No,15,Yes,129,1,6,0.2316,122,12,2,0.9457,1365,532,183,966,7,5,4,10,0.082,0.1473,0.124,0.3876,0.3411,96,0.7442,6,0.0465,7.4884,128.8,2.4506,10.5814,3.0853,0.031,11.1885,4.3607,1.5,68,18,1
15,Jacksonville,Jaguars,IND,AFC,AFC South,Open,Open,Cover 2,17,157,No,Yes,No,693,157,No,19,Yes,157,1,8,0.2266,143,11,3,0.9108,2246,1014,260,1394,17,7,4,17,0.1189,0.121,0.1592,0.242,0.4777,128,0.8153,6,0.0382,8.879,154.8,3.241,14.3057,6.4189,0.0255,15.7063,7.0909,1.8182,101,19,
18,Los Angeles,Chargers,LV,AFC,AFC West,Open,Open,Cover 6,16,102,No,No,No,450,102,No,9,Yes,102,1,7,0.2267,93,7,2,0.9118,1250,423,159,961,11,6,6,9,0.0968,0.098,0.1863,0.3235,0.3922,84,0.8235,4,0.0392,9.4216,153.7,2.7778,12.2549,4.3897,0.0588,13.4409,4.5484,1.7097,55,10,
25,New York,Jets,MIA,AFC,AFC East,Open,Open,Cover 4,17,121,No,No,No,545,121,No,15,Yes,121,1,7,0.222,105,5,3,0.8678,1342,581,206,1045,11,7,7,14,0.1333,0.0909,0.1736,0.3967,0.3388,93,0.7686,2,0.0165,8.6364,143.2,2.4624,11.0909,3.5273,0.0579,12.781,5.5333,1.9619,66,16,1
12,Green Bay,Packers,CHI,NFC,NFC North,Closed,Closed,Cover 3,17,76,Yes,No,No,346,76,No,9,Yes,76,1,5,0.2197,70,5,,0.9211,1037,428,122,753,7,5,3,5,0.0714,0.1184,0.1842,0.3158,0.3816,59,0.7763,3,0.0395,9.9079,149.5,2.9971,13.6447,5.7005,0.0395,14.8143,6.1143,1.7429,48,6,1
3,Baltimore,Ravens,CLV,AFC,AFC North,Closed,Closed,Cover 1,16,104,Yes,No,Yes,443,104,No,13,Yes,104,1,6,0.2348,90,8,1,0.8654,1277,533,146,954,8,2,9,10,0.1111,0.1154,0.1346,0.3558,0.3942,87,0.8365,10,0.0962,9.1731,143.5,2.8826,12.2788,4.3075,0.0865,14.1889,5.9222,1.6222,56,11,1
20,Miami,Dolphins,NYJ,AFC,AFC East,Open,Open,Cover 4,17,105,No,No,No,462,105,No,8,Yes,105,1,5,0.2273,94,6,2,0.8952,1074,532,204,650,9,4,7,15,0.1596,0.181,0.1238,0.3429,0.3524,77,0.7333,2,0.019,6.1905,137.9,2.3247,10.2286,3.0836,0.0667,11.4255,5.6596,2.1702,59,15,
19,Las Vegas,Raiders,LAC,AFC,AFC West,Open,Open,Cover 6,17,87,No,No,No,364,87,No,7,Yes,87,1,11,0.239,76,3,1,0.8736,1137,539,193,899,13,9,5,15,0.1974,0.1494,0.1149,0.3793,0.3563,64,0.7356,4,0.046,10.3333,158.3,3.1236,13.069,4.891,0.0575,14.9605,7.0921,2.5395,53,14,1
9,Dallas,Cowboys,WAS,NFC,NFC East,Closed,Closed,Cover 1,17,104,No,No,Yes,432,104,Yes,8,Yes,104,1,5,0.2407,97,5,,0.9327,1305,581,188,916,10,4,3,11,0.1134,0.1154,0.1442,0.2788,0.4519,87,0.8365,7,0.0673,8.8077,146.8,3.0208,12.5481,4.778,0.0288,13.4536,5.9897,1.9381,47,11,1
21,Minnesota,Vikings,DET,NFC,NFC North,Open,Closed,Cover 1,17,130,No,No,No,520,130,Yes,13,Yes,130,1,8,0.25,117,7,,0.9,1396,661,182,911,9,5,5,9,0.0769,0.1692,0.1538,0.3231,0.3538,93,0.7154,12,0.0923,7.0077,134.5,2.6846,10.7385,3.4045,0.0385,11.9316,5.6496,1.5556,75,21,
23,New Orleans,Saints,TB,NFC,NFC South,Closed,Closed,Cover 1,17,121,No,No,Yes,532,121,No,18,Yes,121,1,8,0.2274,108,10,1,0.8926,1563,632,207,1185,7,6,5,14,0.1296,0.0661,0.124,0.3719,0.438,87,0.719,3,0.0248,9.7934,134.6,2.938,12.9174,4.8975,0.0413,14.4722,5.8519,1.9167,70,9,
11,Detroit,Lions,MIN,NFC,NFC North,Open,Closed,Cover 1,17,107,No,No,No,477,107,Yes,21,Yes,107,1,4,0.2243,94,10,2,0.8785,1482,562,169,1127,5,1,3,11,0.117,0.1028,0.1121,0.3925,0.3925,79,0.7383,4,0.0374,10.5327,134.3,3.1069,13.8505,5.8781,0.028,15.766,5.9787,1.7979,56,14,1
13,Houston,Texans,TEN,AFC,AFC South,Open,Closed,Cover 3,17,84,No,Yes,No,372,84,No,9,Yes,84,1,7,0.2258,75,6,,0.8929,1357,605,186,959,15,4,5,15,0.2,0.0952,0.119,0.2619,0.5238,75,0.8929,4,0.0476,11.4167,158.3,3.6478,16.1548,7.9186,0.0595,18.0933,8.0667,2.48,54,11,
