teamTeamId,teamLocation,teamNickname,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal,teamIsHomeTeam
7,Cincinnati,Bengals,PIT,AFC,AFC North,Open,Open,Cover 6,17,33,No,Yes,No,150,33,Yes,7,Yes,33,1,3,0.22,27,4,,0.8182,264,131,98,241,3,2,3,5,0.1852,0.1515,0.0606,0.303,0.4848,21,0.6364,2,0.0606,7.303,105.1,1.76,8,0.6312,0.0909,9.7778,4.8519,3.6296,12,3,
26,Philadelphia,Eagles,NYG,NFC,NFC East,Open,Open,Cover 6,17,48,No,Yes,No,215,48,No,7,Yes,48,1,2,0.2233,37,2,,0.7708,381,198,87,298,2,1,3,5,0.1351,0.2292,0.1042,0.375,0.2917,34,0.7083,4,0.0833,6.2083,113.3,1.7721,7.9375,0.707,0.0625,10.2973,5.3514,2.3514,18,5,1
8,Cleveland,Browns,BLT,AFC,AFC North,Closed,Closed,Cover 1,16,34,No,No,Yes,147,34,Yes,7,Yes,34,1,,0.2313,28,4,2,0.8235,420,118,46,378,,,4,4,0.1429,0.0882,0.0882,0.4118,0.4118,28,0.8235,1,0.0294,11.1176,118.1,2.8571,12.3529,3.79,0.1176,15,4.2143,1.6429,22,,
28,Seattle,Seahawks,LA,NFC,NFC West,Open,Closed,Cover 1,17,54,Yes,Yes,No,228,54,No,6,Yes,54,1,4,0.2368,45,,,0.8333,359,220,97,272,2,2,3,7,0.1556,0.1852,0.1296,0.2963,0.3704,32,0.5926,4,0.0741,5.037,106.7,1.5746,6.6481,0.2065,0.0556,7.9778,4.8889,2.1556,18,6,
17,Los Angeles,Rams,SEA,NFC,NFC West,Open,Closed,Cover 1,14,39,Yes,Yes,No,173,39,No,7,Yes,39,1,1,0.2254,29,2,,0.7436,299,131,43,276,2,1,5,5,0.1724,0.1538,0.1538,0.2308,0.4615,28,0.7179,3,0.0769,7.0769,102.4,1.7283,7.6667,0.3786,0.1282,10.3103,4.5172,1.4828,21,4,1
22,New England,Patriots,BUF,AFC,AFC East,Open,Open,Bracket,17,24,No,No,No,91,24,No,1,Yes,24,1,1,0.2637,22,1,,0.9167,241,147,68,128,,,,3,0.1364,0.1667,0.2083,0.3333,0.2917,17,0.7083,4,0.1667,5.3333,108.5,2.6484,10.0417,3.1406,,10.9545,6.6818,3.0909,11,2,1
30,Tampa Bay,Buccaneers,NO,NFC,NFC South,Closed,Closed,Cover 3,17,44,No,No,Yes,191,44,No,9,Yes,44,1,1,0.2304,30,2,1,0.6818,325,138,41,336,2,1,6,9,0.3,0.1136,0.0909,0.2955,0.5,36,0.8182,,,7.6364,104.8,1.7016,7.3864,-0.2749,0.1364,10.8333,4.6,1.3667,19,6,1
31,Tennessee,Titans,HST,AFC,AFC South,Open,Closed,Cover 3,15,23,No,No,Yes,96,23,Yes,3,Yes,23,1,1,0.2396,18,1,,0.7826,155,55,20,165,2,1,3,1,0.0556,0.1739,,0.4348,0.3913,17,0.7391,2,0.087,7.1739,123.7,1.6146,6.7391,-0.6604,0.1304,8.6111,3.0556,1.1111,10,4,1
10,Denver,Broncos,KC,AFC,AFC West,Closed,Closed,Cover 1,17,39,No,No,No,179,39,No,6,Yes,39,1,4,0.2179,32,2,1,0.8205,368,146,44,323,4,3,4,5,0.1562,0.1538,0.1026,0.2821,0.4615,27,0.6923,1,0.0256,8.2821,140.2,2.0559,9.4359,1.7754,0.1026,11.5,4.5625,1.375,19,3,1
14,Indianapolis,Colts,NYG,NFC,NFC East,Open,Closed,Cover 3,16,36,Yes,No,Yes,165,36,No,7,Yes,36,1,2,0.2182,28,3,,0.7778,373,111,62,336,2,1,4,5,0.1786,0.1944,0.1667,0.2222,0.4167,24,0.6667,2,0.0556,9.3333,116.8,2.2606,10.3611,2.6406,0.1111,13.3214,3.9643,2.2143,18,5,
18,Los Angeles,Chargers,LV,AFC,AFC West,Open,Open,Cover 4,16,34,No,No,No,149,34,No,8,Yes,34,1,3,0.2282,28,4,4,0.8235,286,95,31,246,3,3,2,,,0.2353,0.0588,0.4118,0.2941,22,0.6471,2,0.0588,7.2353,131.1,1.9195,8.4118,0.9725,0.0588,10.2143,3.3929,1.1071,14,4,
15,Jacksonville,Jaguars,TEN,AFC,AFC South,Closed,Closed,Cover 1,15,33,Yes,Yes,Yes,150,33,No,6,Yes,33,1,,0.22,27,3,3,0.8182,302,134,45,243,1,,2,5,0.1852,0.1818,0.1515,0.2727,0.3636,21,0.6364,,,7.3636,114.9,2.0133,9.1515,1.8673,0.0606,11.1852,4.963,1.6667,14,2,1
20,Miami,Dolphins,NYJ,AFC,AFC East,Open,Open,Red Zone,15,27,No,Yes,No,120,27,No,1,Yes,27,1,1,0.225,26,,1,0.963,277,137,52,161,2,1,,,,0.1852,0.0741,0.3704,0.3704,14,0.5185,2,0.0741,5.963,134.1,2.3083,10.2593,3.1779,,10.6538,5.2692,2,15,4,
12,Green Bay,Packers,CHI,NFC,NFC North,Open,Closed,Cover 1,15,42,No,No,Yes,193,42,No,4,Yes,42,1,4,0.2176,39,2,1,0.9286,411,146,65,333,3,3,,3,0.0769,0.1429,0.1667,0.3333,0.3571,31,0.7381,1,0.0238,7.9286,131.3,2.1295,9.7857,2.2133,,10.5385,3.7436,1.6667,25,3,1
3,Baltimore,Ravens,CLV,AFC,AFC North,Closed,Closed,Cover 1,17,73,No,No,Yes,314,73,Yes,15,Yes,73,1,7,0.2325,62,7,5,0.8493,884,289,59,715,8,6,1,5,0.0806,0.2055,0.0959,0.2877,0.411,52,0.7123,7,0.0959,9.7945,153.7,2.8153,12.1096,4.1838,0.0137,14.2581,4.6613,0.9516,39,9,1
25,New York,Jets,MIA,AFC,AFC East,Open,Open,Red Zone,15,35,No,Yes,No,138,35,No,13,Yes,35,1,3,0.2536,21,5,,0.6,229,69,45,255,,,6,2,0.0952,0.1143,0.0857,0.3429,0.4571,26,0.7429,3,0.0857,7.2857,79.3,1.6594,6.5429,-0.7499,0.1714,10.9048,3.2857,2.1429,11,3,1
9,Dallas,Cowboys,WAS,NFC,NFC East,Open,Open,Cover 0,17,41,No,No,Yes,173,41,Yes,7,Yes,41,1,2,0.237,29,3,1,0.7073,429,186,58,357,4,2,9,4,0.1379,0.1707,0.0732,0.2927,0.4634,31,0.7561,1,0.0244,8.7073,127,2.4798,10.4634,2.7364,0.2195,14.7931,6.4138,2,19,6,1
19,Las Vegas,Raiders,LAC,AFC,AFC West,Open,Open,Cover 4,17,39,No,No,No,186,39,No,5,Yes,39,1,1,0.2097,30,2,,0.7692,349,116,23,311,,,6,1,0.0333,0.3077,0.1282,0.2051,0.359,18,0.4615,,,7.9744,103.5,1.8763,8.9487,1.2708,0.1538,11.6333,3.8667,0.7667,17,4,1
13,Houston,Texans,TEN,AFC,AFC South,Open,Closed,Cover 3,16,42,No,No,Yes,188,42,Yes,10,Yes,42,1,,0.2234,28,2,,0.6667,346,110,50,404,,,6,3,0.1071,0.119,0.1429,0.2619,0.4762,36,0.8571,2,0.0476,9.619,92,1.8404,8.2381,0.0875,0.1429,12.3571,3.9286,1.7857,20,1,
11,Detroit,Lions,MIN,NFC,NFC North,Open,Open,Cover 2,17,48,Yes,No,Yes,207,48,No,8,Yes,48,1,2,0.2319,40,4,1,0.8333,461,176,48,386,3,1,3,3,0.075,0.125,0.1875,0.3542,0.3333,34,0.7083,2,0.0417,8.0417,127.5,2.2271,9.6042,2.1464,0.0625,11.525,4.4,1.2,22,6,1
23,New Orleans,Saints,TB,NFC,NFC South,Closed,Closed,Cover 3,17,34,No,No,Yes,154,34,No,9,Yes,34,1,1,0.2208,20,2,1,0.5882,345,190,35,328,1,,5,3,0.15,0.1471,0.0294,0.4706,0.3529,24,0.7059,2,0.0588,9.6471,103.2,2.2403,10.1471,2.1012,0.1471,17.25,9.5,1.75,10,2,
21,Minnesota,Vikings,DET,NFC,NFC North,Open,Open,Cover 2,17,41,Yes,No,Yes,173,41,No,9,Yes,41,1,1,0.237,28,2,1,0.6829,355,154,54,359,2,,7,3,0.1071,0.122,0.0488,0.439,0.3902,28,0.6829,1,0.0244,8.7561,101.2,2.052,8.6585,0.745,0.1707,12.6786,5.5,1.9286,17,7,
