teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingTouchdownsTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingInterceptionsTotal,opponentStatsPassingTowThrowPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingSackedAvoidedTotal
24,New York,Giants,True,DAL,NFC,NFC East,Closed,Closed,Cover 3,15,19,19,1,,13,0.6842105263157895,0.9473684210526315,0.22419627847368417,29,0.2631578947368421,168,8.842105263157896,0.26785714285714285,9.894736842105264,159,1,No,Yes,8,0.42105263157894735,0.0263578947368421,No,,3,0.15789473684210525,0.05263157894736842,0.631578947368421,2.863157894736842,2.975,8.368421052631579,113.5,No,Yes,6,,0.05263157894736842,0.10526315789473684,
4,Buffalo,Bills,True,PHI,NFC,NFC East,Open,Open,Cover 6,12,8,8,1,1,7,0.875,1,0.17017076812499998,1,0.125,50,6.25,0.66,8.75,18,1,No,No,2,0.25,0.006356250000000008,No,0.125,,,,0.75,1.9874999999999998,2.45,2.25,132.3,Yes,Yes,4,,,0.125,
14,Indianapolis,Colts,,HST,AFC,AFC South,Closed,Closed,Cover 1,13,23,23,1,2,13,0.5652173913043478,0.782608695652174,0.10488511065217399,39,0.21739130434782608,137,5.956521739130435,0.45985401459854014,5.956521739130435,210,,Yes,Yes,7,0.30434782608695654,-0.08170217391304345,Yes,0.043478260869565216,3,0.13043478260869565,0.043478260869565216,0.7391304347826086,2.8130434782608695,2.5714285714285716,9.130434782608695,74,Yes,Yes,6,,,0.043478260869565216,
1,Arizona,Cardinals,,LA,NFC,NFC West,Open,Closed,Cover 3,15,15,15,1,,11,0.7333333333333333,1,0.2457347819333333,6,0.26666666666666666,140,9.333333333333334,0.21428571428571427,9.333333333333334,116,,No,Yes,4,0.26666666666666666,-0.05848333333333334,No,,1,0.06666666666666667,0.2,0.6666666666666666,2.46,2.6,7.733333333333333,102.1,No,Yes,6,,,0.13333333333333333,
10,Denver,Broncos,True,LAC,AFC,AFC West,Open,Open,Cover 2,15,28,28,1,1,15,0.5357142857142857,0.7857142857142857,0.005322114428571445,23,0.25,143,5.107142857142857,0.4195804195804196,5.107142857142857,164,,No,Yes,11,0.39285714285714285,0.06696785714285713,No,0.03571428571428571,2,0.07142857142857142,0.03571428571428571,0.7142857142857143,2.4642857142857144,2.2636363636363637,5.857142857142857,68,No,Yes,8,,0.03571428571428571,0.03571428571428571,
28,Seattle,Seahawks,,SF,NFC,NFC West,Open,Open,Cover 4,16,27,27,1,2,13,0.48148148148148145,0.8518518518518519,0.07228211640740745,51,0.37037037037037035,128,4.7407407407407405,0.4765625,3.074074074074074,157,,No,No,2,0.07407407407407407,-0.21580925925925928,No,0.037037037037037035,1,0.037037037037037035,0.037037037037037035,0.6296296296296297,2.2555555555555555,3.1,5.814814814814815,46.5,Yes,Yes,6,1,,0.1111111111111111,1
31,Tennessee,Titans,,JAX,AFC,AFC South,Open,Open,Cover 2,15,14,14,1,2,9,0.6428571428571429,0.7857142857142857,0.03850524749999995,9,0.14285714285714285,87,6.214285714285714,0.2988505747126437,7.642857142857143,105,1,No,Yes,5,0.35714285714285715,0.004146428571428551,No,,1,0.07142857142857142,,0.6428571428571429,2.6214285714285714,2.16,7.5,105.4,No,Yes,4,,,0.07142857142857142,
22,New England,Patriots,True,MIA,AFC,AFC East,Closed,Closed,Cover 3,14,20,20,1,,14,0.7,0.85,0.07943027764999999,3,0.15,112,5.6,0.25,5.6,115,,No,No,6,0.3,-0.06741250000000001,No,0.05,2,0.1,,0.6,2.705,2.733333333333333,5.75,83.7,No,Yes,3,,,0.15,
30,Tampa Bay,Buccaneers,True,CAR,NFC,NFC South,Open,Closed,Cover 3,15,27,27,1,3,16,0.5925925925925926,0.7777777777777778,0.06338760714814817,66,0.18518518518518517,148,5.481481481481482,0.2905405405405405,6.222222222222222,249,1,No,Yes,7,0.25925925925925924,-0.05554074074074071,No,0.07407407407407407,5,0.18518518518518517,0.14814814814814814,0.8888888888888888,2.4,2.414285714285714,9.222222222222221,86.7,No,Yes,7,,,0.037037037037037035,1
17,Los Angeles,Rams,True,ARZ,NFC,NFC West,Open,Closed,Cover 3,16,18,18,1,,11,0.6111111111111112,0.7777777777777778,0.014676095055555671,34,0.16666666666666666,105,5.833333333333333,0.47619047619047616,5.833333333333333,114,,No,Yes,9,0.5,0.14111666666666667,No,0.05555555555555555,2,0.1111111111111111,0.05555555555555555,0.6666666666666666,2.6555555555555554,2.4000000000000004,6.333333333333333,77.3,No,Yes,4,,,0.05555555555555555,1
3,Baltimore,Ravens,,PIT,AFC,AFC North,Closed,Open,Cover 2,13,14,14,1,1,8,0.5714285714285714,0.8571428571428571,0.16356376321428567,40,0.2857142857142857,88,6.285714285714286,0.4090909090909091,9.142857142857142,139,2,No,No,3,0.21428571428571427,-0.13131785714285713,No,,2,0.14285714285714285,,0.7857142857142857,2.5785714285714287,3.266666666666666,9.928571428571429,115.5,No,Yes,4,,,0.07142857142857142,
12,Green Bay,Packers,True,BLT,AFC,AFC North,Open,Open,Cover 2,15,16,16,1,,13,0.8125,0.875,0.12234522718749996,5,0.0625,130,8.125,0.19230769230769232,8.125,119,,No,No,8,0.5,0.09463749999999999,No,0.0625,1,0.0625,0.0625,0.5,2.925,2.5875,7.4375,100.5,No,Yes,9,,,0.125,1
20,Miami,Dolphins,,NE,AFC,AFC East,Closed,Closed,Cover 3,16,18,18,1,1,12,0.6666666666666666,0.8333333333333334,0.09179641977777786,43,0.16666666666666666,157,8.722222222222221,0.5095541401273885,8.444444444444445,146,2,No,No,6,0.3333333333333333,-0.004466666666666668,No,,2,0.1111111111111111,0.1111111111111111,0.7222222222222222,2.533333333333333,2.4,8.11111111111111,107.9,No,Yes,5,1,0.1111111111111111,0.05555555555555555,2
25,New York,Jets,,NO,NFC,NFC South,Open,Closed,Cover 3,15,18,18,1,,8,0.4444444444444444,0.7222222222222222,-0.043667214222222195,31,0.2777777777777778,106,5.888888888888889,0.5188679245283019,5.888888888888889,117,,No,No,2,0.1111111111111111,-0.17973055555555556,Yes,0.05555555555555555,1,0.05555555555555555,,0.8333333333333334,2.261111111111111,2.35,6.5,63.7,Yes,Yes,4,,,0.05555555555555555,
18,Los Angeles,Chargers,,DEN,AFC,AFC West,Open,Open,Cover 2,15,16,16,1,1,11,0.6875,0.875,0.15454699418749995,47,0.1875,85,5.3125,0.16470588235294117,6.5625,161,1,No,Yes,5,0.3125,-0.012003125000000003,No,,2,0.125,,0.6875,2.45625,2.18,10.0625,102.3,No,Yes,7,,,,
15,Jacksonville,Jaguars,True,TEN,AFC,AFC South,Open,Open,Cover 2,15,19,19,1,2,7,0.3684210526315789,0.8421052631578947,0.09503544957894727,46,0.47368421052631576,52,2.736842105263158,0.7115384615384616,-0.9473684210526315,130,1,No,Yes,9,0.47368421052631576,0.12983157894736844,No,0.10526315789473684,2,0.10526315789473684,,0.5789473684210527,2.568421052631579,2.522222222222222,6.842105263157895,23.2,No,Yes,4,2,,0.10526315789473684,
13,Houston,Texans,True,IND,AFC,AFC South,Closed,Closed,Cover 1,16,16,16,1,,9,0.5625,0.875,0.1524521003125,64,0.3125,77,4.8125,0.38961038961038963,4.8125,163,,Yes,Yes,5,0.3125,-0.09178437500000003,Yes,0.0625,3,0.1875,0.125,0.75,2.91875,3.1,10.1875,69,Yes,Yes,2,,0.0625,0.125,
21,Minnesota,Vikings,,NYG,NFC,NFC East,Open,Closed,Cover 3,13,15,15,1,3,11,0.7333333333333333,0.9333333333333333,0.22387585100000007,31,0.2,103,6.866666666666666,0.27184466019417475,6.866666666666666,135,,No,No,6,0.4,0.15994999999999998,No,,2,0.13333333333333333,,0.9333333333333333,1.9666666666666666,1.8,9,91.8,No,Yes,3,,,,
23,New Orleans,Saints,,ATL,NFC,NFC South,Closed,Closed,Cover 1,13,21,21,1,,10,0.47619047619047616,0.8571428571428571,0.10499452161904765,118,0.38095238095238093,110,5.238095238095238,0.6090909090909091,6.190476190476191,179,1,No,Yes,5,0.23809523809523808,-0.07588333333333332,Yes,,3,0.14285714285714285,0.09523809523809523,0.8571428571428571,2.395238095238095,2.66,8.523809523809524,79.5,No,Yes,3,,,0.047619047619047616,
11,Detroit,Lions,,CHI,NFC,NFC North,Closed,Closed,Cover 3,15,26,26,1,,13,0.5,0.6923076923076923,0.01910574042307689,80,0.19230769230769232,120,4.615384615384615,0.18333333333333332,1.9230769230769231,336,1,Yes,No,9,0.34615384615384615,-0.08209807692307695,No,0.07692307692307693,8,0.3076923076923077,0.07692307692307693,0.6923076923076923,3.0576923076923075,2.7444444444444445,12.923076923076923,43.8,No,Yes,6,2,0.038461538461538464,0.11538461538461539,1
19,Las Vegas,Raiders,True,KC,AFC,AFC West,Closed,Closed,Cover 3,14,15,15,1,1,8,0.5333333333333333,0.8,0.07778424653333338,39,0.26666666666666666,67,4.466666666666667,0.3582089552238806,4.466666666666667,134,,Yes,No,4,0.26666666666666666,-0.10793333333333331,No,,3,0.2,,0.8,2.746666666666667,2.6,8.933333333333334,65.1,Yes,Yes,2,,,0.06666666666666667,
9,Dallas,Cowboys,,NYG,NFC,NFC East,Closed,Closed,Cover 3,16,10,10,1,1,7,0.7,0.9,0.12992276020000004,18,0.2,58,5.8,0.8103448275862069,11.8,62,3,No,Yes,5,0.5,0.16967499999999996,No,,1,0.1,,0.7,2.4899999999999998,2.08,6.2,124.2,No,Yes,4,,,0.2,2
