teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingAttemptsInEndzoneTotal,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingIncompletionsThrownAway,opponentStatsPassingIncompletionsSpiked,opponentStatsPassingIncompletionsBatted,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTowThrowPercentage,opponentStatsPassingHeroThrowPercentage,opponentStatsPassingTargetedReadFirstPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel
17,Los Angeles,Rams,True,SEA,NFC,NFC West,Open,Open,Cover 2 Man,17,175,175,0.2571428571428571,19,0.15789473684210525,-0.47175597163157895,25,,12,243,0.12,1909,4,No,No,59,0.33714285714285713,-0.042911428571428586,No,0.022857142857142857,0.44571428571428573,36,0.2057142857142857,0.045714285714285714,0.017142857142857144,0.5771428571428572,0.03428571428571429,0.10857142857142857,2.778285714285714,2.461016949152542,13.971014492753623,39.6,No,No
22,New England,Patriots,True,BUF,AFC,AFC East,Open,Closed,Cover 1,17,180,180,0.3111111111111111,26,0.22695035460992907,-0.3766258952624113,26,1,8,308,0.17777777777777778,2166,7,No,Yes,60,0.3333333333333333,-0.07143027777777777,No,,0.45555555555555555,46,0.25555555555555554,0.03888888888888889,0.044444444444444446,0.5888888888888889,0.022222222222222223,0.15,2.920555555555556,2.5733333333333333,15.206896551724139,39.6,No,No
30,Tampa Bay,Buccaneers,True,NO,NFC,NFC South,Closed,Closed,Cover 3,17,205,205,0.3073170731707317,18,0.19205298013245034,-0.4493762423377483,41,4,6,290,0.14146341463414633,2029,9,No,Yes,82,0.4,0.021669268292682925,Yes,0.00975609756097561,0.40487804878048783,35,0.17073170731707318,0.04878048780487805,0.02926829268292683,0.5658536585365853,0.04878048780487805,0.12195121951219512,2.7643902439024393,2.5121951219512195,13.331168831168831,39.6,No,Yes
20,Miami,Dolphins,,NYJ,AFC,AFC East,Open,Open,Cover 6,17,197,197,0.2436548223350254,19,0.20863309352517986,-0.47034427776978416,32,6,14,223,0.14720812182741116,1554,8,No,Yes,79,0.4010152284263959,-0.005945685279187828,No,0.030456852791878174,0.4467005076142132,30,0.15228426395939088,0.015228426395939087,0.005076142131979695,0.47715736040609136,0.07614213197969544,0.12690355329949238,2.9284263959390864,2.482278481012658,10.806896551724138,39.6,No,No
31,Tennessee,Titans,True,HST,AFC,AFC South,Open,Open,Cover 4,17,148,148,0.28378378378378377,15,0.20833333333333334,-0.45405707684999996,13,2,9,162,0.16891891891891891,1538,5,No,Yes,49,0.3310810810810811,-0.028184459459459476,No,0.033783783783783786,0.5202702702702703,29,0.19594594594594594,0.02027027027027027,0.02027027027027027,0.6486486486486487,0.0472972972972973,0.13513513513513514,2.6554054054054053,2.477551020408163,12.419354838709678,39.6,No,No
3,Baltimore,Ravens,True,CLV,AFC,AFC North,Open,Closed,Cover 1,17,217,217,0.3087557603686636,28,0.17261904761904762,-0.46974094720238097,33,1,11,245,0.1336405529953917,2244,8,No,No,65,0.2995391705069124,-0.08964654377880184,Yes,0.013824884792626729,0.4377880184331797,43,0.19815668202764977,0.07373271889400922,0.013824884792626729,0.5529953917050692,0.04608294930875576,0.1336405529953917,2.830414746543779,2.5799999999999996,13.046511627906977,39.6,No,No
12,Green Bay,Packers,True,CHI,NFC,NFC North,Open,Open,Miscellaneous,17,167,167,0.2215568862275449,12,0.13385826771653545,-0.5360164663070867,26,3,6,167,0.10179640718562874,1542,5,No,No,68,0.40718562874251496,-0.004839520958083828,No,0.017964071856287425,0.49101796407185627,26,0.15568862275449102,0.059880239520958084,0.011976047904191617,0.5149700598802395,0.03592814371257485,0.07784431137724551,2.9592814371257483,2.625,11.681818181818182,39.6,No,No
25,New York,Jets,True,MIA,AFC,AFC East,Open,Open,Cover 6,17,187,187,0.2994652406417112,24,0.17333333333333334,-0.46718029906,27,1,6,277,0.13903743315508021,2049,11,No,Yes,79,0.42245989304812837,0.006765775401069481,No,0.026737967914438502,0.47593582887700536,41,0.2192513368983957,,0.0374331550802139,0.5828877005347594,0.03208556149732621,0.13368983957219252,2.983957219251337,2.607594936708861,13.392156862745098,39.6,No,No
18,Los Angeles,Chargers,,LV,AFC,AFC West,Closed,Open,Cover 0,17,183,183,0.2896174863387978,20,0.16428571428571428,-0.49352051842142863,21,,14,169,0.12568306010928962,1839,5,No,No,59,0.3224043715846995,-0.06148989071038253,Yes,0.01092896174863388,0.44808743169398907,31,0.16939890710382513,0.0273224043715847,0.01639344262295082,0.6010928961748634,0.04918032786885246,0.11475409836065574,2.800546448087432,2.788135593220339,12.554054054054054,39.6,No,No
15,Jacksonville,Jaguars,,IND,AFC,AFC South,Open,Closed,Cover 1,17,185,185,0.3081081081081081,19,0.18120805369127516,-0.45966560482550345,26,,7,154,0.14594594594594595,1961,7,No,Yes,67,0.3621621621621622,-0.07310810810810814,No,0.016216216216216217,0.4810810810810811,35,0.1891891891891892,0.043243243243243246,0.010810810810810811,0.5567567567567567,0.032432432432432434,0.17297297297297298,3.0983783783783787,2.707462686567164,12.901315789473685,39.6,Yes,Yes
13,Houston,Texans,,TEN,AFC,AFC South,Open,Open,Cover 4,17,209,209,0.2727272727272727,16,0.17543859649122806,-0.4345544662456141,21,1,5,300,0.14354066985645933,2663,2,No,Yes,85,0.40669856459330145,0.017884449760765524,No,0.014354066985645933,0.5263157894736842,54,0.2583732057416268,0.06220095693779904,0.03349282296650718,0.6220095693779905,0.05263157894736842,0.07655502392344497,2.8282296650717704,2.4223529411764706,14.862637362637363,39.6,No,No
11,Detroit,Lions,True,MIN,NFC,NFC North,Open,Open,Cover 0,17,221,221,0.24434389140271492,31,0.1404494382022472,-0.47750530484831455,30,2,4,201,0.11312217194570136,2577,10,No,Yes,86,0.3891402714932127,-0.032164932126696855,Yes,0.027149321266968326,0.5429864253393665,50,0.22624434389140272,0.049773755656108594,0.013574660633484163,0.5610859728506787,0.01809954751131222,0.10407239819004525,3.0149321266968325,2.7674418604651163,13.92972972972973,39.6,No,No
23,New Orleans,Saints,,TB,NFC,NFC South,Closed,Closed,Cover 3,17,211,211,0.2796208530805687,20,0.14012738853503184,-0.4789707806624204,29,3,15,202,0.10426540284360189,2353,7,No,Yes,80,0.3791469194312796,-0.040563507109004714,Yes,0.02843601895734597,0.44549763033175355,47,0.22274881516587677,0.052132701421800945,0.023696682464454975,0.5592417061611374,0.023696682464454975,0.11848341232227488,3.004739336492891,2.6875,14.378048780487806,39.6,No,Yes
21,Minnesota,Vikings,,DET,NFC,NFC North,Open,Open,Cover 0,17,198,198,0.29797979797979796,19,0.2077922077922078,-0.4411054148246753,19,3,17,183,0.16161616161616163,1952,10,No,Yes,76,0.3838383838383838,0.004873484848484857,Yes,0.010101010101010102,0.4494949494949495,33,0.16666666666666666,0.06565656565656566,0.020202020202020204,0.6313131313131313,0.04040404040404041,0.09595959595959595,2.7696969696969695,2.4671052631578947,12.314465408805031,39.6,No,No
9,Dallas,Cowboys,True,WAS,NFC,NFC East,Open,Open,Miscellaneous,17,150,150,0.36,10,0.23770491803278687,-0.3733570606147541,17,2,5,337,0.19333333333333333,1915,7,No,No,66,0.44,0.013822333333333318,No,0.013333333333333334,0.44,40,0.26666666666666666,0.04666666666666667,0.02666666666666667,0.5866666666666667,0.02,0.11333333333333333,3.0433333333333334,2.6545454545454543,15.198412698412698,39.6,No,No
