id,name,pos,team,accurateThrows,adjustedCompletionPercentage,battedPasses,cleanPocketDropbacks,drops,explosiveInterceptions,explosiveThrows,explosiveTouchdowns,explosiveYards,highlightThrows,qbHits,spikes,successfulPlays,throwaways,yardsAfterCatch,dvoa,dyar,epa,turnover_battedPasses,brokenPasses,intWorthyThrows,pickSixes,turnover_throwaways,endZoneCompletions,endZoneInterceptions,endZoneThrows,endZoneTouchdowns,redZoneCompletions,redZoneInterceptions,redZoneThrows,redZoneTouchdowns,airYards,alex,catchableAirYards,droppedAirYards,prayerYards,twentyPlusCompletions,twentyPlusPassingYards,twentyPlusThrows,twentyPlusTouchdowns,closingCoverage,emptyRouteCoverage,manCoverage,manYards,openCoverage,singleHighRoutes,singleHighYards,stepSeparation,tightCoverage,twoHighRoutes,twoHighYards,wideOpen,zeroCoverageRoutes,zeroCoverageYards,zoneCoverage,zoneYards,adjustedSackRate,avoidedSacks,blitzes,pressures,qbFaultSacks,pressure_qbHits,sacks,scrambles,timeToPressure,timeToThrow
00-0037013,,,,6,0.8571,0,7,0,0,0,0,0,0,4,0,3,0,23,-0.3313,-16.250999999999998,-6.623,0,1,0,0,0,0,0,0,0,0,0,0,0,61,-2.0909,9,0,52,0,0,2,0,3,0,1,0,5,8,26,0,3,4,6,0,0,0,11,32,0,0,5,4,0,4,0,1,10.4,24.699999999999996
00-0036971,Trevor Lawrence,QB,JAX,402,0.749,16,444,41,1,57,7,1588,14,83,3,279,13,1631,0.0561,641.9509999999996,54.220000000000006,16,85,18,0,13,17,4,43,17,51,4,88,23,4876,-0.4179,3057,339,1819,29,850,75,4,72,3,177,1129,199,329,1898,88,147,284,1624,41,28,238,464,2631,0.0786,12,171,179,11,83,41,43,442.2400000000002,1505.2000000000007
00-0039150,Bryce Young,QB,CAR,336,0.7775,10,353,21,1,39,9,1105,6,77,2,216,27,1539,-0.1358,-82.84999999999991,-2.407000000000003,10,56,11,0,27,13,2,33,13,40,2,68,14,3102,-2.0439,1838,174,1264,17,528,39,7,63,3,143,661,202,274,1416,48,100,249,1350,47,12,41,392,2146,0.0607,8,154,165,9,77,27,33,369.4,1269.1999999999998
00-0030565,Geno Smith,QB,NYJ,329,0.7802,9,339,14,5,33,4,967,7,98,2,212,11,1713,-0.225,-372.7410000000003,-56.68099999999996,9,70,14,1,11,9,1,28,9,35,3,58,15,2762,-2.7589,1523,33,1239,15,510,44,3,59,2,157,829,191,268,1437,43,100,234,1140,43,17,43,362,1791,0.125,9,171,173,23,98,55,18,411.6999999999998,1209.3000000000009
00-0039851,Drake Maye,QB,NE,374,0.8196,7,367,14,3,67,11,1944,16,88,0,293,19,1746,0.2579,1317.6020000000003,172.66500000000008,7,50,14,1,19,18,2,42,18,47,3,72,20,4493,0.2967,2921,179,1572,35,1093,70,7,45,0,193,1335,205,306,2469,50,113,268,1653,68,27,71,408,2858,0.0955,11,187,188,13,88,47,62,481.6000000000001,1385.8000000000009
00-0035228,Kyler Murray,QB,MIN,120,0.8,7,132,6,1,7,0,223,2,23,0,77,4,545,-0.0953,18.578,14.988000000000003,7,22,4,0,4,4,0,9,4,13,1,20,6,941,-3.0683,506,54,435,4,151,16,0,21,0,51,146,76,82,439,17,34,103,417,8,8,-5,142,705,0.1118,3,43,51,6,23,16,16,124.30000000000004,408.99999999999994
00-0039376,,,,191,0.7699,2,190,10,1,13,2,447,3,34,3,120,6,642,-0.1177,-11.215999999999887,-26.901999999999997,2,37,11,1,6,6,0,21,6,16,0,32,6,2030,-1.2257,1125,89,905,10,376,34,2,26,4,77,310,102,128,663,29,61,151,785,30,8,34,210,1172,0.0739,2,83,94,3,34,18,16,205.60000000000002,622.3000000000006
00-0036945,Justin Fields,QB,KC,146,0.8023,9,152,10,0,14,4,377,1,55,2,93,8,575,-0.2752,-238.36199999999994,-26.851999999999997,9,31,1,0,8,3,0,8,3,12,0,23,3,1379,-2.2255,809,87,570,5,131,16,2,25,2,78,237,81,134,575,24,42,107,405,20,16,70,179,813,0.1373,6,82,91,8,55,27,28,219.10000000000008,558.8999999999999
00-0023459,Aaron Rodgers,QB,PIT,353,0.7566,8,415,15,3,38,10,1211,10,58,2,227,21,2119,0.0036,381.4930000000004,20.857999999999993,8,57,11,0,21,13,1,35,13,47,1,77,14,3008,-3,1366,57,1642,16,550,48,5,46,3,168,876,237,243,1345,39,123,279,1703,44,14,91,368,2263,0.0602,7,118,113,17,58,29,12,302.3999999999999,1225.700000000001
00-0039910,Jayden Daniels,QB,WAS,134,0.7725,5,138,15,0,14,3,420,3,26,2,91,11,577,-0.0324,103.50600000000003,4.178999999999992,5,23,3,0,11,4,0,11,4,11,1,22,6,1390,-1.3404,873,128,517,10,307,18,2,34,2,78,356,65,141,721,25,35,96,436,18,5,26,164,827,0.1064,5,84,88,6,26,18,38,228.5,499.9999999999997
00-0029263,,,,78,0.7895,4,85,6,3,13,3,418,2,28,0,47,12,376,-0.3202,-170.4159999999999,-2.710999999999996,4,16,5,0,12,3,1,16,3,4,0,20,0,1058,-0.1092,537,55,521,8,290,19,3,10,0,43,131,50,51,276,12,31,86,500,8,4,-11,98,634,0.084,1,36,48,2,28,9,12,102.99999999999999,309
00-0040676,Cam Ward,QB,TEN,359,0.7357,9,410,25,0,40,3,1133,11,105,3,219,31,1547,-0.2044,-347.58100000000036,-98.57299999999996,9,63,15,2,31,8,1,21,8,36,2,54,13,3905,-1.8222,1916,209,1989,22,681,55,2,66,4,174,651,228,320,1290,46,127,278,1397,43,16,67,440,2103,0.1,16,181,195,21,105,53,23,548.2000000000002,1535.6999999999994
00-0039732,Bo Nix,QB,DEN,433,0.755,13,457,28,4,47,10,1353,17,69,1,279,25,2093,0.0164,523.5840000000004,51.73500000000001,13,68,21,0,25,15,1,39,15,53,1,87,17,4486,-1.585,2203,180,2283,25,789,72,9,65,1,153,908,249,321,2003,76,134,329,1730,74,19,79,516,2904,0.0392,9,165,187,7,69,22,36,430.1,1661.1999999999978
00-0034869,Sam Darnold,QB,SEA,340,0.7986,13,365,14,2,57,10,1799,13,60,4,259,23,1778,0.1516,858.2249999999997,75.03199999999998,13,59,18,0,23,11,1,32,11,39,2,67,15,3744,-1.0524,2459,84,1285,28,978,53,7,23,4,137,1096,213,245,2056,75,119,251,1649,30,18,157,377,2766,0.0587,10,163,145,14,60,27,14,351.69999999999993,1294.6000000000006
00-0037834,Brock Purdy,QB,SF,215,0.8038,3,212,12,4,33,4,856,3,37,0,158,14,829,0.2951,800.9090000000003,67.19699999999997,3,34,11,1,14,12,1,26,12,33,1,56,16,2158,-0.6162,1440,78,718,21,579,35,3,38,0,104,649,121,161,1163,31,66,141,900,19,11,51,209,1465,0.0387,3,72,89,4,37,11,18,248.5,856.4
00-0036264,Jordan Love,QB,GB,316,0.8143,6,331,16,2,49,6,1464,10,69,1,227,29,1511,0.259,1108.1219999999992,127.58100000000007,6,47,10,0,29,13,0,27,13,39,1,65,17,3871,0.0091,2132,131,1739,26,823,62,4,78,1,154,1085,142,243,1805,67,86,222,1336,41,18,71,329,2127,0.0478,4,151,138,5,69,21,24,346.70000000000005,1200.7000000000007
00-0033106,Jared Goff,QB,DET,423,0.849,17,431,23,3,66,11,1871,8,117,2,297,30,2411,0.2302,1346.8449999999998,110.02200000000009,17,44,9,0,30,12,0,29,12,53,2,94,25,3715,-2.3495,2476,217,1239,19,521,39,5,57,3,181,1314,225,326,2116,93,131,264,2047,57,28,127,437,2976,0.0692,11,189,186,12,117,38,5,401.7000000000001,1484.799999999999
00-0039163,C.J. Stroud,QB,HOU,292,0.7382,4,319,9,4,39,7,1246,10,59,3,204,19,1365,0.1084,614.6890000000002,55.035999999999966,4,49,14,0,19,10,0,26,10,30,0,54,12,3405,-0.9835,1807,67,1598,16,566,47,5,49,3,160,829,136,225,1591,76,120,221,1232,27,22,29,308,2023,0.0567,7,152,133,10,59,23,25,314.00000000000006,1128.9000000000003
00-0026498,Matthew Stafford,QB,LAR,434,0.7505,5,471,24,1,72,13,2132,17,77,3,329,16,1850,0.338,1923.6950000000013,157.005,5,64,14,2,16,26,1,53,26,69,2,110,33,5428,0.9832,3306,178,2122,39,1257,90,10,82,3,209,1336,216,315,2338,89,154,280,2102,46,29,117,415,3221,0.0402,5,178,149,9,77,23,7,344.60000000000014,1576.4000000000017
00-0034857,Josh Allen,QB,BUF,352,0.8005,8,376,22,1,56,10,1621,9,70,1,235,14,1897,0.0997,710.0959999999998,86.6719999999999,8,59,18,0,14,11,1,23,11,42,3,65,16,3359,-0.9848,1964,164,1395,21,626,52,4,45,2,230,1230,189,323,1754,64,103,198,1478,43,25,132,316,2134,0.0913,13,169,146,19,70,40,48,407.59999999999997,1270.199999999999
00-0034796,Lamar Jackson,QB,BAL,219,0.7799,10,230,17,0,38,11,1189,6,57,2,153,13,1064,0.0201,283.3840000000002,17.326999999999966,10,34,6,1,13,12,0,30,12,19,2,44,11,2648,-0.2815,1776,125,872,19,616,41,6,28,2,135,929,124,194,1376,46,49,147,840,47,25,94,231,1381,0.1159,9,151,123,9,57,34,30,333.89999999999986,847.5999999999992
00-0039923,J.J. McCarthy,QB,MIN,167,0.7452,12,182,15,5,20,2,582,7,67,0,109,6,692,-0.2835,-305.952,-43.57599999999999,12,46,11,1,6,7,1,25,7,16,0,35,10,2142,0.2263,1223,123,919,10,349,35,2,35,0,86,377,69,143,759,26,57,137,703,47,7,21,201,1106,0.1111,4,69,97,7,67,27,17,204.20000000000005,681.1999999999996
00-0039918,Caleb Williams,QB,CHI,374,0.7377,17,416,30,2,58,13,1684,14,66,2,256,42,1811,0.0498,612.6870000000002,50.25800000000002,17,66,18,0,42,17,2,48,17,39,2,73,14,4899,-0.3574,2539,282,2360,32,967,82,11,71,3,173,1011,202,350,2109,63,144,254,1454,53,28,199,459,2751,0.0511,24,207,194,7,66,24,43,497.40000000000003,1717.1999999999998
00-0040704,,,,124,0.6941,5,144,8,1,10,1,225,1,33,1,65,3,500,-0.3378,-275.294,-30.246000000000002,5,27,8,0,3,5,0,15,5,15,0,32,6,1078,-4.0378,565,76,513,2,44,10,1,17,1,89,302,72,108,411,25,50,102,398,18,4,1,125,508,0.1081,2,68,62,14,33,19,11,147.19999999999996,485.39999999999975
00-0035100,,,,87,0.7545,2,83,2,3,8,2,261,1,27,0,51,6,367,-0.1942,-72.93099999999995,-42.50700000000002,2,24,9,1,6,3,0,6,3,8,0,11,4,959,-1.528,434,8,525,5,189,17,2,30,0,45,203,37,54,336,12,37,81,375,2,3,0,93,508,0.072,4,32,52,0,27,9,4,109.30000000000001,328
00-0038416,,,,3,0.75,0,3,0,0,2,0,42,0,1,0,2,0,39,0.8997,23.753,2.3049999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-1.5,8,0,22,0,0,1,0,0,0,1,22,0,3,22,1,1,2,25,2,0,0,4,25,0,0,0,1,0,1,0,1,3.1,12.499999999999998
00-0036972,Mac Jones,QB,SF,222,0.832,8,237,12,1,18,1,526,4,45,3,158,6,957,0.1897,587.9729999999996,39.454,8,34,10,0,6,7,0,12,7,30,0,39,12,2124,-1.7474,1413,103,711,4,122,22,0,46,3,80,403,100,136,1016,46,60,166,1012,30,8,15,230,1640,0.0588,2,65,69,1,45,16,8,156.89999999999998,727.6500000000002
00-0033869,,,,28,0.7941,0,31,2,0,5,0,138,0,0,0,22,1,136,0.4794,145.23199999999997,25.63,0,2,1,0,1,2,0,4,2,7,0,9,4,255,-0.3143,189,10,66,1,22,1,0,6,0,16,134,9,23,271,6,12,9,33,1,5,9,21,179,0,0,11,4,0,0,0,2,9.6,93.39999999999999
00-0028118,,,,92,0.7778,5,98,11,3,6,1,193,1,29,1,63,5,331,-0.208,-89.24299999999998,-10.139000000000003,5,20,5,1,5,2,1,10,2,7,0,15,4,1145,-0.4851,567,90,578,3,107,20,1,23,1,48,158,41,92,448,11,41,70,204,11,7,45,121,539,0.1045,7,58,61,6,29,14,22,149.9,384.7
00-0034771,,,,38,0.8085,2,46,0,2,3,0,69,0,5,0,27,3,254,-0.0482,23.617000000000004,4.766000000000002,2,6,3,0,3,1,0,2,1,4,0,5,2,272,-2.9038,56,0,216,0,0,5,0,7,0,16,101,24,33,177,3,7,19,97,8,3,24,39,197,0.0385,1,11,9,0,5,2,1,23,131.9
00-0029604,Kirk Cousins,QB,LV,189,0.7521,2,188,10,0,21,1,591,2,43,3,126,12,983,-0.0977,24.424999999999944,6.57899999999999,2,41,4,1,12,6,0,12,6,18,1,33,9,1870,-2.0446,995,85,875,4,137,25,1,34,3,83,427,95,130,764,19,77,140,860,32,11,18,198,1215,0.0558,2,84,94,5,43,13,2,192.79999999999995,685.1999999999999
00-0032950,,,,121,0.7582,2,122,6,2,15,0,457,2,36,1,91,5,573,-0.0981,16.149000000000072,10.843999999999992,2,20,10,1,5,4,0,13,4,18,0,34,6,1288,-1.4201,699,27,589,7,249,20,0,22,1,67,192,80,87,604,17,39,103,476,6,6,11,129,899,0.1243,4,57,70,9,36,19,9,156.4,438.1999999999999
00-0040494,,,,52,0.7727,0,53,4,2,3,0,70,1,19,0,22,2,249,-0.8444,-391.51900000000006,-53.27600000000001,0,8,3,1,2,0,0,1,0,5,1,8,1,312,-4.662,103,20,209,2,50,5,0,3,0,18,26,34,49,158,10,12,38,70,12,0,0,69,202,0.1831,0,28,32,5,19,13,2,73.60000000000001,179.90000000000003
00-0034955,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.3095,-10.082,-1.238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,0,0,1,-2,,1,0,1,0,1,1,0,2.1,0
00-0032268,Marcus Mariota,QB,WAS,153,0.7411,3,178,7,1,22,4,682,3,40,2,114,13,639,-0.0608,79.53500000000005,2.867000000000001,3,32,7,1,13,6,1,24,6,14,2,30,7,2295,1.1322,1211,61,1084,12,427,40,2,21,5,105,566,75,158,910,42,63,82,539,16,16,129,151,1012,0.0837,9,100,71,9,40,16,18,174.9,615.3999999999999
00-0035704,,,,2,0.6667,0,3,0,0,0,0,0,0,0,0,1,0,16,-0.0913,0.3019999999999996,-0.8919999999999999,0,1,0,0,0,0,0,0,0,0,0,0,0,5,-8.6667,-1,0,6,0,0,0,0,0,0,0,0,1,3,15,0,1,0,0,1,0,0,3,15,0,0,1,0,0,0,0,0,0,8.5
00-0040743,Tyler Shough,QB,NO,239,0.78,6,270,13,2,19,3,617,9,47,3,156,11,1051,-0.0863,57.42599999999988,-7.682999999999977,6,37,8,0,11,5,1,15,5,13,1,21,7,2708,-0.6606,1482,81,1226,10,372,39,2,47,5,70,334,133,161,779,30,82,205,1382,25,7,25,303,1852,0.0948,7,97,97,10,47,31,20,234.2,819.4
00-0039398,Joe Milton III,QB,DAL,15,0.7143,1,18,0,0,3,1,92,1,1,0,11,1,78,-0.0992,1.9150000000000045,2.1950000000000003,1,4,2,0,1,1,1,3,1,0,1,2,0,260,2.0833,105,0,155,1,35,4,1,3,0,7,83,7,15,129,5,4,11,54,4,1,0,20,100,0,1,9,7,0,1,0,3,15.100000000000001,60.599999999999994
00-0032764,Derrick Henry,RB,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0073,-4.457,-0.459,0,1,0,0,0,0,0,1,0,0,0,1,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,3.1,3.3
00-0037239,Chris Olave,WR,NO,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-10.3028,-67.861,-3.595,0,1,1,0,0,0,0,0,0,0,1,1,0,4,-1,0,0,4,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7
00-0033949,,,,8,0.7,0,9,0,0,2,0,43,0,0,0,3,0,48,-0.091,1.2420000000000009,1.8010000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,119,4,51,0,68,0,0,2,0,1,0,4,12,5,9,63,2,2,2,2,0,0,0,7,53,0,1,4,2,0,0,0,1,4.8,27.6
00-0027973,,,,27,0.7222,0,28,1,0,4,0,101,1,9,0,20,1,90,-0.2217,-32.00600000000003,-4.416999999999996,0,3,1,0,1,1,0,2,1,5,0,6,1,348,1.5405,218,9,130,1,33,4,0,10,0,23,131,10,22,176,6,7,20,65,3,4,-2,23,108,0.2162,1,16,17,1,9,8,1,45.599999999999994,88.4
00-0040691,Jaxson Dart,QB,NYG,244,0.7726,8,263,15,1,25,6,733,6,72,1,155,10,1161,-0.0011,258.2890000000005,16.777,8,54,10,0,10,5,0,28,5,20,0,47,9,2773,-1.115,1478,175,1295,14,435,45,2,50,2,138,729,112,239,1478,46,73,156,599,47,15,38,272,1386,0.1003,11,126,123,15,72,34,38,320.9,904.4000000000002
00-0033662,,,,37,0.8085,0,39,4,1,2,0,85,0,7,0,22,2,149,-0.4053,-100.46100000000001,-25.890000000000004,0,9,3,0,2,0,0,0,0,1,0,1,0,335,-2.0577,179,27,156,1,56,3,0,8,0,20,148,16,30,178,7,18,22,109,1,1,0,33,139,0.0192,1,13,14,0,7,1,0,28.100000000000005,129.5
00-0036414,,,,1,1,0,1,0,0,1,1,32,0,0,0,1,0,17,4.8674,33.228,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,15,0,0,0,0,0,0,0,0,1,32,0,0,0,0,0,0,0,1,1,32,0,0,0,0,0,0,0,0,0,0,0,2.5
00-0036898,,,,105,0.6972,2,127,8,0,9,0,251,2,19,0,66,10,269,-0.0063,113.242,-15.050999999999997,2,26,5,0,10,5,0,15,5,12,0,25,5,1360,-0.239,763,54,597,6,176,17,0,9,0,45,237,61,71,410,37,44,94,454,3,9,-9,129,618,0.0503,3,56,43,3,19,8,7,91.09999999999998,390.49999999999994
00-0040128,Tyler Warren,TE,IND,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1.092,-6.732,-0.465,0,0,0,0,1,0,0,1,0,0,0,1,0,11,1,0,0,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,4.3
00-0039164,Anthony Richardson Sr.,QB,IND,0,1,1,2,0,0,0,0,0,0,0,0,1,0,7,0.0639,2.6290000000000004,-1.211,1,0,0,0,0,0,0,0,0,0,0,0,0,31,10.5,0,0,31,0,0,1,0,0,0,1,9,0,1,0,0,1,0,0,0,1,9,1,0,0,0,0,0,0,0,0,0,0,4.3
00-0033357,,,,2,0.6667,1,5,0,0,1,1,38,0,1,0,2,2,3,0.1513,12.430000000000003,-1,1,1,1,0,2,0,0,1,0,0,0,2,0,45,3,54,0,-9,1,38,1,1,1,1,2,19,1,2,38,0,2,1,0,1,2,19,3,38,0.1667,0,1,1,0,1,0,0,1.7,15
00-0033119,Jacoby Brissett,QB,ARI,333,0.7477,2,353,11,3,41,5,1098,7,106,1,237,24,1557,0.028,457.0689999999999,0.7430000000000194,2,57,9,0,24,12,1,41,12,49,2,84,19,3697,-1.6021,1969,37,1728,15,439,46,2,49,1,150,789,184,282,1548,40,138,254,1479,65,13,51,399,2289,0.0928,17,124,181,13,106,43,22,463.8,1358.9999999999998
00-0035685,David Montgomery,RB,HOU,1,1,0,1,0,0,0,0,0,0,2,0,1,0,0,-0.3423,-6.692000000000002,-1.745,0,0,0,0,0,1,0,2,1,1,0,2,1,7,0,3,0,4,0,0,0,0,0,0,3,-2,1,1,-5,0,1,0,0,0,2,3,0,0,0.5,0,2,2,0,2,1,0,5.1,3.7
00-0037012,Trey Lance,QB,LAC,33,0.6304,0,47,2,0,2,0,49,0,9,4,16,4,105,-0.5248,-139.99799999999996,-40.784000000000006,0,11,4,1,4,0,0,3,0,0,0,4,0,535,-0.0877,183,35,352,1,28,9,0,5,4,24,29,14,28,42,10,15,33,128,6,5,12,42,153,0.1053,2,19,20,1,9,6,7,52.8,124.89999999999999
00-0035993,Tyler Huntley,QB,BAL,55,0.9016,0,51,3,0,3,0,80,0,19,1,35,1,148,0.0689,79.28299999999999,2.363999999999999,0,4,1,0,1,0,0,4,0,8,0,13,2,429,-3.1343,284,6,145,1,36,3,0,20,1,25,143,25,42,247,5,14,33,129,1,6,12,56,245,0.1194,1,27,27,1,19,8,7,49.699999999999996,152.90000000000006
00-0036613,Jaylen Waddle,WR,DEN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,13,-1.2133,-1.201,-0.592,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,-23,-5,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,2.9
00-0040234,Quinn Ewers,QB,MIA,56,0.7368,2,55,1,2,10,1,281,2,16,0,37,0,354,-0.2382,-70.49799999999999,-6.185000000000001,2,14,6,0,0,2,1,5,2,7,1,11,2,693,-1.0723,280,-2,413,3,125,11,1,8,0,21,89,32,59,352,6,28,34,209,9,1,2,73,474,0.0964,1,22,36,3,16,8,3,80.8,215.69999999999996
00-0038102,,,,31,0.775,1,37,3,0,2,1,51,0,12,1,14,0,62,-0.712,-189.65800000000004,-28.946999999999996,1,8,3,0,0,1,0,2,1,1,0,2,0,262,-3.5333,132,4,130,2,51,4,1,10,1,24,30,13,34,63,1,16,21,71,3,0,0,31,104,0.1778,2,7,16,3,12,8,3,39.9,116.20000000000002
00-0033908,Cooper Kupp,WR,SEA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-8.2348,-54.211,-5.37,0,1,1,0,0,0,0,0,0,0,0,0,0,9,-1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3.7
00-0038120,Breece Hall,RB,NYJ,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.094,18.541,1.195,0,0,0,0,0,1,0,1,1,1,0,1,1,4,0,4,0,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,0,1,4,0,0,0,0,1,1,0,0,0,0,4,4.2
00-0040206,Riley Leonard,QB,IND,47,0.7213,1,51,5,1,6,1,225,0,7,0,22,3,180,-0.0776,15.413000000000007,-10.085999999999999,1,16,5,0,3,1,1,7,1,7,0,16,1,537,-0.2239,294,30,243,4,173,8,1,19,0,19,109,20,39,251,3,22,32,147,1,1,0,53,289,0.0299,0,17,19,0,7,2,3,46,184.40000000000003
00-0036290,Cole Kmet,TE,CHI,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.2019,-7.446,-0.493,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3,13,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.7
