name,pos,team,adp,proj_pg,p95,cv,spike,bye,w15_opp,w16_opp,w17_game,w17_blowup_rank,adv_pct,ceil_pct,merged_rank
Ja'Marr Chase,WR,CIN,3.0714905,19.87058823529412,46.65274537836923,1.0762539208439577,0.1595833333333333,6.0,CAR,IND,BAL@CIN,2,0.9928057553956836,0.9927536231884058,3.0
Jahmyr Gibbs,RB,DET,1.1574535,21.294117647058822,45.70525476523482,0.6616317716385075,0.1625833333333333,6.0,MIN,NYG,CHI@DET,4,1.0,0.9882352941176472,1.0
Justin Jefferson,WR,MIN,8.967708,17.15294117647059,41.24753786225933,0.9163445211924908,0.162,6.0,DET,WAS,MIN@NYJ,7,0.9640287769784172,0.9637681159420288,10.0
Puka Nacua,WR,LAR,3.923579,21.094117647058823,49.766031406579806,0.8673407767347314,0.1583333333333333,11.0,DAL,SEA,LAR@TB,1,1.0,1.0,2.0
Bijan Robinson,RB,ATL,2.0989115,20.605882352941173,46.03443243372247,0.7112397588905334,0.1633333333333333,11.0,WAS,TB,ATL@NO,11,0.9767441860465116,1.0,4.0
Amon-Ra St. Brown,WR,DET,7.1643257,18.958823529411767,44.9003119235876,0.8958204731221476,0.15675,6.0,MIN,NYG,CHI@DET,4,0.9784172661870504,0.9782608695652174,7.0
CeeDee Lamb,WR,DAL,10.389036,17.500000000000004,42.47455631989164,0.8941482640391039,0.1679166666666666,14.0,LAR,JAX,DAL@NYG,3,0.9712230215827338,0.9710144927536232,9.0
James Cook III,RB,BUF,11.130455,16.71764705882353,37.38039420622891,0.7189517002993508,0.1625833333333333,7.0,CHI,DEN,BUF@MIA,16,0.9418604651162792,0.9294117647058824,13.0
Jaxon Smith-Njigba,WR,SEA,5.4150596,19.435294117647057,46.64386303719955,0.9193279555289244,0.1578333333333333,11.0,PHI,LAR,CAR@SEA,5,0.9856115107913668,0.9855072463768116,5.0
Jonathan Taylor,RB,IND,8.428704,18.27058823529412,40.40383437756495,0.7096771614662609,0.16125,13.0,TEN,CIN,CLE@IND,15,0.9651162790697676,0.9647058823529412,8.0
Ashton Jeanty,RB,LV,12.128224,16.58823529411765,36.98722570415724,0.7040647640086178,0.1661666666666666,13.0,DEN,TEN,ARI@LV,14,0.9186046511627908,0.9058823529411764,14.0
Christian McCaffrey,RB,SF,6.256311,20.829411764705885,43.93432894571493,0.6505923241284697,0.1575,8.0,LAC,KC,PHI@SF,8,0.9883720930232558,0.976470588235294,6.0
Saquon Barkley,RB,PHI,13.358328,16.147058823529413,35.04688677883752,0.6973907767290477,0.1683333333333333,10.0,SEA,HOU,PHI@SF,8,0.872093023255814,0.8352941176470589,17.0
Omarion Hampton,RB,LAC,15.472762,16.623529411764707,36.710832010284285,0.7043293727696377,0.1679166666666666,7.0,SF,MIA,KC@LAC,9,0.9302325581395348,0.8823529411764706,16.0
Kenneth Walker III,RB,KC,14.764475,,,,,5.0,NE,SF,KC@LAC,9,,,11.0
Derrick Henry,RB,BAL,20.30244,16.11764705882353,37.12152989085424,0.7777102826256506,0.1695833333333333,13.0,PIT,CLE,BAL@CIN,2,0.8604651162790697,0.9176470588235294,18.0
Drake London,WR,ATL,17.398739,15.86470588235294,38.49618622559065,0.904431166045279,0.1649166666666666,11.0,WAS,TB,ATL@NO,11,0.9496402877697842,0.9565217391304348,15.0
Chase Brown,RB,CIN,16.945114,15.994117647058822,35.3278661788292,0.6922948313524009,0.1744166666666666,6.0,CAR,IND,BAL@CIN,2,0.8488372093023255,0.8588235294117647,22.0
Nico Collins,WR,HOU,22.560112,14.788235294117646,37.48112755121426,1.0456922251319574,0.1686666666666666,8.0,JAX,PHI,GB@HOU,10,0.935251798561151,0.9420289855072465,21.0
George Pickens,WR,DAL,24.32811,14.094117647058823,35.737763360721004,1.061277041547332,0.1684166666666666,14.0,LAR,JAX,DAL@NYG,3,0.8992805755395683,0.8985507246376812,28.0
De'Von Achane,RB,MIA,19.072338,17.58235294117647,40.297838433529456,0.7449945779157269,0.1653333333333333,6.0,GB,LAC,BUF@MIA,16,0.9534883720930232,0.9529411764705882,12.0
Josh Allen,QB,BUF,27.015394,22.335294117647063,41.93940530983989,0.4687252004127373,0.13475,7.0,CHI,DEN,BUF@MIA,16,1.0,1.0,19.0
Jeremiyah Love,RB,ARI,27.258656,16.51764705882353,36.77165349433925,0.7524634750112303,0.1691666666666666,14.0,NYJ,NO,ARI@LV,14,0.9069767441860463,0.8941176470588236,20.0
Trey McBride,TE,ARI,24.179825,14.988235294117649,35.92952665114753,0.8863888501563212,0.1688333333333333,14.0,NYJ,NO,ARI@LV,14,1.0,1.0,27.0
Brock Bowers,TE,LV,20.01768,14.18235294117647,34.09313496777692,0.9073419989362692,0.1745833333333333,13.0,DEN,TEN,ARI@LV,14,0.9807692307692308,0.9807692307692308,25.0
Rashee Rice,WR,KC,25.12171,16.094117647058823,38.05712345426958,1.0504201287964618,0.1634166666666666,5.0,NE,SF,KC@LAC,9,0.9568345323741008,0.9492753623188406,24.0
DeVonta Smith,WR,PHI,28.101109,14.041176470588235,34.807457724478084,1.0065017452781435,0.1695,10.0,SEA,HOU,PHI@SF,8,0.8920863309352518,0.8840579710144928,30.0
Tee Higgins,WR,CIN,35.447487,12.735294117647058,32.76772785736452,1.0714323194597288,0.1875,6.0,CAR,IND,BAL@CIN,2,0.8489208633093526,0.855072463768116,42.0
Josh Jacobs,RB,GB,43.47012,16.341176470588238,36.6886056372477,0.7324537185481808,0.1703333333333333,11.0,MIA,CHI,GB@HOU,10,0.8837209302325582,0.8705882352941177,39.0
Chris Olave,WR,NO,28.638472,14.24705882352941,35.76814061566254,0.9900687063068406,0.171,8.0,TB,ARI,ATL@NO,11,0.9136690647482014,0.9057971014492754,29.0
Malik Nabers,WR,NYG,37.554016,14.686666666666667,36.90637366054339,0.9626690297192888,0.1766666666666666,8.0,CLE,DET,DAL@NYG,3,0.9280575539568344,0.927536231884058,31.0
A.J. Brown,WR,NE,17.701973,14.676470588235292,37.30567635519588,0.9844139466033456,0.17425,11.0,KC,NYJ,DEN@NE,6,0.920863309352518,0.9347826086956522,23.0
Kyren Williams,RB,LAR,30.113329,14.511764705882356,33.52928619009516,0.7554038507115526,0.1820833333333333,11.0,DAL,SEA,LAR@TB,1,0.8255813953488372,0.8235294117647058,34.0
Emeka Egbuka,WR,TB,32.572506,12.823529411764708,33.07010758382478,1.005071493730227,0.1813333333333333,10.0,NO,ATL,LAR@TB,1,0.8561151079136691,0.8623188405797102,36.0
Zay Flowers,WR,BAL,32.1413,14.176470588235292,35.56503279987536,0.9549029468867294,0.1743333333333333,13.0,PIT,CLE,BAL@CIN,2,0.9064748201438848,0.8913043478260869,37.0
Breece Hall,RB,NYJ,31.94612,16.34705882352941,37.39884575593246,0.7386776163709503,0.1725833333333333,13.0,ARI,NE,MIN@NYJ,7,0.8953488372093024,0.9411764705882352,26.0
DJ Moore,WR,BUF,46.30887,12.188235294117648,31.14617067819413,0.9540326148906642,0.1835833333333333,7.0,CHI,DEN,BUF@MIA,16,0.8129496402877698,0.7971014492753623,48.0
Garrett Wilson,WR,NYJ,38.980015,15.017647058823528,36.83191738684096,0.9500064238734304,0.1658333333333333,13.0,ARI,NE,MIN@NYJ,7,0.9424460431654677,0.9202898550724636,33.0
Javonte Williams,RB,DAL,38.24001,15.441176470588236,35.07628697415312,0.7575940646991575,0.17525,14.0,LAR,JAX,DAL@NYG,3,0.8372093023255814,0.8470588235294118,35.0
Travis Etienne Jr.,RB,NO,36.58683,14.25294117647059,32.99253318548492,0.7366432701549392,0.1735,8.0,TB,ARI,ATL@NO,11,0.8023255813953488,0.8117647058823529,40.0
Colston Loveland,TE,CHI,39.75494,12.105882352941178,29.858790768503585,1.0063197815525424,0.1760833333333333,10.0,BUF,GB,CHI@DET,4,0.9423076923076924,0.9230769230769232,44.0
Ladd McConkey,WR,LAC,34.686108,12.9,33.43832503021339,1.080210704502947,0.1735,7.0,SF,MIA,KC@LAC,9,0.8633093525179856,0.8695652173913043,38.0
Jaylen Waddle,WR,DEN,47.38509,12.547058823529412,32.75634283124858,1.0141764252154248,0.1810833333333333,10.0,LV,BUF,DEN@NE,6,0.8273381294964028,0.8478260869565217,50.0
Davante Adams,WR,LAR,47.151356,13.86470588235294,34.76499180399819,1.015776511329994,0.1794166666666666,11.0,DAL,SEA,LAR@TB,1,0.8776978417266187,0.8768115942028986,43.0
Tetairoa McMillan,WR,CAR,42.8902,14.005882352941178,36.44918092127338,0.9386071970590908,0.1635833333333333,5.0,CIN,PIT,CAR@SEA,5,0.8848920863309353,0.9130434782608696,41.0
Luther Burden III,WR,CHI,41.94492,11.988235294117649,30.37068127829038,0.9648429600329752,0.1776666666666666,10.0,BUF,GB,CHI@DET,4,0.7985611510791367,0.7898550724637681,45.0
Bucky Irving,RB,TB,59.720066,13.205882352941176,32.05295824916244,0.8163732865554113,0.1769166666666666,10.0,NO,ATL,LAR@TB,1,0.7790697674418605,0.8,60.0
Lamar Jackson,QB,BAL,53.30057,20.023529411764702,36.83881103091412,0.4523421737167626,0.125,13.0,PIT,CLE,BAL@CIN,2,0.9743589743589745,0.9032258064516128,47.0
Terry McLaurin,WR,WAS,45.20436,13.01764705882353,32.39211142891354,1.0310875318175332,0.17525,7.0,ATL,MIN,JAX@WAS,12,0.8705035971223022,0.8260869565217391,49.0
Jameson Williams,WR,DET,52.61034,12.552941176470588,32.66766320584041,1.0023882782509894,0.1855833333333333,6.0,MIN,NYG,CHI@DET,4,0.8345323741007195,0.8405797101449275,54.0
Joe Burrow,QB,CIN,59.050907,18.629411764705885,29.7622088293661,0.3182421716933584,0.07375,6.0,CAR,IND,BAL@CIN,2,0.8461538461538461,0.3548387096774194,53.0
Cam Skattebo,RB,NYG,43.974316,14.370588235294118,31.8773396499688,0.7100301062648607,0.1715833333333333,8.0,CLE,DET,DAL@NYG,3,0.813953488372093,0.788235294117647,46.0
David Montgomery,RB,HOU,49.94771,11.53529411764706,27.65199415377967,0.7989773357912688,0.1921666666666666,8.0,JAX,PHI,GB@HOU,10,0.7209302325581395,0.7058823529411765,51.0
Quinshon Judkins,RB,CLE,55.36754,13.294117647058824,31.86689422817344,0.8205566289005203,0.1755,11.0,NYG,BAL,CLE@IND,15,0.7906976744186046,0.7764705882352941,56.0
Rome Odunze,WR,CHI,58.597237,12.352941176470589,31.831626459358432,0.9953137888929576,0.1790833333333333,10.0,BUF,GB,CHI@DET,4,0.8201438848920863,0.8188405797101449,61.0
TreVeyon Henderson,RB,NE,57.293255,12.494117647058824,29.103496225422663,0.7662145344272875,0.1748333333333333,11.0,KC,NYJ,DEN@NE,6,0.7674418604651163,0.7411764705882353,63.0
Mike Evans,WR,SF,50.520687,10.811764705882354,29.5365729825062,1.0889340758796713,0.188,8.0,LAC,KC,PHI@SF,8,0.7410071942446043,0.7681159420289855,52.0
Christian Watson,WR,GB,54.84723,10.9,29.46441436849148,1.0590687421378104,0.19225,11.0,MIA,CHI,GB@HOU,10,0.7482014388489209,0.7608695652173914,57.0
Jadarian Price,RB,SEA,65.58188,11.43529411764706,28.268788374697387,0.8262783942491707,0.1865,11.0,PHI,LAR,CAR@SEA,5,0.6976744186046512,0.7176470588235294,66.0
Drake Maye,QB,NE,65.47819,19.88235294117647,37.22898550044142,0.4621426799104895,0.1375833333333333,11.0,KC,NYJ,DEN@NE,6,0.9487179487179488,0.967741935483871,59.0
D'Andre Swift,RB,CHI,51.135727,12.376470588235296,29.81218637818885,0.8106032801997421,0.17725,10.0,BUF,GB,CHI@DET,4,0.7558139534883721,0.7529411764705882,55.0
Brian Thomas Jr.,WR,JAX,62.907593,10.311764705882354,27.291213978428,1.1009309727004437,0.1896666666666666,7.0,HOU,DAL,JAX@WAS,12,0.7050359712230215,0.6956521739130435,72.0
Carnell Tate,WR,TEN,62.66945,12.63529411764706,32.42850552314827,1.0303910570268944,0.17525,9.0,IND,LV,PIT@TEN,13,0.841726618705036,0.8333333333333334,62.0
Tyler Warren,TE,IND,61.25373,12.08235294117647,30.06715171147864,0.9080147478122944,0.1778333333333333,13.0,TEN,CIN,CLE@IND,15,0.9230769230769232,0.9423076923076924,67.0
Bhayshul Tuten,RB,JAX,55.50911,12.129411764705882,28.385786507586243,0.782244414606755,0.1809166666666666,7.0,HOU,DAL,JAX@WAS,12,0.7441860465116279,0.7294117647058823,58.0
Jordyn Tyson,WR,NO,69.16332,11.1,29.03423833574529,1.153659785755476,0.1805,8.0,TB,ARI,ATL@NO,11,0.762589928057554,0.7463768115942029,74.0
Makai Lemon,WR,PHI,87.631256,10.605882352941178,28.66270950701972,1.0521743275253193,0.1784166666666666,10.0,SEA,HOU,PHI@SF,8,0.7266187050359713,0.7318840579710145,89.0
Jayden Daniels,QB,WAS,69.296234,19.362352941176468,35.56908959419362,0.4457402250354582,0.1300833333333333,7.0,ATL,MIN,JAX@WAS,12,0.8974358974358975,0.8387096774193549,65.0
Dak Prescott,QB,DAL,79.581375,17.828235294117647,35.11508630964936,0.5218237793114822,0.1525,14.0,LAR,JAX,DAL@NYG,3,0.717948717948718,0.8064516129032258,71.0
Marvin Harrison Jr.,WR,ARI,67.78468,11.447058823529414,30.08134375946069,1.103668235726579,0.1751666666666666,14.0,NYJ,NO,ARI@LV,14,0.7697841726618705,0.7753623188405797,73.0
Parker Washington,WR,JAX,64.096855,10.758823529411766,27.988391504197093,1.0599982272771291,0.1853333333333333,7.0,HOU,DAL,JAX@WAS,12,0.7338129496402878,0.7246376811594203,70.0
Caleb Williams,QB,CHI,70.281555,17.23764705882353,33.30274364940611,0.4909798871127591,0.1429166666666666,10.0,BUF,GB,CHI@DET,4,0.6410256410256411,0.6129032258064516,64.0
Jalen Hurts,QB,PHI,75.87803,19.76235294117648,33.07487465904281,0.3545571507421329,0.0920833333333333,10.0,SEA,HOU,PHI@SF,8,0.9230769230769232,0.5806451612903226,69.0
Tucker Kraft,TE,GB,77.81305,9.529411764705882,25.54074458741832,1.070449502289119,0.1904166666666666,11.0,MIA,CHI,GB@HOU,10,0.7692307692307693,0.8076923076923077,83.0
Chuba Hubbard,RB,CAR,75.83498,10.641176470588237,26.06355162055229,0.7837771631766954,0.18625,5.0,CIN,PIT,CAR@SEA,5,0.6395348837209303,0.6352941176470588,75.0
RJ Harvey,RB,DEN,85.7094,10.041176470588235,24.474795328686035,0.80480504565607,0.1901666666666666,10.0,LV,BUF,DEN@NE,6,0.5930232558139535,0.6,87.0
Alec Pierce,WR,IND,80.24827,11.788235294117648,31.214328774884805,0.9482878113764404,0.1838333333333333,13.0,TEN,CIN,CLE@IND,15,0.7913669064748201,0.8043478260869565,80.0
DK Metcalf,WR,PIT,74.51318,11.476470588235296,30.314162364924066,1.0424229944717938,0.1813333333333333,9.0,BAL,CAR,PIT@TEN,13,0.7769784172661871,0.782608695652174,77.0
Courtland Sutton,WR,DEN,82.64644,12.129411764705882,31.44120997198986,0.9973023026295302,0.1831666666666666,10.0,LV,BUF,DEN@NE,6,0.8057553956834532,0.8115942028985508,84.0
Rhamondre Stevenson,RB,NE,76.096794,11.5,26.59894983107925,0.7733018758789783,0.1819166666666666,11.0,KC,NYJ,DEN@NE,6,0.7093023255813954,0.6470588235294118,78.0
Sam LaPorta,TE,DET,92.168236,10.988235294117649,28.841409256661954,1.0171327135514745,0.187,6.0,MIN,NYG,CHI@DET,4,0.903846153846154,0.903846153846154,95.0
Chris Godwin Jr.,WR,TB,84.75472,9.429411764705884,25.08708428397605,1.0706218206951297,0.1938333333333333,10.0,NO,ATL,LAR@TB,1,0.6330935251798561,0.6231884057971014,91.0
Tony Pollard,RB,TEN,71.66334,11.276470588235297,27.16181618621075,0.848771913314377,0.18075,9.0,IND,LV,PIT@TEN,13,0.686046511627907,0.6941176470588235,81.0
Justin Herbert,QB,LAC,81.86889,17.614117647058823,33.63774959182214,0.4835888365934508,0.1413333333333333,7.0,SF,MIA,KC@LAC,9,0.6666666666666666,0.6451612903225806,76.0
Jayden Reed,WR,GB,91.83599,9.794117647058824,25.69001300943729,1.1073464935572106,0.1845,11.0,MIA,CHI,GB@HOU,10,0.6546762589928058,0.644927536231884,97.0
Trevor Lawrence,QB,JAX,84.66112,18.091764705882355,35.02327361229558,0.4986543635554338,0.145,7.0,HOU,DAL,JAX@WAS,12,0.7692307692307693,0.7741935483870968,79.0
Patrick Mahomes,QB,KC,92.904976,17.783529411764704,34.25887591829473,0.5030908452173839,0.1431666666666666,5.0,NE,SF,KC@LAC,9,0.6923076923076923,0.7096774193548387,88.0
Matthew Stafford,QB,LAR,89.28544,18.30470588235294,37.02245188063855,0.5422753314869171,0.1620833333333333,11.0,DAL,SEA,LAR@TB,1,0.7948717948717948,0.935483870967742,82.0
Jordan Addison,WR,MIN,99.434135,9.905882352941177,26.594569764312013,1.095939402225652,0.1891666666666666,6.0,DET,WAS,MIN@NYJ,7,0.6762589928057554,0.6666666666666666,102.0
Michael Wilson,WR,ARI,83.44536,9.788235294117648,25.60927829620272,1.0726094891024995,0.1850833333333333,14.0,NYJ,NO,ARI@LV,14,0.6474820143884892,0.6376811594202898,86.0
Harold Fannin Jr.,TE,CLE,100.50972,10.876470588235296,27.374225340681026,0.9184552416922817,0.17725,11.0,NYG,BAL,CLE@IND,15,0.8846153846153846,0.8653846153846154,96.0
Jaylen Warren,RB,PIT,77.27309,10.988235294117649,26.67436245042253,0.811955287546532,0.1886666666666666,9.0,BAL,CAR,PIT@TEN,13,0.6627906976744186,0.6588235294117647,85.0
Kyle Pitts Sr.,TE,ATL,90.59919,10.835294117647058,28.15721984895897,1.039922270372919,0.1770833333333333,11.0,WAS,TB,ATL@NO,11,0.8653846153846154,0.8846153846153846,100.0
Rico Dowdle,RB,PIT,89.77936,10.776470588235291,26.8887042176407,0.8400737532535137,0.1870833333333333,9.0,BAL,CAR,PIT@TEN,13,0.6511627906976745,0.6823529411764706,92.0
Jared Goff,QB,DET,103.96193,16.777647058823533,33.91801490376049,0.545193998361452,0.1621666666666666,6.0,MIN,NYG,CHI@DET,4,0.5897435897435898,0.6774193548387096,99.0
Brock Purdy,QB,SF,97.319725,18.408235294117645,35.93964077812671,0.499459693951877,0.14925,8.0,LAC,KC,PHI@SF,8,0.8205128205128205,0.8709677419354839,93.0
Jakobi Meyers,WR,JAX,110.25765,10.576470588235296,27.587753578741967,1.0093379264174074,0.1833333333333333,7.0,HOU,DAL,JAX@WAS,12,0.7194244604316546,0.717391304347826,105.0
Kyler Murray,QB,MIN,111.21937,15.417647058823531,25.430270927187102,0.3470289706440396,0.0860833333333333,6.0,DET,WAS,MIN@NYJ,7,0.4615384615384615,0.1935483870967742,106.0
Jaxson Dart,QB,NYG,101.924355,18.75647058823529,34.638298911058044,0.4598474562756224,0.1318333333333333,8.0,CLE,DET,DAL@NYG,3,0.8717948717948718,0.7419354838709677,94.0
Quentin Johnston,WR,LAC,72.232574,9.847058823529412,26.45479256969828,1.0903714181768904,0.1918333333333333,7.0,SF,MIA,KC@LAC,9,0.6690647482014388,0.6594202898550725,90.0
George Kittle,TE,SF,104.70962,12.746666666666666,33.21273976536049,1.057248036590147,0.18725,8.0,LAC,KC,PHI@SF,8,0.9615384615384616,0.9615384615384616,104.0
Kyle Monangai,RB,CHI,98.72771,10.117647058823527,25.150282612219456,0.841716354227591,0.1890833333333333,10.0,BUF,GB,CHI@DET,4,0.6046511627906976,0.611764705882353,101.0
Blake Corum,RB,LAR,103.51473,9.070588235294116,23.076820417846022,0.8717784885241777,0.2041666666666666,11.0,DAL,SEA,LAR@TB,1,0.5581395348837209,0.5647058823529412,107.0
Bo Nix,QB,DEN,112.71186,18.078823529411768,30.415358402600745,0.3610998786355999,0.0931666666666666,10.0,LV,BUF,DEN@NE,6,0.7435897435897436,0.4193548387096774,111.0
Wan'Dale Robinson,WR,TEN,107.77624,10.288235294117646,27.31843013093832,0.9802446580213394,0.181,9.0,IND,LV,PIT@TEN,13,0.697841726618705,0.7028985507246377,113.0
Dalton Kincaid,TE,BUF,114.0796,8.988235294117647,24.83263942736237,1.1161282104258687,0.1998333333333333,7.0,CHI,DEN,BUF@MIA,16,0.6923076923076923,0.7307692307692307,120.0
Ricky Pearsall,WR,SF,105.52827,9.75294117647059,26.68333452512748,1.0865953706939042,0.1861666666666666,8.0,LAC,KC,PHI@SF,8,0.6402877697841727,0.6739130434782609,114.0
Jordan Love,QB,GB,112.05816,16.236470588235292,31.96022146724221,0.514302917512375,0.14925,11.0,MIA,CHI,GB@HOU,10,0.5128205128205128,0.5161290322580645,109.0
Xavier Worthy,WR,KC,108.70066,10.43529411764706,27.51698715250613,1.1951699147492725,0.18525,5.0,NE,SF,KC@LAC,9,0.7122302158273381,0.7101449275362319,117.0
J.K. Dobbins,RB,DEN,107.22795,10.394117647058822,25.16702432462708,0.8473993351451723,0.1894166666666666,10.0,LV,BUF,DEN@NE,6,0.627906976744186,0.6235294117647059,115.0
Kenneth Gainwell,RB,TB,94.831085,10.03529411764706,24.20426233886995,0.7970909904393467,0.1909166666666666,10.0,NO,ATL,LAR@TB,1,0.5813953488372093,0.5882352941176471,103.0
Travis Kelce,TE,KC,117.87747,10.294117647058824,26.77398574808092,1.0768517999179237,0.1814166666666666,5.0,NE,SF,KC@LAC,9,0.8269230769230769,0.8269230769230769,122.0
Michael Pittman Jr.,WR,PIT,95.827034,11.647058823529411,29.39693062756817,1.018958067204072,0.17475,9.0,BAL,CAR,PIT@TEN,13,0.7841726618705036,0.7536231884057971,98.0
Josh Downs,WR,IND,96.28961,9.81764705882353,25.81378519061517,0.965281318123314,0.1876666666666666,13.0,TEN,CIN,CLE@IND,15,0.6618705035971223,0.6521739130434783,108.0
Baker Mayfield,QB,TB,121.25637,16.42705882352941,32.1747181766125,0.5070998566225102,0.14625,10.0,NO,ATL,LAR@TB,1,0.5641025641025641,0.5483870967741935,118.0
Matthew Golden,WR,GB,115.127846,10.994117647058824,28.9404578020418,1.0430553414575576,0.1833333333333333,11.0,MIA,CHI,GB@HOU,10,0.7553956834532374,0.7391304347826086,112.0
Khalil Shakir,WR,BUF,123.202995,10.1,27.1002303540571,1.1266964392366343,0.1920833333333333,7.0,CHI,DEN,BUF@MIA,16,0.6834532374100719,0.6811594202898551,126.0
Tyler Shough,QB,NO,117.05557,16.28705882352941,31.62161435136477,0.4991154481232959,0.1438333333333333,8.0,TB,ARI,ATL@NO,11,0.5384615384615384,0.4838709677419355,116.0
Jacory Croskey-Merritt,RB,WAS,123.20752,8.729411764705883,22.02251995634576,0.8548273648207958,0.1903333333333333,7.0,ATL,MIN,JAX@WAS,12,0.5465116279069767,0.5411764705882353,130.0
Aaron Jones Sr.,RB,MIN,118.91166,11.258823529411766,26.74519964610234,0.7816065900590028,0.1786666666666666,6.0,DET,WAS,MIN@NYJ,7,0.6744186046511628,0.6705882352941176,119.0
Romeo Doubs,WR,NE,120.33274,10.13529411764706,27.122217682086163,1.086906329008321,0.19,11.0,KC,NYJ,DEN@NE,6,0.6906474820143885,0.6884057971014492,121.0
Dallas Goedert,TE,PHI,124.29001,10.494117647058824,27.310089849646847,0.9832741102065838,0.1875,10.0,SEA,HOU,PHI@SF,8,0.8461538461538461,0.8461538461538461,123.0
Jake Ferguson,TE,DAL,128.31482,9.941176470588236,25.407006396072187,0.99535694980222,0.1978333333333333,14.0,LAR,JAX,DAL@NYG,3,0.7884615384615384,0.7884615384615384,128.0
Jonathon Brooks,RB,CAR,100.73937,8.664705882352942,21.76357373904898,0.8896870136680447,0.1978333333333333,5.0,CIN,PIT,CAR@SEA,5,0.5348837209302325,0.5294117647058824,110.0
Chris Rodriguez Jr.,RB,JAX,137.69737,4.0,11.50899140325424,1.0852085308283603,0.2330833333333333,7.0,HOU,DAL,JAX@WAS,12,0.3837209302325581,0.3529411764705882,140.0
KC Concepcion,WR,CLE,126.31265,9.394117647058822,25.16501881334444,0.9848185249384628,0.1863333333333333,11.0,NYG,BAL,CLE@IND,15,0.6258992805755396,0.6304347826086957,131.0
Mark Andrews,TE,BAL,131.46922,10.076470588235296,25.36956227963132,1.0492169495024823,0.1875833333333333,13.0,PIT,CLE,BAL@CIN,2,0.8076923076923077,0.7692307692307693,133.0
Jordan Mason,RB,MIN,128.77296,7.417647058823529,19.434654487505224,0.9385114069161614,0.2020833333333333,6.0,DET,WAS,MIN@NYJ,7,0.5116279069767442,0.5058823529411764,134.0
Isaiah Likely,TE,NYG,121.927,9.205882352941176,24.37157776075965,1.1404001827358363,0.1945,8.0,CLE,DET,DAL@NYG,3,0.7115384615384616,0.6923076923076923,127.0
