teamTeamId,teamLocation,teamNickname,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsSnapsOffenseTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingBlitzedLabel,opponentStatsReceivingRoutesTotal,opponentStatsReceivingTargetsTotal,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsContestedTotal,opponentStatsReceivingTargetsCatchableLabel,opponentStatsReceivingTargetsCatchableTotal,opponentStatsReceivingTargetsCatchablePercentage,opponentStatsReceivingTargetsInEndzone,opponentStatsReceivingTargetsPerRoute,opponentStatsReceivingReceptionsTotal,opponentStatsReceivingReceptionsContested,opponentStatsReceivingReceptionsHero,opponentStatsReceivingReceptionsPercentage,opponentStatsReceivingYardsTotal,opponentStatsReceivingYardsAfterCatchTotal,opponentStatsReceivingYardsAfterContactTotal,opponentStatsReceivingYardsAirTotal,opponentStatsReceivingTouchdownsTotal,opponentStatsReceivingTouchdownsInEndzone,opponentStatsReceivingDropsTotal,opponentStatsReceivingMissedTacklesForcedTotal,opponentStatsReceivingMissedTacklesForcedPerReception,opponentStatsReceivingAlignmentBackfieldTargetsPercentage,opponentStatsReceivingAlignmentInlineTargetsPercentage,opponentStatsReceivingAlignmentSlotTargetsPercentage,opponentStatsReceivingAlignmentWideTargetsPercentage,opponentStatsReceivingTargetedReadFirstTotal,opponentStatsReceivingTargetedReadFirstPercentage,opponentStatsReceivingTargetedReadDesignTotal,opponentStatsReceivingTargetedReadDesignPercentage,opponentStatsReceivingAverageDepthOfTarget,opponentStatsReceivingPasserRatingWhenTargeted,opponentStatsReceivingAveragesPerRouteYardsTotal,opponentStatsReceivingAveragesPerTargetYardsTotal,opponentStatsReceivingAveragesPerTargetYardsOverExpected,opponentStatsReceivingAveragesPerTargetDropsTotal,opponentStatsReceivingAveragesPerReceptionYardsTotal,opponentStatsReceivingAveragesPerReceptionYardsAfterCatch,opponentStatsReceivingAveragesPerReceptionYardsAfterContact,opponentStatsFirstDownsPassing,opponentStatsInside20ReceivingTargetsTotal,teamIsHomeTeam
5,Carolina,Panthers,TB,NFC,NFC South,Closed,Open,Cover 2,17,179,No,Yes,Yes,809,103,No,12,Yes,74,0.7184,9,0.1273,64,6,,0.6214,775,399,130,973,4,2,3,7,0.1094,0.2233,0.165,0.3786,0.233,38,0.3689,3,0.0291,9.4466,82,0.958,7.5243,-0.561,0.0291,12.1094,6.2344,2.0312,41,18,
6,Chicago,Bears,DET,NFC,NFC North,Open,Open,Cover 0,17,200,Yes,Yes,Yes,884,114,No,18,Yes,87,0.7632,9,0.129,75,8,3,0.6579,988,336,97,1319,4,2,6,12,0.16,0.1667,0.1579,0.2807,0.3947,53,0.4649,2,0.0175,11.5702,71.8,1.1176,8.6667,0.2197,0.0526,13.1733,4.48,1.2933,45,13,1
1,Arizona,Cardinals,LA,NFC,NFC West,Open,Open,Red Zone,17,211,No,Yes,No,942,125,No,21,No,90,0.72,15,0.1327,77,14,3,0.616,873,328,117,1187,10,8,8,13,0.1688,0.176,0.176,0.24,0.408,59,0.472,1,0.008,9.496,102.5,0.9268,6.984,-0.7587,0.064,11.3377,4.2597,1.5195,49,30,
4,Buffalo,Bills,NYJ,AFC,AFC East,Open,Open,Cover 4,17,199,Yes,Yes,No,874,102,No,26,No,73,0.7157,10,0.1167,54,11,3,0.5294,577,203,99,1075,5,4,7,6,0.1111,0.1765,0.0882,0.3922,0.3431,48,0.4706,4,0.0392,10.5392,73.9,0.6602,5.6569,-2.6164,0.0686,10.6852,3.7593,1.8333,35,18,1
24,New York,Giants,DAL,NFC,NFC East,Open,Open,Cover 4,17,232,No,Yes,No,1029,132,No,24,No,97,0.7348,9,0.1283,72,10,2,0.5455,973,372,93,1318,3,2,12,8,0.1111,0.1515,0.1136,0.2803,0.4545,64,0.4848,3,0.0227,9.9848,73.2,0.9456,7.3712,-0.6202,0.0909,13.5139,5.1667,1.2917,43,21,1
2,Atlanta,Falcons,NO,NFC,NFC South,Open,Open,Cover 4,17,244,No,Yes,No,1105,126,No,26,Yes,96,0.7619,10,0.114,82,18,2,0.6508,1011,388,121,1174,9,6,9,13,0.1585,0.1508,0.0794,0.2937,0.4603,59,0.4683,1,0.0079,9.3175,110.3,0.9149,8.0238,0.1094,0.0714,12.3293,4.7317,1.4756,56,16,1
32,Washington,Commanders,PHI,NFC,NFC East,Open,Open,Cover 4,17,238,No,Yes,No,1067,129,No,19,No,86,0.6667,14,0.1209,73,10,2,0.5659,908,317,148,1402,9,7,5,8,0.1096,0.1938,0.1473,0.2868,0.3721,62,0.4806,3,0.0233,10.8682,98.6,0.851,7.0388,-1.1793,0.0388,12.4384,4.3425,2.0274,49,18,
26,Philadelphia,Eagles,WAS,NFC,NFC East,Open,Open,Cover 4,17,266,No,Yes,No,1222,147,No,31,No,107,0.7279,8,0.1203,73,12,2,0.4966,1035,472,193,1655,2,,15,12,0.1644,0.1837,0.068,0.3469,0.4014,64,0.4354,,,11.2585,57.5,0.847,7.0408,-1.4051,0.102,14.1781,6.4658,2.6438,37,11,1
7,Cincinnati,Bengals,CLV,AFC,AFC North,Open,Open,Cover 6,17,225,No,Yes,No,1005,130,Yes,21,Yes,91,0.7,15,0.1294,78,13,,0.6,972,435,141,1358,10,7,7,13,0.1667,0.2154,0.1385,0.3,0.3462,43,0.3308,4,0.0308,10.4462,99.3,0.9672,7.4769,-0.6983,0.0538,12.4615,5.5769,1.8077,47,23,1
8,Cleveland,Browns,CIN,AFC,AFC North,Open,Open,Cover 6,17,233,No,Yes,No,1009,129,Yes,16,Yes,86,0.6667,12,0.1278,75,9,3,0.5814,894,423,122,1201,5,3,7,8,0.1067,0.2016,0.1705,0.2713,0.3488,73,0.5659,6,0.0465,9.3101,82.6,0.886,6.9302,-0.9932,0.0543,11.92,5.64,1.6267,45,17,
19,Las Vegas,Raiders,KC,AFC,AFC West,Open,Open,Cover 2 Man,17,216,No,Yes,No,973,127,No,17,No,91,0.7165,14,0.1305,72,10,,0.5669,941,377,90,1374,8,5,14,13,0.1806,0.189,0.1102,0.2835,0.4094,52,0.4094,2,0.0157,10.8189,84.8,0.9671,7.4094,-1.007,0.1102,13.0694,5.2361,1.25,45,18,1
9,Dallas,Cowboys,NYG,NFC,NFC East,Open,Open,Cover 4,17,269,No,Yes,No,1209,156,No,20,No,116,0.7436,18,0.129,104,11,1,0.6667,1231,598,218,1467,16,12,6,21,0.2019,0.2628,0.1282,0.2564,0.3526,72,0.4615,7,0.0449,9.4038,119.4,1.0182,7.891,-0.0705,0.0385,11.8365,5.75,2.0962,60,29,
13,Houston,Texans,IND,AFC,AFC South,Closed,Closed,Cover 1,17,250,Yes,Yes,No,1140,139,No,29,Yes,103,0.741,7,0.1219,74,11,2,0.5324,1064,395,152,1484,7,3,12,10,0.1351,0.1727,0.1655,0.295,0.3597,70,0.5036,3,0.0216,10.6763,68.2,0.9333,7.6547,-0.6449,0.0863,14.3784,5.3378,2.0541,41,13,1
21,Minnesota,Vikings,GB,NFC,NFC North,Open,Open,Red Zone,17,233,Yes,Yes,Yes,965,128,No,17,No,91,0.7109,10,0.1326,78,11,1,0.6094,892,278,89,1206,6,4,9,8,0.1026,0.1719,0.1797,0.2734,0.375,64,0.5,3,0.0234,9.4219,84.5,0.9244,6.9688,-0.9849,0.0703,11.4359,3.5641,1.141,41,16,1
23,New Orleans,Saints,ATL,NFC,NFC South,Open,Open,Cover 4,17,210,No,Yes,No,952,107,No,19,Yes,80,0.7477,5,0.1124,66,11,,0.6168,781,304,84,1103,4,2,9,7,0.1061,0.2243,0.1028,0.2523,0.4206,43,0.4019,3,0.028,10.3084,88.6,0.8204,7.2991,-0.9583,0.0841,11.8333,4.6061,1.2727,35,12,
11,Detroit,Lions,CHI,NFC,NFC North,Open,Open,Cover 0,17,250,Yes,Yes,Yes,1081,149,No,35,Yes,111,0.745,8,0.1378,87,17,4,0.5839,1238,381,116,1667,6,2,11,12,0.1379,0.1007,0.1007,0.3356,0.4631,78,0.5235,2,0.0134,11.1879,87.6,1.1452,8.3087,0.063,0.0738,14.2299,4.3793,1.3333,51,17,
18,Los Angeles,Chargers,DEN,AFC,AFC West,Open,Open,Red Zone,17,231,No,Yes,No,1044,122,No,17,No,72,0.5902,7,0.1169,61,9,1,0.5,784,355,112,1153,4,2,7,11,0.1803,0.1967,0.1066,0.3033,0.3852,59,0.4836,6,0.0492,9.4508,57.5,0.751,6.4262,-1.5476,0.0574,12.8525,5.8197,1.8361,34,20,
15,Jacksonville,Jaguars,TEN,AFC,AFC South,Closed,Open,Cover 4,17,254,No,Yes,No,1131,155,No,33,No,101,0.6516,13,0.137,84,20,4,0.5419,976,301,115,1549,5,4,7,8,0.0952,0.1871,0.1032,0.2839,0.4194,73,0.471,3,0.0194,9.9935,68.1,0.863,6.2968,-1.8778,0.0452,11.619,3.5833,1.369,48,17,1
3,Baltimore,Ravens,PIT,AFC,AFC North,Closed,Closed,Cover 3,17,251,No,Yes,Yes,1141,146,Yes,28,Yes,99,0.6781,13,0.128,83,14,4,0.5685,1060,328,82,1757,5,3,5,5,0.0602,0.0959,0.1164,0.2945,0.4863,61,0.4178,1,0.0068,12.0342,71.1,0.929,7.2603,-1.2666,0.0342,12.7711,3.9518,0.988,47,21,
12,Green Bay,Packers,MIN,NFC,NFC North,Open,Open,Red Zone,17,259,Yes,Yes,Yes,1170,154,No,31,No,116,0.7532,9,0.1316,101,22,5,0.6558,1167,383,109,1358,9,4,8,9,0.0891,0.2078,0.1299,0.2078,0.4545,63,0.4091,1,0.0065,8.8182,105.1,0.9974,7.5779,-0.3127,0.0519,11.5545,3.7921,1.0792,55,18,
20,Miami,Dolphins,NE,AFC,AFC East,Open,Open,Cover 6,17,211,No,Yes,Yes,941,122,No,15,No,88,0.7213,11,0.1296,77,8,3,0.6311,1042,476,100,1186,9,6,7,12,0.1558,0.2131,0.123,0.2951,0.3525,37,0.3033,2,0.0164,9.7213,104.6,1.1073,8.541,0.3477,0.0574,13.5325,6.1818,1.2987,41,17,
25,New York,Jets,BUF,AFC,AFC East,Open,Open,Cover 4,17,188,Yes,Yes,No,841,106,No,16,No,76,0.717,11,0.126,63,6,1,0.5943,870,448,127,1065,7,5,4,7,0.1111,0.2453,0.0849,0.2642,0.4057,52,0.4906,2,0.0189,10.0472,107.8,1.0345,8.2075,0.2644,0.0377,13.8095,7.1111,2.0159,40,17,
