teamTeamId,teamLocation,teamNickname,teamIsHomeTeam,opponentAbbreviation,opponentConference,opponentDivisionName,playDefenseMiddleOfTheFieldLookPreName,playDefenseMiddleOfTheFieldLookPostName,playDefenseCoverageSchemeParent,teamStatsGamesPlayed,opponentStatsPassingDropbacksTotal,opponentStatsPassingAttemptsTotal,opponentStatsPassingAttemptsCatchablePercentage,opponentStatsPassingCompletionsTotal,opponentStatsPassingCompletionsPercentage,opponentStatsPassingCompletionsAdjustedPercentage,opponentStatsPassingCompletionsOverExpected,opponentStatsPassingDropsYardsLost,opponentStatsPassingDropsPercentage,opponentStatsPassingYardsTotal,opponentStatsPassingYardsPerAttempt,opponentStatsPassingYardsAfterCatchPercentage,opponentStatsPassingYardsAdjustedNetPercentage,opponentStatsPassingYardsAirTotal,opponentStatsPassingInterceptionsTotal,opponentStatsPassingSackedAvoidedTotal,opponentStatsPassingPlayActionLabel,opponentStatsPassingPressuredLabel,opponentStatsPassingPressuredTotal,opponentStatsPassingPressuredPercentage,opponentStatsPassingPressuredOverExpected,opponentStatsPassingBlitzedLabel,opponentStatsPassingOffTargetThrowAttemptsPercentage,opponentStatsPassingTargetedReadCheckdownPercentage,opponentStatsPassingThrowAccuracyHighlyAccuratePercentage,opponentStatsPassingAverageTimeToThrow,opponentStatsPassingAverageTimeToPressure,opponentStatsPassingAverageDepthOfTarget,opponentStatsPassingPasserRating,opponentStatsReceivingTargetsContestedLabel,opponentStatsReceivingTargetsCatchableLabel,opponentStatsFirstDownsPassing,opponentStatsPassingTowThrowPercentage,opponentStatsPassingRunPassOptionPercentage,opponentStatsPassingDeepThrowAttemptsTotal,opponentStatsPassingDeepThrowAttemptsPercentage,opponentStatsPassingTouchdownsTotal,opponentStatsPassingAttemptsInEndzoneTotal
11,Detroit,Lions,,CHI,NFC,NFC North,Closed,Open,Cover 2,16,40,40,0.9,34,0.85,0.9,0.014346268325000078,1,0.05,171,4.275,1.1403508771929824,4.275,-8,,2,No,Yes,16,0.4,-0.07867499999999997,No,0.1,1,0.675,3.35,2.73125,-0.2,84.5,No,No,4,,,,,,
13,Houston,Texans,True,IND,AFC,AFC South,Closed,Open,Cover 2,17,45,45,0.9111111111111111,38,0.8444444444444444,0.9090909090909091,0.012323545613636355,2,0.044444444444444446,236,5.2444444444444445,1.2118644067796611,4.2444444444444445,-37,1,1,No,Yes,21,0.4666666666666667,0.06791666666666664,No,0.08888888888888889,1,0.7333333333333333,2.8866666666666667,2.5571428571428574,-0.8222222222222222,79.3,No,Yes,8,0.022222222222222223,,,,,
5,Carolina,Panthers,,TB,NFC,NFC South,Open,Closed,Cover 3,17,54,54,0.9259259259259259,46,0.8518518518518519,0.9074074074074074,0.012453555759259327,,0.05555555555555555,228,4.222222222222222,1.1710526315789473,4.222222222222222,-39,,,No,No,19,0.35185185185185186,-0.08050370370370372,No,0.07407407407407407,1,0.7222222222222222,3.0814814814814815,2.6789473684210527,-0.7222222222222222,84.3,No,Yes,11,,0.018518518518518517,,,,
6,Chicago,Bears,True,DET,NFC,NFC North,Closed,Open,Cover 2,17,47,47,0.8723404255319149,36,0.7659574468085106,0.8723404255319149,-0.023721570744680842,8,0.10638297872340426,155,3.297872340425532,1.270967741935484,2.3404255319148937,-31,1,,No,Yes,17,0.3617021276595745,-0.049624468085106344,No,0.1276595744680851,1,0.7446808510638298,2.959574468085106,2.605882352941176,-0.6595744680851063,70.8,No,No,7,0.02127659574468085,,,,,1
1,Arizona,Cardinals,,LA,NFC,NFC West,Open,Open,Cover 4,17,38,38,0.9473684210526315,33,0.868421052631579,0.9210526315789473,0.035524019026315856,-1,0.05263157894736842,193,5.078947368421052,1.0518134715025906,5.078947368421052,-4,,1,No,Yes,17,0.4473684210526316,-0.04764868421052629,No,0.05263157894736842,1,0.8157894736842105,3.444736842105263,2.9,-0.10526315789473684,87.8,Yes,Yes,8,,,,,,
4,Buffalo,Bills,True,NYJ,AFC,AFC East,Closed,Closed,Cover 1,17,29,29,0.896551724137931,25,0.8620689655172413,0.8620689655172413,-0.03341850075862074,,,116,4,1.2758620689655173,4,-30,,1,No,Yes,12,0.41379310344827586,0.02166551724137929,Yes,0.10344827586206896,1,0.6896551724137931,2.848275862068965,2.183333333333333,-1.0344827586206897,83.3,No,No,6,,,,,,
24,New York,Giants,True,DAL,NFC,NFC East,Open,Open,Bracket,16,37,37,0.972972972972973,33,0.8918918918918919,0.9459459459459459,0.083383131918919,8,0.05405405405405406,191,5.162162162162162,1.130890052356021,5.162162162162162,-22,,2,No,Yes,14,0.3783783783783784,-0.06463108108108107,Yes,0.02702702702702703,1,0.7027027027027027,3.1432432432432433,2.7642857142857147,-0.5945945945945946,88.2,No,Yes,7,,,,,,
27,Pittsburgh,Steelers,True,BLT,AFC,AFC North,Closed,Open,Cover 6,17,53,53,0.8867924528301887,46,0.8679245283018868,0.8867924528301887,-0.013992060622641467,1,0.018867924528301886,229,4.320754716981132,1.2314410480349345,4.320754716981132,-57,,2,Yes,No,18,0.33962264150943394,-0.0861632075471698,No,0.11320754716981132,1,0.7547169811320755,3.0433962264150947,2.5277777777777777,-1.0754716981132075,84.7,No,Yes,8,0.018867924528301886,,,,,
16,Kansas City,Chiefs,,LV,AFC,AFC West,Closed,Open,Cover 2,16,41,41,0.8780487804878049,34,0.8292682926829268,0.8780487804878049,-0.008646799804878036,2,0.04878048780487805,250,6.097560975609756,1.012,6.585365853658536,-8,,2,Yes,No,24,0.5853658536585366,0.11699878048780485,No,0.0975609756097561,1,0.6829268292682927,3.2902439024390246,2.8333333333333335,-0.1951219512195122,100.2,No,Yes,7,,,,,1,
29,San Francisco,49ers,True,SEA,NFC,NFC West,Open,Open,Cover 4,17,69,69,0.8985507246376812,61,0.8840579710144928,0.8985507246376812,0.009680027971014415,-2,0.014492753623188406,419,6.072463768115942,1.0548926014319808,6.072463768115942,-16,,2,No,No,23,0.3333333333333333,-0.08996666666666665,No,0.08695652173913043,1,0.7681159420289855,3.028985507246377,2.6913043478260867,-0.2318840579710145,92,No,Yes,15,,,,,,
26,Philadelphia,Eagles,True,WAS,NFC,NFC East,Open,Closed,Cover 1,17,39,39,0.8974358974358975,31,0.7948717948717948,0.8717948717948718,-0.025182419333333428,-8,0.07692307692307693,206,5.282051282051282,1.1941747572815533,5.282051282051282,-34,,1,Yes,No,20,0.5128205128205128,0.08478974358974356,Yes,0.10256410256410256,1,0.6153846153846154,3.0564102564102567,2.4699999999999998,-0.8717948717948718,88.7,No,Yes,7,,,,,,
7,Cincinnati,Bengals,True,CLV,AFC,AFC North,Open,Open,Cover 6,17,53,53,0.8679245283018868,41,0.7735849056603774,0.8301886792452831,-0.058032009698113174,3,0.05660377358490566,324,6.113207547169812,1.1666666666666667,7.245283018867925,-26,,4,No,No,24,0.4528301886792453,-0.010710377358490574,No,0.1320754716981132,1,0.6792452830188679,3.2622641509433965,2.8166666666666664,-0.49056603773584906,110.9,No,Yes,17,,,,,3,
8,Cleveland,Browns,,CIN,AFC,AFC North,Open,Open,Cover 6,17,44,44,0.8636363636363636,35,0.7954545454545454,0.8409090909090909,-0.05973471699999999,-6,0.045454545454545456,147,3.340909090909091,1.3265306122448979,3.340909090909091,-63,,1,No,No,18,0.4090909090909091,-0.006464772727272719,No,0.13636363636363635,1,0.5909090909090909,2.9840909090909093,2.5444444444444447,-1.4318181818181819,80.6,No,Yes,5,,,,,,
2,Atlanta,Falcons,True,NO,NFC,NFC South,Open,Open,Cover 4,17,40,40,0.85,28,0.7,0.85,-0.049604770000000076,3,0.15,187,4.675,1.2299465240641712,4.675,-36,,5,No,No,16,0.4,-0.0795375,No,0.15,1,0.75,3.3549999999999995,2.825,-0.9,79.9,No,Yes,7,,,,,,
32,Washington,Commanders,,PHI,NFC,NFC East,Open,Closed,Cover 1,16,43,43,0.813953488372093,30,0.6976744186046512,0.8095238095238095,-0.07892905742857148,-1,0.09302325581395349,266,6.186046511627907,1.0150375939849625,6.186046511627907,4,,5,Yes,No,21,0.4883720930232558,0.047606976744186055,Yes,0.18604651162790697,1,0.6976744186046512,3.130232558139535,2.5666666666666664,0.13953488372093023,86,No,Yes,8,,,,,,
31,Tennessee,Titans,,JAX,AFC,AFC South,Open,Open,Cover 2,17,42,42,0.8571428571428571,35,0.8333333333333334,0.875,-0.020884636175000026,,,247,5.880952380952381,1.165991902834008,5.880952380952381,-42,,3,No,Yes,20,0.47619047619047616,0.036944047619047585,No,0.11904761904761904,1,0.5952380952380952,3.1214285714285714,2.71,-0.9523809523809523,91.2,No,Yes,8,,,,,,
22,New England,Patriots,True,MIA,AFC,AFC East,Open,Closed,Cover 3,17,48,48,0.9166666666666666,38,0.7916666666666666,0.875,-0.02211618793749992,-15,0.08333333333333333,201,4.1875,1.1592039800995024,3.25,-52,1,2,No,No,20,0.4166666666666667,-0.026789583333333367,Yes,0.08333333333333333,1,0.8125,3.1458333333333335,2.545,-1.0833333333333333,75.4,No,Yes,8,0.020833333333333332,,,,,
30,Tampa Bay,Buccaneers,True,CAR,NFC,NFC South,Open,Closed,Cover 3,17,45,45,0.9555555555555556,42,0.9333333333333333,0.9772727272727273,0.09006058340909096,4,0.022222222222222223,281,6.2444444444444445,1.0284697508896796,6.2444444444444445,-5,,4,No,No,25,0.5555555555555556,0.13955555555555557,No,0.022222222222222223,1,0.7333333333333333,2.986666666666667,2.42,-0.044444444444444446,92.7,No,Yes,8,,0.022222222222222223,,,,
17,Los Angeles,Rams,True,ARZ,NFC,NFC West,Open,Open,Cover 4,17,52,52,0.8076923076923077,40,0.7692307692307693,0.8235294117647058,-0.03866238564705882,-1,0.038461538461538464,270,5.1923076923076925,1.0444444444444445,3.4615384615384617,15,2,3,No,Yes,27,0.5192307692307693,0.09993557692307689,No,0.19230769230769232,1,0.6538461538461539,3.005769230769231,2.7074074074074073,0.25,71.8,Yes,Yes,9,0.038461538461538464,,,,,
28,Seattle,Seahawks,,SF,NFC,NFC West,Open,Open,Cover 4,17,70,70,0.8142857142857143,51,0.7285714285714285,0.7971014492753623,-0.09156147115942037,-4,0.05714285714285714,340,4.857142857142857,1.076470588235294,4.857142857142857,-29,,3,No,No,40,0.5714285714285714,0.12799285714285713,No,0.17142857142857143,1,0.6714285714285714,3.1457142857142855,2.5625,-0.5,83,No,Yes,11,0.02857142857142857,,1,0.014285714285714285,,2
14,Indianapolis,Colts,,HST,AFC,AFC South,Closed,Open,Cover 2,17,58,58,0.8103448275862069,40,0.6896551724137931,0.7894736842105263,-0.10796442689473684,-3,0.08620689655172414,219,3.7758620689655173,1.1324200913242009,3.3448275862068964,-27,1,2,No,Yes,26,0.4482758620689655,0.003506034482758627,No,0.1724137931034483,1,0.603448275862069,3.153448275862069,2.7576923076923077,-0.39655172413793105,73.9,No,Yes,10,0.017241379310344827,,,,1,
10,Denver,Broncos,True,LAC,AFC,AFC West,Closed,Open,Cover 2,17,35,35,0.8,25,0.7142857142857143,0.8,-0.1049230752857142,-2,0.08571428571428572,134,3.8285714285714287,1.1343283582089552,4.4,-25,,4,No,Yes,20,0.5714285714285714,0.1334142857142857,No,0.17142857142857143,1,0.7142857142857143,3.1142857142857143,2.5,-0.7142857142857143,87.1,No,No,6,,,,,1,
