Rank,Season,Player,Team,Pos.,Cov. Snaps,Tgts,Points Saved,PS Per Play,Points Above Avg,PAA Per Play,EPA,EPA/Tgt,Positive%,PAR,WAR,Boom%,Bust%
183,2024,Bryan Cook,Chiefs,S,595,24,24.683886,0.041555,4.764015,0.00802,7.80834,0.325347,54.166668,7.158416,0.223696,0.25,0.125
184,2024,Justin Strnad,Broncos,LB,375,23,9.438664,0.026001,-1.512133,-0.004165,0.933105,0.040569,47.826088,2.153082,0.06729,0.13043478,0.13043478
185,2024,DeMarvion Overshown,Cowboys,LB,318,23,3.483653,0.011497,-6.221551,-0.020533,7.479418,0.325192,60.869564,-3.237192,-0.101155,0.2173913,0.08695652
186,2024,Rodney McLeod Jr.,Browns,S,283,23,7.109887,0.025667,-2.047738,-0.007392,-1.99844,-0.086888,43.47826,-0.914092,-0.028562,0.26086956,0.26086956
187,2024,Jaylen Watson,Chiefs,CB,203,23,6.03722,0.02974,-0.947569,-0.004667,-2.941376,-0.127885,43.47826,0.448539,0.014014,0.2173913,0.26086956
188,2024,Blake Cashman,Vikings,LB,424,23,8.648701,0.021145,-3.952118,-0.009662,3.334051,0.144958,56.52174,0.26193,0.008189,0.26086956,0.17391305
189,2024,Tyler Nubin,Giants,S,412,23,15.184623,0.037492,1.547547,0.003821,2.525421,0.1098,43.47826,3.721789,0.116301,0.26086956,0.17391305
190,2024,Isaiah McDuffie,Packers,LB,356,22,6.518366,0.018784,-4.9491,-0.014262,-7.440583,-0.338208,36.363636,-1.481547,-0.046296,0.22727273,0.22727273
191,2024,Kaiir Elam,Bills,CB,182,22,-3.060798,-0.016817,-8.446766,-0.04641,15.469682,0.703167,54.545456,-7.217718,-0.225539,0.45454547,0.09090909
192,2024,Tre'Davious White,2 teams,CB,223,22,7.967707,0.036549,0.623377,0.002859,9.169584,0.416799,50,2.057744,0.064297,0.4090909,0.18181819
193,2024,Levi Wallace,Broncos,CB,220,22,3.000715,0.013764,-3.218388,-0.014763,14.05118,0.63869,50,-1.716268,-0.053622,0.36363637,0.09090909
194,2024,Jevon Holland,Dolphins,S,486,22,11.88836,0.024664,-4.318618,-0.008959,-1.335242,-0.060692,36.363636,-2.377007,-0.074269,0.3181818,0.27272728
195,2024,L'Jarius Sneed,Titans,CB,152,22,5.605227,0.036876,0.256854,0.001689,6.230931,0.283224,45.454544,1.326582,0.041456,0.45454547,0.18181819
196,2024,Amani Hooker,Titans,S,430,22,31.560774,0.07426,17.236773,0.040557,10.635348,0.483424,54.545456,19.214607,0.600413,0.4090909,0.18181819
197,2024,Akeem Davis-Gaither,Bengals,LB,281,21,10.312829,0.039063,1.926679,0.007298,8.885926,0.423139,66.666664,4.657431,0.145531,0.33333334,0.04761905
198,2024,Jordan Poyer,Dolphins,S,564,21,11.232257,0.020021,-7.52955,-0.013421,15.551465,0.740545,61.904762,-5.202876,-0.162579,0.3809524,0.0952381
199,2024,Jaire Alexander,Packers,CB,220,21,13.587513,0.062043,5.974046,0.027278,-0.474878,-0.022613,57.142857,7.481802,0.23379,0.2857143,0.14285715
200,2024,Josey Jewell,Panthers,LB,363,21,7.069938,0.020793,-3.064778,-0.009014,-3.806205,-0.181247,42.857143,0.379911,0.011876,0.2857143,0.23809524
