targets,grades_pass_block,grades_offense,yards_after_catch_per_reception,grades_pass_route,draft_season,team_name,yprr,wide_snaps,fumbles,first_downs,jersey_number,inline_snaps,contested_targets,player_game_count,eligible_season,inline_rate,contested_catch_rate,yards,receptions,targeted_qb_rating,interceptions,caught_percent,drop_rate,grades_hands_drop,slot_rate,slot_snaps,penalties,wide_rate,pass_block_rate,team,declined_penalties,route_rate,drops,position,grades_hands_fumble,longest,pass_blocks,routes,pass_plays,yards_per_reception,player,positive_epa_percent,franchise_id,contested_receptions,yards_after_catch,avg_depth_of_target,epa,avoided_tackles,player_id,touchdowns
38,,81.3,3,82.3,2013,BLT,1.63,157,0,15,10,0,17,17,2013,0,64.7,330,22,93.1,1,57.9,4.3,73.5,27.3,59,0,72.7,0,BLT,0,93.5,1,WR,75.3,41,0,202,216,15,DeAndre Hopkins,42.6,3,11,67,14.5,-0.18,0,7808,2
37,,58.4,2.5,61.5,2021,BUF,1.28,199,0,13,05,3,7,12,2021,1.2,57.1,303,22,63.2,2,59.5,4.3,72.3,21.1,54,5,77.7,0,BUF,1,92.6,1,WR,74.9,45,0,237,256,13.8,Joshua Palmer,49.8,4,4,54,11.1,0.22,0,62979,0
37,35.6,65,7.9,46.1,2017,MIN,1.07,11,2,9,33,5,2,12,2017,2.2,50,199,28,96.6,0,75.7,9.7,58,1.3,3,0,4.8,13,MIN,0,80.9,3,HB,56.7,27,30,186,230,7.1,Aaron Jones,40.4,18,1,222,-0.1,-0.37,3,11937,1
37,,55.5,1.8,58,2021,JAX,1.11,162,0,13,05,0,8,13,2021,0,50,227,20,70.4,1,54.1,16.7,29.4,26,57,2,74,0,JAX,0,93.6,4,WR,27.9,39,0,205,219,11.4,Dyami Brown,42.4,15,4,36,14.4,-0.13,3,77986,1
37,67.1,61.6,8.2,64.7,2022,DAL,1.65,68,0,16,09,0,2,15,2019,0,50,396,26,112,1,70.3,13.3,45.4,72.7,194,1,25.5,0.4,DAL,1,89.9,4,WR,74.7,86,1,240,267,15.2,KaVontae Turpin,51.9,9,1,212,9.2,0.2,6,47658,2
36,,66.2,3.3,68.4,2022,KC,1.7,172,0,15,80,0,10,14,2022,0,40,438,19,124.5,0,52.8,0,83.2,37.5,103,1,62.5,0,KC,0,93.8,0,WR,81,61,0,258,275,23.1,Tyquan Thornton,48.1,16,4,62,27.8,0.13,0,78092,3
36,72.3,72.7,1.3,74.3,2024,NO,1.21,146,0,19,14,9,11,13,2024,3.4,81.8,293,25,112.4,0,69.4,0,86.5,41.6,111,1,54.7,1.9,NO,0,90.6,0,WR,75.9,17,5,242,267,11.7,Devaughn Vele,44.1,20,9,32,12.6,-0.04,0,100637,2
36,41,61.5,7,62.7,2023,ARZ,1,33,1,15,84,147,6,17,2023,45.2,33.3,301,30,89.9,1,83.3,0,88,41.5,135,4,10.2,2.5,ARZ,1,92.3,0,TE,27.5,27,8,300,325,10,Elijah Higgins,48.1,1,2,211,4.1,0.08,14,98027,0
35,,68.2,3.8,69,2025,HST,1.4,74,0,13,14,0,2,19,2025,0,50,292,26,105.9,1,74.3,3.7,74.9,65.6,145,0,33.5,0,HST,0,94.6,1,WR,90.7,44,0,209,221,11.2,Jaylin Noel,44.5,13,1,100,9.9,0.06,0,125155,2
35,23,65.8,9.8,80.6,2025,CLV,1.86,18,1,8,22,12,0,15,2025,6.9,,271,33,118,0,94.3,2.9,78.9,9.8,17,1,10.4,10.4,CLV,1,84.4,1,HB,65.3,66,18,146,173,8.2,Dylan Sampson,37.5,8,0,324,-1.3,-0.29,8,163772,2
35,,55.5,2.2,54.6,2021,BLT,0.7,296,0,12,07,0,5,13,2021,0,40,224,19,81.1,1,54.3,13.6,46.6,11.3,38,2,88.4,0,BLT,0,95.2,3,WR,74.4,36,0,319,335,11.8,Rashod Bateman,49.2,3,2,42,12.7,0.02,2,84296,2
35,,67.8,5.1,66.7,2018,TEN,1.89,129,0,13,00,0,7,7,2018,0,14.3,303,17,66.7,1,48.6,15,41.9,24.6,42,1,75.4,0,TEN,0,93.6,3,WR,73.6,47,0,160,171,17.8,Calvin Ridley,35,31,1,86,13.5,-0.24,2,48262,0
35,70.6,53,3.3,52.8,2019,ATL,0.57,206,0,9,87,1,4,17,2019,0.3,50,191,18,74.8,1,51.4,14.3,43.5,41.2,146,2,58.2,1.4,ATL,0,94.4,3,WR,73.9,21,5,334,354,10.6,David Sills V,43.9,2,2,59,11.1,-0.1,3,34579,2
34,52.8,54.1,2.8,53,2022,PHI,0.6,270,0,10,02,1,6,18,2022,0.2,50,262,18,51.3,3,52.9,0,83.2,41.3,191,1,58.4,0.2,PHI,0,94.6,0,WR,81.7,51,1,437,462,14.6,Jahan Dotson,45,24,3,50,15.8,0.02,0,84375,1
34,16.3,77.3,7.8,67.7,2025,LAC,1.04,8,1,7,08,3,4,10,2025,1.3,75,192,32,100,0,94.1,0,88.7,4.7,11,0,3.4,17.4,LAC,0,78.4,0,HB,74.3,22,41,185,236,6,Omarion Hampton,48,27,3,248,-1.6,0.07,3,162750,1
34,46.1,56.4,4.5,57,2022,BLT,1.29,30,2,11,80,39,3,14,2022,14.5,66.7,307,27,114.1,0,79.4,3.6,75.5,73.2,197,5,11.2,5.6,BLT,0,88.5,1,TE,18.6,43,15,238,269,11.4,Isaiah Likely,42.7,3,2,122,7.9,-0.23,3,83955,1
34,29.2,67.4,10,44.4,2025,CHI,0.87,14,0,10,25,20,2,19,2025,6.2,0,222,23,73.4,1,67.6,14.8,41.6,1.2,4,1,4.3,16.1,CHI,1,79.3,4,HB,90.7,34,52,256,323,9.7,Kyle Monangai,42.4,6,0,229,0.2,-0.02,8,129891,0
34,62.4,82.8,2.9,87.6,2015,MIA,1.75,65,0,19,83,36,8,9,2015,21.1,62.5,283,24,135.2,0,70.6,0,85.7,40.9,70,1,38,0.6,MIA,0,94.7,0,TE,76.3,34,1,162,171,11.8,Darren Waller,46.6,17,5,69,11.9,0.13,0,9637,6
34,65.8,65.3,4.4,67.3,2016,NE,1.18,42,0,16,81,206,6,20,2016,70.5,66.7,287,24,103.4,1,70.6,0,85.3,14.4,42,2,14.4,13,NE,0,83.6,0,TE,75.8,31,38,244,292,12,Austin Hooper,49.1,19,4,105,9.3,0.07,0,10715,2
34,62.4,61.4,4.7,61.6,2024,NYJ,0.9,72,0,10,18,0,2,11,2024,0,50,193,26,89.5,0,76.5,3.7,74.9,66.8,147,1,32.7,0.5,NYJ,0,97.3,1,WR,67.6,25,1,214,220,7.4,Isaiah Williams,34.3,22,1,122,3.1,-0.4,2,97156,0
34,62.3,54.1,2.6,57.3,2013,PIT,0.81,124,0,12,16,1,10,17,2013,0.4,50,211,21,79.4,0,61.8,12.5,49.3,54.7,152,2,44.6,0.4,PIT,1,94.2,3,WR,74.9,28,1,262,278,10,Adam Thielen,44.1,25,5,55,8.9,-0.09,2,8288,0
33,72.6,57.7,5.3,52.4,2021,KC,0.7,49,0,9,83,173,3,16,2021,53.7,100,178,21,77.6,0,63.6,8.7,61.3,29.2,94,1,15.2,14.6,KC,0,78.6,2,TE,75.1,28,47,253,322,8.5,Noah Gray,48.7,16,3,111,6.2,0.02,1,60878,0
33,84.3,64.7,5.2,66.2,2013,SF,1.13,33,0,13,44,97,4,19,2013,35.4,75,273,29,121.3,0,87.9,0,87.3,32.1,88,1,12,7.7,SF,0,88.3,0,FB,77.5,27,21,242,274,9.4,Kyle Juszczyk,57.9,28,3,150,4.3,0.14,2,7912,2
33,73.2,67.3,9.4,76.4,2025,KC,1.59,21,0,7,24,1,0,17,2025,0.9,,172,25,97,0,75.8,7.4,63.4,22.8,26,0,18.4,1.8,KC,0,94.7,2,HB,87.5,17,2,108,114,6.9,Brashard Smith,49.1,16,0,236,-1.4,-0.08,7,143951,1
33,,62.3,6.9,61.4,2019,ARZ,0.96,56,0,10,04,0,4,12,2019,0,50,206,29,123,0,87.9,6.5,68.1,71.7,162,1,24.8,0,ARZ,0,95.1,2,WR,63.6,39,0,215,226,7.1,Greg Dortch,42.8,1,2,199,1.7,-0.05,12,42237,3
33,75.2,51.6,2.9,50.2,2024,CAR,0.83,43,0,8,00,62,3,12,2024,23.8,33.3,190,29,100.8,0,87.9,6.5,57,58.1,151,1,16.5,6.9,CAR,0,88.1,2,TE,76.3,18,18,229,260,6.6,Ja'Tavion Sanders,45.1,5,1,85,5.2,-0.1,5,144717,1
33,22.6,67.8,11.9,68.2,2024,TB,1.49,18,0,11,07,0,2,10,2024,0,50,277,30,131.9,0,90.9,6.3,70.5,4.6,11,0,7.6,13.9,TB,0,78.5,2,HB,78.4,72,33,186,237,9.2,Bucky Irving,50.7,30,1,358,-2.2,0.19,14,144970,3
33,70.5,61,5.8,56.9,2023,LA,0.95,65,0,12,87,168,4,20,2023,58.1,0,208,24,119.3,0,72.7,7.7,64.1,14.5,42,4,22.5,19,LA,0,75.8,2,TE,75.7,27,55,219,289,8.7,Davis Allen,58.2,26,0,139,4.6,0.31,2,99697,3
33,77.4,53.9,3.1,57.8,2023,GB,1.06,37,1,11,88,162,5,18,2023,58.9,20,261,25,98.2,0,75.8,7.4,63.2,27.6,76,1,13.5,7.3,GB,0,89.5,2,TE,25.9,26,20,246,275,10.4,Luke Musgrave,48.9,12,1,78,8.7,0.11,0,98499,0
33,19.1,66.6,7.4,64.2,2025,CLV,1.05,7,0,7,10,5,5,14,2025,2.6,60,171,26,75.6,1,78.8,3.7,76.3,2.1,4,0,3.6,12.8,CLV,0,83.6,1,HB,91,58,25,163,195,6.6,Quinshon Judkins,39.8,8,3,193,-0.7,-0.22,5,157128,0
33,,60.4,2.7,61.2,2022,DAL,0.77,155,0,12,01,0,10,13,2022,0,40,203,18,70.6,1,54.5,5.3,70.5,45.4,129,1,54.6,0,DAL,0,93,1,WR,78.1,35,0,264,284,11.3,Jalen Tolbert,49.6,9,4,49,12.4,0.17,2,61637,1
32,,49.2,2.1,51.1,2018,PIT,0.57,194,1,7,11,0,6,11,2018,0,16.7,146,17,75.8,0,53.1,5.6,67.7,27.3,73,1,72.7,0,PIT,0,96.6,1,WR,23.4,19,0,258,267,8.6,Marquez Valdes-Scantling,43.8,25,1,36,11.8,0.03,0,47809,1
31,26.4,64.9,12.9,64.5,2019,BUF,1.22,34,1,13,26,14,1,17,2019,5.3,0,263,24,123.5,0,77.4,7.7,62.3,18.3,48,0,13,11.1,BUF,0,82.4,2,HB,57.9,52,29,216,262,11,Ty Johnson,47.3,4,0,310,-1.2,0.11,9,45769,2
31,,59.5,2.4,59.7,2025,WAS,1.1,138,0,10,83,0,8,14,2025,0,37.5,225,16,48.5,2,51.6,15.8,41.9,37.8,84,3,62.2,0,WAS,2,92.3,3,WR,50.3,41,0,205,222,14.1,Jaylin Lane,44.4,32,3,39,14.9,-0.2,0,121811,0
31,76.9,65.6,3.4,61.2,2025,LA,1.23,50,0,10,18,59,8,15,2025,26.2,12.5,250,12,86.8,1,38.7,7.7,63.5,49.8,112,2,22.2,3.1,LA,0,90.2,1,TE,72.9,36,7,203,225,20.8,Terrance Ferguson,51.7,26,1,41,17.9,0.2,0,146563,3
31,57.4,66.7,8.9,60.5,2017,WAS,1.01,6,0,10,26,0,1,17,2017,0,100,196,25,79.6,1,80.6,3.8,74.2,20.1,54,5,2.2,20.8,WAS,2,72.5,1,HB,53.6,24,56,195,269,7.8,Jeremy McNichols,42,32,1,222,-0.7,-0.15,7,11917,0
31,28.3,77.4,7.5,80.6,2022,MIA,2.31,26,1,14,85,75,7,10,2022,48.1,71.4,335,26,122.4,0,83.9,0,75.5,34.6,54,0,16.7,3.2,MIA,0,92.9,0,TE,26.4,29,5,145,156,12.9,Greg Dulcich,45.3,17,5,196,5.6,0.09,4,84068,1
30,,51.7,3.8,52.7,2025,LV,0.53,184,0,7,10,0,15,14,2025,0,20,135,10,9,3,33.3,16.7,45.7,31.1,83,1,68.9,0,LV,0,94.8,2,WR,71.9,36,0,253,267,13.5,Dont'e Thornton Jr.,36.8,23,3,38,17.9,-0.3,0,146547,0
30,52.9,55.4,5.9,49.4,2022,CLV,0.61,9,0,4,34,21,3,13,2022,8.6,66.7,103,26,81,0,86.7,10.3,54.9,0.4,1,0,3.7,26.6,CLV,0,69.3,3,HB,83.8,17,65,169,244,4,Jerome Ford,28.8,8,2,153,-1.6,-0.32,3,83601,0
30,11.6,80.5,8.6,82.7,2025,NYG,1.54,8,0,11,44,0,2,8,2025,0,0,207,24,117.6,0,80,4,73.5,4.9,8,1,4.9,12.8,NYG,0,81.7,1,HB,68.9,21,21,134,164,8.6,Cam Skattebo,47.7,21,0,207,0.3,0.04,7,147787,2
30,76.6,59.2,10.7,48.6,2022,DEN,0.97,2,0,9,28,11,0,18,2022,5.3,,148,20,78.2,0,66.7,16.7,38.5,1,2,1,1,22.7,DEN,0,73.4,4,HB,82.8,19,47,152,207,7.4,Tyler Badie,42.1,10,0,213,-0.8,0,2,83714,0
30,,71.9,2.8,71.4,2024,NYG,2.02,110,0,11,01,0,7,4,2024,0,42.9,271,18,84.2,2,60,10,56.1,24.1,35,0,75.9,0,NYG,0,92.4,2,WR,73.9,48,0,134,145,15.1,Malik Nabers,42.5,21,3,51,18.2,-0.09,2,146759,2
29,76.7,56,2.1,56.9,2019,DEN,0.81,146,0,11,17,3,6,12,2019,1.2,33.3,194,16,84.6,1,55.2,5.9,66.7,41.3,105,1,57.5,1.2,DEN,0,94.1,1,WR,73.3,34,3,239,254,12.1,Lil'Jordan Humphrey,44.6,10,2,34,13.1,0.05,0,42247,2
29,39,69.5,7.1,67.4,2022,ARZ,1.21,10,0,10,20,0,1,9,2022,0,0,160,22,99.8,0,75.9,4.3,72.1,4.4,8,0,5.6,22.8,ARZ,0,73.3,1,HB,68,20,41,132,180,7.3,Bam Knight,50,1,0,156,0.7,0.06,2,97432,1
29,,82.2,2.9,81.1,2016,MIA,2.55,65,0,17,10,0,3,4,2016,0,100,265,21,97.6,1,72.4,4.5,72.1,41.1,46,0,58,0,MIA,0,92.9,1,WR,76.1,47,0,104,112,12.6,Tyreek Hill,46.2,17,3,61,13.1,0.01,2,10799,1
29,65.9,70.2,4.4,70.9,2023,GB,1.67,38,0,10,11,4,4,8,2023,2.6,25,250,23,125.6,0,79.3,8,62.3,70.5,110,1,24.4,0.6,GB,0,96.2,2,WR,77.5,31,1,150,156,10.9,Jayden Reed,52,12,1,101,9.5,0.24,4,78171,2
28,,70,6.8,68.5,2016,DET,1.33,130,0,14,11,1,3,14,2016,0.4,100,289,24,121.6,0,85.7,4,73.5,41.3,92,1,58.3,0,DET,0,97.3,1,WR,88.8,30,0,217,223,12,Kalif Raymond,42.9,11,3,164,5.9,0.09,2,11028,1
28,51.6,56.5,4.5,55,2022,NYJ,0.96,26,0,8,89,172,3,17,2022,70.2,66.7,179,23,105.2,0,82.1,8,61.8,15.5,38,3,10.6,20.4,NYJ,0,76.3,2,TE,75.1,24,50,187,245,7.8,Jeremy Ruckert,38.7,22,2,103,3.8,-0.19,1,84029,1
28,72.6,59.9,3.4,61.2,2025,LV,1.16,149,0,11,18,3,9,15,2025,1.4,55.6,224,20,65.2,2,71.4,4.8,70.5,27.6,58,2,71,1.4,LV,0,91.9,1,WR,74.4,37,3,193,210,11.2,Jack Bech,40.8,23,5,68,9.4,-0.18,1,146771,0
27,65.7,59.5,6.5,58.5,2025,NE,1,214,0,8,18,0,7,21,2025,0,14.3,223,12,95.1,1,44.4,14.3,45.7,10.8,26,1,89.2,0.4,NE,0,92.9,2,WR,78.9,72,1,223,240,18.6,Kyle Williams,51.8,19,1,78,18.7,0.27,0,128374,3
27,,56,3.1,54.8,2025,LA,0.52,174,0,8,15,2,7,19,2025,0.9,14.3,114,13,56.7,1,48.1,0,80,23.1,53,0,76,0,LA,0,96.1,0,WR,72.3,19,0,220,229,8.8,Konata Mumpfield,47.3,26,1,40,13,-0.02,0,145598,1
27,56.6,69,9.1,72,2024,NYJ,1.17,6,0,8,32,0,3,16,2024,0,33.3,186,21,95.4,0,77.8,4.5,73,6.6,15,0,2.6,27.3,NYJ,0,70,1,HB,85.2,26,62,159,227,8.9,Isaiah Davis,36.5,22,1,192,1.2,-0.31,3,138299,0
27,37.5,63.7,9,62.1,2019,BLT,1.34,7,0,6,43,0,1,10,2019,0,100,169,21,105.1,0,77.8,4.5,71.5,8.6,15,0,4,22.4,BLT,0,72.4,1,HB,39.1,37,39,126,174,8,Justice Hill,43.8,3,1,189,-0.5,0.01,9,45865,1
26,67.2,58.6,6.4,35.6,2022,KC,0.42,13,0,4,10,3,1,13,2022,1.1,0,101,19,92,0,73.1,17.4,35.5,3.9,11,1,4.6,10.2,KC,0,84.9,4,HB,89.5,31,29,242,285,5.3,Isiah Pacheco,48.9,16,0,122,-1.2,0.09,2,83747,1
26,68.2,62.5,7.1,63,2022,NYG,1.36,30,0,14,82,104,4,16,2022,37.8,25,286,19,134.5,0,73.1,5,70.5,34.5,95,3,10.9,18.5,NYG,0,76.4,1,TE,74.4,44,51,210,275,15.1,Daniel Bellinger,50,21,1,134,9.3,0.16,2,84041,2
26,65.7,63.1,3.4,63.3,2025,DET,0.81,220,0,14,18,1,9,17,2025,0.3,55.6,239,16,115.2,1,61.5,0,81.7,28.8,90,1,70.5,0.3,DET,0,94.9,0,WR,73.3,29,1,296,312,14.9,Isaac TeSlaa,47.5,11,5,55,14.8,0.1,1,172430,6
26,58,75.3,8.4,78.4,2019,DET,1.12,3,1,11,05,0,0,17,2019,0,,192,24,97.4,0,92.3,0,85.3,0,0,0,1.3,22.3,DET,0,73.4,0,HB,77,23,52,171,233,8,David Montgomery,49.6,11,0,201,0.1,0.17,4,45719,0
25,60.2,61.4,3.5,62.2,2017,JAX,1.1,109,0,10,17,0,7,16,2017,0,42.9,187,15,106.2,1,60,16.7,39.8,41.1,76,3,58.9,1.6,JAX,1,91.9,3,WR,73.3,37,3,170,185,12.5,Tim Patrick,47.4,15,3,53,12.4,-0.11,2,12087,3
25,43.2,55.7,6.1,58.3,2024,LA,0.85,105,0,9,88,5,1,18,2024,1.9,0,206,20,101,0,80,0,84.5,57.7,153,2,39.6,3.4,LA,1,90.9,0,WR,83.2,40,9,241,265,10.3,Jordan Whittington,51.2,26,0,121,6.6,0.11,2,97623,0
25,70.7,54.8,5.1,57.2,2020,DEN,0.81,28,0,11,82,247,1,19,2020,68.8,100,195,20,112.5,0,80,4.8,70.5,22,79,7,7.8,29,DEN,1,67.4,1,TE,75,26,104,242,359,9.8,Adam Trautman,47.9,10,1,102,5.4,0.11,5,109795,1
24,80.9,60.5,4.3,61.3,2023,BUF,1.15,155,0,11,14,23,3,17,2023,9.5,33.3,259,16,116.5,0,66.7,0,81.7,26.3,64,3,63.8,2.9,BUF,0,92.6,0,WR,73.3,43,7,225,243,16.2,Tyrell Shavers,49.1,4,1,69,13.6,0.12,1,61107,1
24,75.9,53.2,4.4,51.8,2025,SEA,1.07,31,1,7,18,103,7,14,2025,56.3,57.1,179,15,59.5,3,62.5,0,81.1,24,44,1,16.9,3.8,SEA,0,91.3,0,TE,22.4,32,7,167,183,11.9,Elijah Arroyo,45.4,29,4,66,9,-0.06,0,143933,1
24,,56.9,1.4,57.6,2019,CAR,0.6,33,0,8,13,0,6,6,2019,0,50,89,15,97.4,0,62.5,6.3,65.9,80,132,1,20,0,CAR,1,90.3,1,WR,75.8,15,0,149,165,5.9,Hunter Renfrow,43.6,5,3,21,8.3,-0.16,0,47509,2
24,63.6,72.2,8.6,53.2,2017,KC,0.52,9,0,8,29,5,1,17,2017,1.4,0,143,18,85.9,1,75,5.3,70.7,3.8,13,2,2.6,14.5,KC,0,79.8,1,HB,61,22,50,276,346,7.9,Kareem Hunt,44.9,16,0,155,0,0.01,4,11841,1
23,55.5,73.4,10.3,62.5,2024,LAC,0.64,6,0,6,30,2,0,14,2024,0.6,,156,18,109.4,0,78.3,0,82.7,3.4,12,1,1.7,27.7,LAC,0,70,0,HB,78.1,60,97,245,350,8.7,Kimani Vidal,48.4,27,0,186,0.5,-0.07,4,123727,1
23,64.9,73.1,4.5,73.6,2018,CIN,1.5,22,0,8,87,37,5,12,2018,31.9,40,168,19,108,1,82.6,0,83.2,46.6,54,0,19,0.9,CIN,0,96.6,0,TE,74.1,33,1,112,116,8.8,Tanner Hudson,44.2,7,2,85,6,0.01,3,66924,2
23,77.4,57.9,4.4,56.9,2022,NO,0.92,99,0,7,81,2,3,7,2022,1.2,0,140,13,89,0,56.5,18.8,37.9,37.3,60,1,61.5,1.2,NO,0,95,3,WR,73,36,2,153,161,10.8,Kevin Austin Jr.,44.5,20,0,57,8.4,0.09,0,84345,1
23,47.8,85.1,6.1,56.4,2023,SEA,0.71,7,0,7,26,6,0,17,2023,2.1,,144,20,92.8,0,87,4.8,70.5,4.6,13,0,2.5,23.9,SEA,0,72.1,1,HB,90.6,21,67,202,280,7.2,Zach Charbonnet,46.4,29,0,122,1.5,-0.01,4,97630,0
23,67.6,56.5,1.9,56.7,2023,CIN,0.78,120,0,6,82,5,9,17,2023,3.2,33.3,116,8,81.1,0,34.8,27.3,28.8,19.6,31,1,75.9,1.3,CIN,0,94.3,3,WR,73.4,27,2,149,158,14.5,Mitchell Tinsley,45,7,3,15,16.2,-0.08,0,123470,2
23,54.1,55.1,6.1,58.6,2023,DAL,0.96,14,0,7,86,132,6,17,2023,70.6,33.3,132,14,76.7,0,60.9,6.7,65.6,21.9,41,2,7.5,23.5,DAL,0,73.8,1,TE,73,29,44,138,187,9.4,Luke Schoonmaker,41.4,9,2,85,7,-0.01,1,84005,0
22,68.5,67.5,6,68.1,2023,LA,1.68,53,0,11,19,0,1,17,2023,0,0,303,18,99.8,1,81.8,0,82.7,71.5,138,4,27.5,1.6,LA,1,93.3,0,WR,90,51,3,180,193,16.8,Xavier Smith,50.3,26,0,108,16.2,0.22,0,102585,0
22,66.7,66.3,5.6,64.8,2025,CAR,1.19,7,0,9,84,139,0,18,2025,78.5,,171,19,110.4,1,86.4,5,69.6,17.5,31,4,4,14.7,CAR,0,81.4,1,TE,74.5,25,26,144,177,9,Mitchell Evans,48.5,5,0,107,4,-0.09,2,147486,2
22,,62.9,3.6,64.6,2022,WAS,0.85,132,0,7,13,0,6,8,2022,0,33.3,130,10,41.9,2,45.5,0,78.7,20.8,35,1,78.6,0,WAS,0,91.1,0,WR,72.8,37,0,153,168,13,Treylon Burks,46.1,32,2,36,14.2,-0.02,1,99218,1
22,62.4,70.1,2.2,69.1,2025,SEA,1.17,116,0,7,15,0,6,8,2025,0,33.3,161,13,121.4,0,59.1,0,81.1,22.1,33,1,77.9,0.7,SEA,0,92.6,0,WR,83.7,25,1,138,149,12.4,Tory Horton,50.4,29,2,28,16.5,0.2,1,128232,5
21,,61.2,2.3,59.2,2020,BUF,0.95,133,0,9,13,3,7,7,2020,1.9,71.4,143,14,82,1,66.7,12.5,49.6,13.4,21,1,84.7,0,BUF,1,96.2,2,WR,72.7,22,0,151,157,10.2,Gabe Davis,51.7,4,5,32,9.4,0.37,0,55410,1
21,,61.6,1.3,61.8,2017,NYJ,0.63,135,0,4,83,0,8,5,2017,0,25,101,11,26.2,2,52.4,8.3,63.2,21.5,37,0,78.5,0,NYJ,0,93,1,WR,72.3,13,0,160,172,9.2,Josh Reynolds,41.9,22,2,14,13.6,-0.16,3,11872,0
21,,55.9,5,57.3,2016,WAS,0.89,208,0,10,19,0,7,14,2016,0,42.9,207,11,102.7,0,52.4,21.4,29.9,19.1,49,1,80.9,0,WAS,1,90.3,3,WR,75.6,44,0,232,257,18.8,Chris Moore,50,32,3,55,15.4,0.13,0,10741,1
21,56.7,55,4.1,52.6,2024,HST,0.87,10,0,4,87,102,4,11,2024,76.7,75,91,15,79.7,0,71.4,11.8,51.2,15,20,2,7.5,15.8,HST,0,78.9,2,TE,76.4,11,21,105,133,6.1,Cade Stover,45.5,13,3,62,2.1,-0.11,1,101486,0
20,39.1,66.6,6.5,60.3,2017,CIN,0.48,4,0,5,34,10,1,14,2017,4.1,100,87,17,84.8,0,85,5.6,69,0.8,2,0,1.7,19.9,CIN,0,75.9,1,HB,29.2,16,48,183,241,5.1,Samaje Perine,43.9,7,1,111,-1.6,0.07,7,11869,0
20,,59.8,5.6,58.7,2024,PIT,1.07,131,1,7,10,0,4,13,2024,0,25,166,12,120,0,60,0,80,20.1,33,0,79.9,0,PIT,0,94.5,0,WR,20.2,45,0,155,164,13.8,Roman Wilson,40.6,25,1,67,13.8,0.01,1,129604,2
19,56.5,78.5,4.9,36.9,2024,LA,0.5,4,0,3,22,0,0,20,2024,0,,73,13,75.1,0,68.4,18.8,33.8,6.7,15,0,1.8,30.2,LA,0,65.3,3,HB,90.6,15,68,147,225,5.6,Blake Corum,53.3,26,0,64,1.6,0.2,3,129574,0
19,67,71.1,9.1,58.7,2019,NYG,1.28,17,0,4,26,0,1,17,2019,0,100,151,18,99.8,0,94.7,5.3,70.5,3.5,6,1,10,25.3,NYG,0,69.4,1,HB,90.1,41,43,118,170,8.4,Devin Singletary,42.5,21,1,164,-0.8,-0.12,7,40485,0
19,53.2,52.5,5.9,54.2,2021,DET,0.86,15,0,7,89,116,1,11,2021,64.1,0,108,14,82.7,2,73.7,6.7,64.7,20.4,37,2,8.3,28.2,DET,0,69.1,1,TE,73.4,20,51,125,181,7.7,Brock Wright,50,11,0,83,2.4,0.16,0,60994,2
19,57.8,58.8,8.1,58.8,2025,NO,0.74,10,0,4,24,0,2,9,2025,0,50,104,17,89.5,0,89.5,5.6,68.7,1.7,3,0,5.5,18.8,NO,0,77.3,1,HB,85.8,18,34,140,181,6.1,Devin Neal,45.9,20,1,138,-2.1,-0.03,5,144558,0
19,65.9,80.4,9.3,59.1,2016,BLT,0.97,1,0,4,22,0,0,17,2016,0,,150,15,77.6,1,78.9,6.3,65.6,1,2,1,0.5,22.2,BLT,0,74.4,1,HB,56.9,44,46,154,207,10,Derrick Henry,55.4,3,0,139,0.9,0.11,5,10679,0
19,66.8,53.8,7.5,56.3,2023,MIA,1.05,9,0,6,89,146,0,14,2023,70.2,,140,15,75.4,1,78.9,6.3,67.7,15.9,33,2,4.3,31.7,MIA,1,63.9,1,TE,73.6,20,66,133,208,9.3,Julian Hill,41.2,17,0,112,3.7,-0.1,2,88685,0
19,45.5,72.1,4.8,52.1,2018,HST,0.47,5,0,1,21,0,2,17,2018,0,50,67,13,73.8,0,68.4,7.1,64.4,0.5,1,0,2.3,28.4,HST,0,66.5,1,HB,90.1,27,61,143,215,5.2,Nick Chubb,52.3,13,1,63,1.3,0.15,1,45783,0
19,78.1,83.1,5.8,81.8,2025,BUF,1.75,7,0,13,85,127,3,19,2025,77.4,66.7,187,16,147.3,0,84.2,5.9,66.7,18.3,30,1,4.3,32.3,BUF,0,65.2,1,TE,73.3,29,53,107,164,11.7,Jackson Hawes,57.2,4,2,92,7.2,0.24,4,109374,3
19,81.3,67.4,6,58,2017,IND,1,2,0,4,81,184,4,17,2017,91.5,25,117,13,80.4,1,68.4,7.1,63.2,7,14,1,1,38.3,IND,0,58.2,1,TE,72.3,20,77,117,201,9,Mo Alie-Cox,54.3,14,1,78,5.5,0.15,1,12078,1
18,61.6,62.1,3.9,62.1,2023,CAR,1.39,77,1,7,87,2,2,17,2023,1.6,50,160,14,103.7,0,77.8,0,80.6,34.4,43,0,61.6,0.8,CAR,0,92,0,WR,22.6,26,1,115,125,11.4,Brycen Tremayne,47.4,5,1,54,8.7,-0.12,2,84425,0
18,66.6,70.8,6.9,72.9,2019,MIN,1.33,7,0,9,84,140,2,15,2019,80.9,50,160,15,120.1,1,83.3,0,81.7,13.9,24,2,4,25.4,MIN,0,69.4,0,TE,74,32,44,120,173,10.7,Josh Oliver,42.8,18,1,103,2.8,-0.21,1,47083,4
